,rpm_value,blade_60,blade_45,blade_30,blade_15,orientation_heading,orientation_roll,orientation_pitch,temperature_value,magnetometer_mx,magnetometer_my,magnetometer_mz,gyroscope_gx,gyroscope_gy,gyroscope_gz,accelerometer_ax,accelerometer_ay,accelerometer_az,linear_acceleration_lx,linear_acceleration_ly,linear_acceleration_lz,gravity_grx,gravity_gry,gravity_grz,voltage_value,current_value,power_value,servo_value,speed_value,direction_value,pressure_value,humidity_value,altitude_value,alignment_0,alignment_45
2024-11-29 18:40:56.537000+00:00,28.04889757,1,0,0,0,316.5,-1.875,0.75,,-85.75,-9.375,-24.75,0.007,0.017,0.018,-1.17,-0.4,9.37,-0.84,-0.27,-0.42,-0.32,-0.13,9.8,1.5775,-1.25,0,0,6,-1,,,,0,1
2024-11-29 18:40:57.953000+00:00,30.63017056,1,0,0,0,316.5,-1.875,0.75,,-85.75,-9.375,-24.75,0.007,0.017,0.018,-1.17,-0.4,9.37,-0.84,-0.27,-0.42,-0.32,-0.13,9.8,1.5775,-1.25,0,0,6,-1,,,,0,1
2024-11-29 18:40:59.214000+00:00,32.56572073,1,0,0,0,316.5,-1.875,0.75,,-85.75,-9.375,-24.75,0.007,0.017,0.018,-1.17,-0.4,9.37,-0.84,-0.27,-0.42,-0.32,-0.13,9.8,1.5775,-1.25,0,0,6,-1,,,,0,1
2024-11-29 18:41:00.341000+00:00,34.49786808,1,0,0,0,316.5,-1.875,0.75,,-85.75,-9.375,-24.75,0.007,0.017,0.018,-1.17,-0.4,9.37,-0.84,-0.27,-0.42,-0.32,-0.13,9.8,1.5775,-1.25,0,0,6,-1,,,,0,1
2024-11-29 18:41:01.541000+00:00,36.04360877,1,0,0,0,316.5,-1.875,0.75,,-85.75,-9.375,-24.75,0.007,0.017,0.018,-1.17,-0.4,9.37,-0.84,-0.27,-0.42,-0.32,-0.13,9.8,1.5775,-1.25,0,0,6,-1,,,,0,1
2024-11-29 18:41:02.992000+00:00,36.95900799,1,0,0,0,316.5,-1.875,0.75,,-85.75,-9.375,-24.75,0.007,0.017,0.018,-1.17,-0.4,9.37,-0.84,-0.27,-0.42,-0.32,-0.13,9.8,1.5775,-1.25,0,0,6,-1,,,,0,1
2024-11-29 18:41:04.223000+00:00,37.72186743,1,0,0,0,316.5,-1.875,0.75,,-85.75,-9.375,-24.75,0.007,0.017,0.018,-1.17,-0.4,9.37,-0.84,-0.27,-0.42,-0.32,-0.13,9.8,1.5775,-1.25,0,0,6,-1,,,,0,1
2024-11-29 18:41:05.445000+00:00,38.36738987,1,0,0,0,316.5,-1.875,0.75,,-85.75,-9.375,-24.75,0.007,0.017,0.018,-1.17,-0.4,9.37,-0.84,-0.27,-0.42,-0.32,-0.13,9.8,1.5775,-1.25,0,0,6,-1,,,,0,1
2024-11-29 18:41:05.545000+00:00,38.92069483,1,0,0,0,316.5,-1.875,0.75,,-85.75,-9.375,-24.75,0.007,0.017,0.018,-1.17,-0.4,9.37,-0.84,-0.27,-0.42,-0.32,-0.13,9.8,1.5775,-1.25,0,0,6,-1,,,,0,1
2024-11-29 18:41:07.052000+00:00,39.40037846,1,0,0,0,316.5,-1.875,0.75,,-85.75,-9.375,-24.75,0.007,0.017,0.018,-1.17,-0.4,9.37,-0.84,-0.27,-0.42,-0.32,-0.13,9.8,1.5775,-1.25,0,0,6,-1,,,,0,1
