,rpm_value,blade_60,blade_45,blade_30,blade_15,orientation_heading,orientation_roll,orientation_pitch,temperature_value,magnetometer_mx,magnetometer_my,magnetometer_mz,gyroscope_gx,gyroscope_gy,gyroscope_gz,accelerometer_ax,accelerometer_ay,accelerometer_az,linear_acceleration_lx,linear_acceleration_ly,linear_acceleration_lz,gravity_grx,gravity_gry,gravity_grz,voltage_value,current_value,power_value,servo_value,speed_value,direction_value,pressure_value,humidity_value,altitude_value,alignment_0,alignment_45
2024-11-29 18:35:47.578000+00:00,41.29635779,0,0,0,1,320.75,-3.062,1.188,,-123.062,-1,16.188,-0.016,0.033,0.114,-0.07,-0.69,9.4,0.41,-0.49,-0.38,-0.49,-0.2,9.79,1.78625,1.25,0,0,12,-1,,,,0,1
2024-11-29 18:35:48.679000+00:00,42.14801797,0,0,0,1,320.75,-3.062,1.188,,-123.062,-1,16.188,-0.016,0.033,0.114,-0.07,-0.69,9.4,0.41,-0.49,-0.38,-0.49,-0.2,9.79,1.78625,1.25,0,0,12,-1,,,,0,1
2024-11-29 18:35:50.240000+00:00,42.77259731,0,0,0,1,320.75,-3.062,1.188,,-123.062,-1,16.188,-0.016,0.033,0.114,-0.07,-0.69,9.4,0.41,-0.49,-0.38,-0.49,-0.2,9.79,1.78625,1.25,0,0,12,-1,,,,0,1
2024-11-29 18:35:51.238000+00:00,43.39706363,0,0,0,1,320.75,-3.062,1.188,,-123.062,-1,16.188,-0.016,0.033,0.114,-0.07,-0.69,9.4,0.41,-0.49,-0.38,-0.49,-0.2,9.79,1.78625,1.25,0,0,12,-1,,,,0,1
2024-11-29 18:35:52.282000+00:00,43.89664272,0,0,0,1,320.75,-3.062,1.188,,-123.062,-1,16.188,-0.016,0.033,0.114,-0.07,-0.69,9.4,0.41,-0.49,-0.38,-0.49,-0.2,9.79,1.78625,1.25,0,0,12,-1,,,,0,1
2024-11-29 18:35:53.383000+00:00,44.48057818,0,0,0,1,320.75,-3.062,1.188,,-123.062,-1,16.188,-0.016,0.033,0.114,-0.07,-0.69,9.4,0.41,-0.49,-0.38,-0.49,-0.2,9.79,1.78625,1.25,0,0,12,-1,,,,0,1
2024-11-29 18:35:54.584000+00:00,44.83740542,0,0,0,1,320.75,-3.062,1.188,,-123.062,-1,16.188,-0.016,0.033,0.114,-0.07,-0.69,9.4,0.41,-0.49,-0.38,-0.49,-0.2,9.79,1.78625,1.25,0,0,12,-1,,,,0,1
2024-11-29 18:35:56.300000+00:00,45.14470888,0,0,0,1,320.75,-3.062,1.188,,-123.062,-1,16.188,-0.016,0.033,0.114,-0.07,-0.69,9.4,0.41,-0.49,-0.38,-0.49,-0.2,9.79,1.78625,1.25,0,0,12,-1,,,,0,1
2024-11-29 18:35:57.297000+00:00,45.64428484,0,0,0,1,320.75,-3.062,1.188,,-123.062,-1,16.188,-0.016,0.033,0.114,-0.07,-0.69,9.4,0.41,-0.49,-0.38,-0.49,-0.2,9.79,1.78625,1.25,0,0,12,-1,,,,0,1
2024-11-29 18:35:58.387000+00:00,46.07642935,0,0,0,1,320.75,-3.062,1.188,,-123.062,-1,16.188,-0.016,0.033,0.114,-0.07,-0.69,9.4,0.41,-0.49,-0.38,-0.49,-0.2,9.79,1.78625,1.25,0,0,12,-1,,,,0,1
2024-11-29 18:35:59.588000+00:00,46.57579206,0,0,0,1,320.75,-3.062,1.188,,-123.062,-1,16.188,-0.016,0.033,0.114,-0.07,-0.69,9.4,0.41,-0.49,-0.38,-0.49,-0.2,9.79,1.78625,1.25,0,0,12,-1,,,,0,1
2024-11-29 18:36:00.789000+00:00,47.07460703,0,0,0,1,320.75,-3.062,1.188,,-123.062,-1,16.188,-0.016,0.033,0.114,-0.07,-0.69,9.4,0.41,-0.49,-0.38,-0.49,-0.2,9.79,1.78625,1.25,0,0,12,-1,,,,0,1
2024-11-29 18:36:02.357000+00:00,47.38175242,0,0,0,1,320.75,-3.062,1.188,,-123.062,-1,16.188,-0.016,0.033,0.114,-0.07,-0.69,9.4,0.41,-0.49,-0.38,-0.49,-0.2,9.79,1.78625,1.25,0,0,12,-1,,,,0,1
2024-11-29 18:36:03.360000+00:00,47.88064952,0,0,0,1,320.75,-3.062,1.188,,-123.062,-1,16.188,-0.016,0.033,0.114,-0.07,-0.69,9.4,0.41,-0.49,-0.38,-0.49,-0.2,9.79,1.78625,1.25,0,0,12,-1,,,,0,1
2024-11-29 18:36:04.592000+00:00,48.3127486,0,0,0,1,320.75,-3.062,1.188,,-123.062,-1,16.188,-0.016,0.033,0.114,-0.07,-0.69,9.4,0.41,-0.49,-0.38,-0.49,-0.2,9.79,1.78625,1.25,0,0,12,-1,,,,0,1
2024-11-29 18:36:05.893000+00:00,48.74488656,0,0,0,1,320.75,-3.062,1.188,,-123.062,-1,16.188,-0.016,0.033,0.114,-0.07,-0.69,9.4,0.41,-0.49,-0.38,-0.49,-0.2,9.79,1.78625,1.25,0,0,12,-1,,,,0,1
