timestamp,rpm_value,orientation_heading,orientation_roll,orientation_pitch,temperature_temp_c,magnetometer_mx,magnetometer_my,magnetometer_mz,gyroscope_gx,gyroscope_gy,gyroscope_gz,accelerometer_ax,accelerometer_ay,accelerometer_az,linear_acceleration_lx,linear_acceleration_ly,linear_acceleration_lz,gravity_grx,gravity_gry,gravity_grz,voltage_value,current_value,power_value,servo_value,weatherstation_speed,weatherstation_direction,weatherstation_humidity,weatherstation_pressure,weatherstation_altitude
2025-05-05 21:19:24.446774+00:00,58.13124504,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-05 21:19:25.498815+00:00,57.03454119916608,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-05 21:19:26.533720+00:00,57.976712393778115,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-05 21:19:27.572122+00:00,57.78070134956513,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-05 21:19:28.576354+00:00,59.75430423478292,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-05 21:19:29.559400+00:00,61.032278749166636,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-05 21:19:30.598114+00:00,57.769997314179065,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-05 21:19:31.645592+00:00,57.26842320491047,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-05 21:19:32.687303+00:00,57.59797858656694,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-05 21:19:33.789420+00:00,54.441820332948474,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-05 21:19:34.854601+00:00,56.332627622297004,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-05 21:19:35.866936+00:00,59.267671974244784,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-05 21:19:36.910881+00:00,57.47675596417441,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-05 21:19:37.971065+00:00,56.59298238512552,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-05 21:19:39.049979+00:00,55.60642940855169,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-05 21:19:40.093727+00:00,57.48329407207093,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-05 21:19:41.135060+00:00,57.626704758049044,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-05 21:19:42.170840+00:00,57.92497505498262,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-05 21:19:43.205565+00:00,57.98850867379681,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-05 21:19:44.278994+00:00,55.88700645771925,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-05 21:19:45.346245+00:00,56.21975676061489,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-05 21:19:46.361858+00:00,59.07781066422272,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-05 21:19:47.349332+00:00,60.76171178958327,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-05 21:19:48.374674+00:00,58.516367420995024,,,,,,,,,,,,,,,,,,,,,,,,,,,,
