,rpm_value,orientation_heading,orientation_roll,orientation_pitch,temperature_temp_c,magnetometer_mx,magnetometer_my,magnetometer_mz,gyroscope_gx,gyroscope_gy,gyroscope_gz,accelerometer_ax,accelerometer_ay,accelerometer_az,linear_acceleration_lx,linear_acceleration_ly,linear_acceleration_lz,gravity_grx,gravity_gry,gravity_grz,voltage_value,current_value,power_value,weatherstation_speed,weatherstation_direction,weatherstation_humidity,weatherstation_pressure,weatherstation_altitude
2025-04-10 18:03:40.652345+00:00,43.49305266,359.1875,-2.0625,-0.6875,24,-2.875,-13.6875,-29,-0.003333333,0.001111111,-0.038888889,-0.18,0,9.45,0.17,-0.09,-0.34,-0.35,0.1,9.79,1.51,0,0,2.5,30,65.22,1020.85,-48.69
2025-04-10 18:03:42.037949+00:00,43.30156899,359.0625,-2.0625,-0.6875,24,-10.0625,-29,-47.5,-0.013333333,0.002222222,0.008888889,-0.76,-0.02,9.44,-0.4,-0.15,-0.35,-0.36,0.12,9.79,1.43375,2.5,0,2.5,30,65.22,1020.85,-48.69
2025-04-10 18:03:43.423658+00:00,43.30229917,359,-2.0625,-0.6875,24,-19.375,11.1875,-61.1875,-0.003333333,0.01,0.021111111,-0.17,0.05,9.45,-0.05,0.08,-0.33,-0.36,0.11,9.79,1.525,0,0,2.5,30,65.22,1020.85,-48.69
2025-04-10 18:03:44.856935+00:00,41.85980178,359.0625,-2,-0.625,24,-0.1875,1.5,-27.0625,0.001111111,-0.012222222,-0.006666667,-0.18,0.24,9.45,0.16,0.13,-0.34,-0.34,0.11,9.79,1.42625,1.25,0,2.4,30,65.22,1020.85,-48.69
2025-04-10 18:03:46.227431+00:00,43.77969298,359.0625,-1.8125,-0.625,24,-8.875,-28.0625,-46.5,0.006666667,0.022222222,0.005555556,-0.38,0.09,9.43,-0.06,0.17,-0.38,-0.32,0.1,9.8,1.4475,0,0,2.4,30,65.22,1020.85,-48.69
2025-04-10 18:03:47.676546+00:00,41.40456671,359,-2,-0.5625,24,-13.5,14.75,-56,-0.005555556,0.012222222,0.016666667,-0.59,0,9.31,-0.22,-0.07,-0.41,-0.35,0.09,9.79,1.43125,0,0,2.5,30,65.22,1020.85,-48.69
2025-04-10 18:03:49.167730+00:00,40.23636753,358.875,-2,-0.5,24,-3.6875,-20.75,-32.75,0.004444444,0.003333333,0.014444444,-0.33,0.2,9.39,-0.45,0.03,-0.36,-0.34,0.08,9.8,1.42375,1.25,0,2.5,30,65.22,1020.85,-48.69
2025-04-10 18:03:50.628688+00:00,41.06883509,358.9375,-2.125,-0.5625,24,-22.375,-2.25,-69,0.002222222,-0.002222222,0.012222222,-0.5,0.32,9.4,-0.33,-0.07,-0.37,-0.37,0.1,9.79,1.40125,0,0,2.3,30,65.22,1020.85,-48.69
2025-04-10 18:03:52.056949+00:00,42.00923956,358.75,-1.9375,-0.5,24,-1.875,-9.1875,-26,-0.018888889,-0.002222222,0.02,-0.15,0.07,9.39,0.18,-0.01,-0.4,-0.33,0.08,9.8,1.43,0,0,2.3,30,65.22,1020.85,-48.69
2025-04-10 18:03:53.482688+00:00,42.08385257,358.625,-2,-0.5625,24,-6.6875,-25.0625,-41.875,-0.006666667,0.002222222,-0.001111111,-1.01,-0.08,9.41,-0.66,-0.18,-0.38,-0.35,0.09,9.79,1.45,-2.5,0,2.3,30,65.22,1020.85,-48.69
2025-04-10 18:03:54.920039+00:00,41.74856129,358.6875,-1.9375,-0.625,24,-20.5,12.875,-63,-0.011111111,-0.001111111,-0.017777778,-0.13,0.14,9.42,0.2,0.03,-0.37,-0.33,0.1,9.8,1.54625,0,0,2.3,30,65.42,1020.89,-48.69
2025-04-10 18:03:56.352535+00:00,41.88222004,358.6875,-2.0625,-0.625,24,0,5.25,-26.6875,-0.003333333,-0.005555556,-0.025555556,-0.51,-0.04,9.48,-0.24,-0.19,-0.36,-0.35,0.11,9.79,1.445,1.25,0,2.3,30,65.42,1020.89,-48.69
2025-04-10 18:03:57.736274+00:00,43.35737939,358.6875,-1.9375,-0.5625,24,-1.5625,-10.0625,-25.25,-0.008888889,-0.021111111,0.003333333,-0.65,0.19,9.38,-0.31,0.08,-0.41,-0.33,0.1,9.8,1.4925,-1.25,0,2.4,30,65.42,1020.89,-48.69
2025-04-10 18:03:59.098685+00:00,44.03955012,358.625,-1.9375,-0.5625,24,-19.75,10.75,-62.6875,0.018888889,-0.007777778,-0.008888889,-0.4,0.36,9.38,-0.04,0.26,-0.41,-0.35,0.1,9.79,1.44625,0,0,2.4,30,65.42,1020.89,-48.69
2025-04-10 18:04:00.501900+00:00,42.75918456,358.5625,-2,-0.5625,24,1.75,8.6875,-27.5625,0.001111111,-0.014444444,-0.023333333,-0.32,0.25,9.42,0.03,0.15,-0.37,-0.36,0.1,9.79,1.5125,0,0,2.4,30,65.42,1020.89,-48.69
2025-04-10 18:04:01.913606+00:00,42.50203383,358.4375,-2,-0.6875,24,-0.75,-9,-25.5625,-0.014444444,-0.003333333,-0.027777778,-0.25,0.06,9.49,0,-0.05,-0.37,-0.34,0.1,9.8,1.4275,1.25,0,2.3,30,65.42,1020.89,-48.69
2025-04-10 18:04:03.298645+00:00,43.32079283,358.4375,-2,-0.6875,24,-15,17.5625,-56.25,-0.004444444,0.018888889,0.011111111,-0.37,0.39,9.46,-0.01,0.27,-0.33,-0.35,0.12,9.79,1.40375,1.25,0,2.3,30,65.42,1020.89,-48.69
2025-04-10 18:04:04.624048+00:00,45.26937318,358.4375,-2.0625,-0.625,24,1.5625,8.6875,-25.875,-0.001111111,-0.013333333,0.011111111,-0.62,0.19,9.39,-0.27,0.08,-0.4,-0.35,0.11,9.79,1.4375,0,0,2.4,30,65.42,1020.89,-48.69
2025-04-10 18:04:05.948844+00:00,45.28992793,358.375,-2,-0.5625,24,0.375,-5.5,-23.5,0,-0.022222222,0.025555556,-0.41,-0.23,9.37,-0.07,-0.34,-0.42,-0.34,0.1,9.8,1.58125,0,0,2.4,30,65.42,1020.89,-48.69
2025-04-10 18:04:07.275298+00:00,45.23456314,358.4375,-2,-0.5625,24,-26.25,-35.875,-73,0.005555556,-0.001111111,0.016666667,-0.44,0.14,9.46,-0.09,0.04,-0.33,-0.34,0.1,9.8,1.44375,0,0,2.4,30,65.42,1020.89,-48.69
2025-04-10 18:04:08.670593+00:00,42.99944315,358.3125,-2,-0.5625,24,-12.375,-0.5,-49.5,-0.007777778,-0.013333333,-0.004444444,-0.4,-0.1,9.4,0.08,0.15,-0.37,-0.34,0.1,9.8,1.47375,-1.25,0,2.3,30,65.42,1020.89,-48.69
2025-04-10 18:04:10.101013+00:00,41.94615101,358.1875,-1.9375,-0.5625,24,-11.0625,-33.1875,-41.5625,-0.002222222,0.022222222,0.007777778,-0.5,-0.01,9.48,-0.16,-0.12,-0.31,-0.34,0.1,9.79,1.48375,-1.25,0,2.3,30,65.42,1020.89,-48.69
2025-04-10 18:04:11.479964+00:00,43.51244694,358.3125,-1.9375,-0.5625,24,-28.0625,-25.75,-78.5,0.001111111,-0.018888889,-0.041111111,-0.41,0,9.41,0.06,0.02,-0.28,-0.32,0.09,9.8,1.405,-1.25,0,2.3,30,65.42,1020.89,-48.69
2025-04-10 18:04:12.802770+00:00,45.35750783,358.1875,-1.875,-0.5625,24,-14.1875,2.375,-54.875,-0.012222222,-0.008888889,-0.011111111,-0.16,0.06,9.41,0.16,-0.03,-0.38,-0.32,0.09,9.8,1.44625,0,0,2.4,30,65.42,1020.89,-48.69
2025-04-10 18:04:14.126548+00:00,45.32451307,358.25,-1.875,-0.625,24,a,-26.6875,-37.875,0.012222222,0.015555556,0,-0.26,0.09,9.39,0.06,-0.02,-0.41,-0.33,0.11,9.8,1.56375,-1.25,0,2.4,30,65.42,1020.89,-48.69
2025-04-10 18:04:15.458500+00:00,45.04718119,358.1875,-1.875,-0.625,24,-15.6875,-41.0625,-56.375,-0.022222222,-0.028888889,0.068888889,-0.22,0.16,9.41,0,-0.1,-0.31,-0.32,0.11,9.8,1.51,0,0,2.4,30,65.42,1020.89,-48.69
2025-04-10 18:04:16.813354+00:00,44.28456419,358.125,-1.9375,-0.5,24,-24.375,-2.5,-71.5,-0.001111111,0.005555556,0.02,-0.53,0.22,9.48,-0.2,0.12,-0.31,-0.33,0.09,9.8,1.39125,-1.25,0,2.5,30,65.42,1020.89,-48.69
2025-04-10 18:04:18.172646+00:00,44.14152328,358.0625,-2,-0.5,24,-8.5,-24.75,-36.875,-0.005555556,-0.004444444,0.035555556,-0.51,0.3,9.43,-0.16,0.2,-0.36,-0.34,0.09,9.8,1.5575,-1.25,0,2.5,30,65.42,1020.89,-48.69
2025-04-10 18:04:19.558538+00:00,43.29363547,358,-2.0625,-0.625,24,-11.25,-40.6875,-51,-0.007777778,-0.007777778,0.051111111,-0.42,-0.04,9.4,-0.24,-0.06,-0.41,-0.35,0.11,9.79,1.4025,-1.25,0,2.4,30,65.42,1020.89,-48.69
2025-04-10 18:04:20.945197+00:00,43.26892238,358,-2.0625,-0.625,24,-20.5,-0.375,-69.75,0.011111111,0.004444444,0.025555556,-0.29,0.33,9.36,-0.21,0.12,-0.31,-0.36,0.11,9.79,1.38625,0,0,2.4,30,65.42,1020.89,-48.69
2025-04-10 18:04:22.292247+00:00,44.54244819,358.0625,-2.0625,-0.625,24,-5.875,-7.25,-37.875,0,-0.003333333,-0.002222222,-0.36,0.11,9.44,0,0,-0.35,-0.36,0.11,9.79,1.65875,0,0,2.4,30,65.42,1020.89,-48.69
2025-04-10 18:04:23.621750+00:00,45.1292638,357.8125,-2.0625,-0.5625,24,-6.6875,-22.5625,-35.25,-0.005555556,-0.012222222,0.003333333,-0.19,0.06,9.39,0.15,-0.03,-0.4,-0.35,0.09,9.79,1.5925,0,0,2.5,30,65.42,1020.89,-48.69
2025-04-10 18:04:24.945322+00:00,45.33208969,357.8125,-1.9375,-0.5,24,-6.6875,-36,-40.6875,0.004444444,0,-0.027777778,-0.33,-0.06,9.48,0,-0.14,-0.31,-0.33,0.08,9.8,1.5425,-2.5,0,2.5,30,65.42,1020.89,-48.69
2025-04-10 18:04:26.300316+00:00,44.28000587,357.9375,-2.0625,-0.5625,24,-11.6875,3.875,-51.375,-0.007777778,0.008888889,-0.022222222,-0.2,-0.04,9.4,-0.05,-0.05,-0.38,-0.34,0.1,9.8,1.41,-1.25,0,2.5,30,65.42,1020.89,-48.69
