,rpm_value,orientation_heading,orientation_roll,orientation_pitch,temperature_temp_c,magnetometer_mx,magnetometer_my,magnetometer_mz,gyroscope_gx,gyroscope_gy,gyroscope_gz,accelerometer_ax,accelerometer_ay,accelerometer_az,linear_acceleration_lx,linear_acceleration_ly,linear_acceleration_lz,gravity_grx,gravity_gry,gravity_grz,voltage_value,current_value,power_value,weatherstation_speed,weatherstation_direction,weatherstation_humidity,weatherstation_pressure,weatherstation_altitude,low_fan,med_fan,high_fan
2025-04-10 19:30:02.587448+00:00,45.929238619813624,359.375,-1.6875,-0.5,23,-27.6875,-37.25,-74.875,-0.014444444,-0.011111111,,-0.62,0.16,9.39,-0.31,0.06,-0.4,-0.3,0.09,9.8,1.49875,1.25,0,2.3,330,65.36,1020.28,-43.67,1,0,0
2025-04-10 19:30:03.905609+00:00,45.51668380984868,359.375,-1.6875,-0.5625,23,-21.0625,1.5625,-67.1875,-0.001111111,0.016666667,-0.015555556,-0.62,0.16,9.39,-0.31,0.06,-0.4,-0.3,0.09,9.8,1.49875,1.25,0,2.3,330,65.36,1020.28,-43.67,1,0,0
2025-04-10 19:30:05.213722+00:00,45.87072043745728,359.375,-1.8125,-0.5625,23,-8.5,-12.0625,-43.375,0.001111111,-0.004444444,0.001111111,-0.32,0.23,9.39,-0.01,0.13,-0.4,-0.31,0.1,9.8,1.48,-2.5,0,2.3,330,65.36,1020.28,-43.67,1,0,0
2025-04-10 19:30:06.494397+00:00,46.847653589280256,359.3125,-1.8125,-0.5,23,-10.25,-36.5625,-45.75,-0.005555556,-0.044444444,0.017777778,0,-0.1,9.44,0.24,-0.09,-0.44,-0.29,0.1,9.8,1.6225,0,0,2.3,330,65.36,1020.28,-43.67,1,0,0
2025-04-10 19:30:07.712295+00:00,49.268975325009926,359.1875,-1.6875,-0.5625,23,-17.875,-42.75,-62.1875,-0.001111111,0.007777778,-0.001111111,-0.78,0.09,9.37,-0.47,-0.13,-0.3,-0.29,0.1,9.8,1.63375,0,0,2.3,330,65.36,1020.28,-43.67,1,0,0
2025-04-10 19:30:08.933385+00:00,49.13098498884266,359.25,-1.75,-0.625,23,-30.5,-23.6875,-81.875,-0.021111111,-0.002222222,-0.04,-0.51,0.2,9.36,-0.13,0.07,-0.39,-0.3,0.1,9.8,1.55625,0,0,2.3,330,65.36,1020.28,-43.67,1,0,0
2025-04-10 19:30:10.231588+00:00,46.21723279775255,359.1875,-1.6875,-0.625,23,-15.6875,1.5625,-58.0625,-0.001111111,0.015555556,-0.023333333,-0.79,0.12,9.4,-0.49,0.01,-0.39,-0.29,0.1,9.8,1.54625,0,0,2.3,330,65.36,1020.28,-43.67,1,0,0
2025-04-10 19:30:11.539488+00:00,45.87771969038612,359.1875,-1.6875,-0.5625,23,-9,-15.0625,-41.375,0.012222222,0.02,0.001111111,-0.46,0.32,9.48,-0.16,0.21,-0.31,-0.29,0.1,9.8,1.48125,-2.5,0,2.3,330,65.36,1020.28,-43.67,1,0,0
2025-04-10 19:30:12.845149+00:00,45.95279680216257,359.125,-1.8125,-0.5625,23,-12.5,-40.6875,-50.875,-0.002222222,0.011111111,-0.018888889,-0.16,0.27,9.45,0.14,0.17,-0.34,-0.31,0.1,9.8,1.4875,1.25,0,2.3,330,65.36,1020.28,-43.67,1,0,0
2025-04-10 19:30:14.153692+00:00,45.85154824,359.125,-1.9375,-0.625,23,-29,-27.5,-80.6875,0.001111111,-0.022222222,-0.012222222,0,-0.15,9.39,0.33,-0.26,-0.4,-0.33,0.1,9.8,1.61125,2.5,0,2.3,330,65.36,1020.28,-43.67,1,0,0
2025-04-10 19:30:15.447489+00:00,46.37439133876724,359.1875,-1.9375,-0.5625,23,-17.1875,1.75,-62.25,0,0.001111111,0.016666667,-0.41,-0.23,9.43,-0.07,-0.33,-0.36,-0.33,0.09,9.8,1.5725,0,0,2.3,330,65.36,1020.28,-43.67,1,0,0
2025-04-10 19:30:16.754217+00:00,45.92509809746934,359.1875,-1.9375,-0.5,23,-6.75,-13.25,-41.25,-0.004444444,0.02,0.023333333,-0.69,0.42,9.42,-0.35,0.32,-0.37,-0.34,0.09,9.8,1.48,0,0,2.2,330,65.36,1020.28,-43.67,1,0,0
2025-04-10 19:30:18.051460+00:00,46.243169180511146,359.0625,-2.0625,-0.6875,23,-11.6875,-36.25,-47.1875,-0.002222222,-0.01,-0.026666667,-0.37,0.38,9.41,-0.14,0.04,-0.41,-0.35,0.12,9.79,1.505,-1.25,0,2.2,330,65.36,1020.28,-43.67,1,0,0
2025-04-10 19:30:19.372551+00:00,45.416673735061174,359,-1.9375,-0.6875,23,-28.75,-31.5,-78.6875,-0.007777778,0.004444444,-0.038888889,-0.18,0.19,9.36,0.15,0.07,-0.43,-0.33,0.11,9.8,1.48375,1.25,0,2.4,330,65.36,1020.28,-43.67,1,0,0
2025-04-10 19:30:20.769524+00:00,42.95119033965232,359,-1.9375,-0.625,23,-13.1875,0.25,-54.5,-0.014444444,0,-0.023333333,-0.36,0.33,9.41,-0.02,0.22,-0.38,-0.33,0.1,9.8,1.425,-1.25,0,2.4,330,65.36,1020.28,-43.67,1,0,0
2025-04-10 19:30:22.119036+00:00,44.46056777987289,359,-1.8125,-0.5625,23,-7.875,-19.5,-41.875,0.002222222,0.018888889,-0.013333333,0.09,-0.06,9.39,0.23,0.02,-0.35,-0.3,0.09,9.8,1.43,0,0,2.4,330,65.36,1020.28,-43.67,1,0,0
2025-04-10 19:30:23.407943+00:00,46.55146427447021,358.875,-1.9375,-0.6875,23,-15,-41.25,-56.25,-0.011111111,-0.007777778,-0.03,-0.35,-0.11,9.49,0.16,-0.1,-0.3,-0.33,0.11,9.8,1.4125,0,0,2.3,330,65.36,1020.37,-44.49,1,0,0
2025-04-10 19:30:24.666293+00:00,47.680615324102945,358.9375,-1.8125,-0.5625,23,-28.375,-26.25,-80.375,0.032222222,-0.011111111,0.016666667,0.08,-0.06,9.43,0.33,0.19,-0.35,-0.3,0.11,9.8,1.54125,-1.25,0,2.3,330,65.36,1020.37,-44.49,1,0,0
2025-04-10 19:30:25.934003+00:00,47.329357534177014,358.875,-1.75,-0.5625,23,-18.0625,2.875,-62.6875,0.021111111,0.002222222,-0.005555556,-0.1,0.18,9.39,0.2,0.08,-0.4,-0.3,0.1,9.8,1.5325,1.25,0,2.3,330,65.36,1020.37,-44.49,1,0,0
2025-04-10 19:30:27.195006+00:00,47.58233137659411,358.8125,-2.0625,-0.5,23,-6.1875,-8.25,-43.25,-0.013333333,-0.041111111,-0.006666667,-0.27,-0.05,9.43,0.24,-0.28,-0.38,-0.34,0.08,9.8,1.44125,0,0,2.3,330,65.36,1020.37,-44.49,1,0,0
2025-04-10 19:30:28.478086+00:00,46.76232638905019,358.75,-2.0625,-0.5,23,-9.5625,-21.375,-39.75,0.005555556,0.011111111,-0.02,-0.38,0.01,9.41,-0.03,-0.06,-0.38,-0.34,0.07,9.8,1.54125,-3.75,0,2.2,330,65.36,1020.37,-44.49,1,0,0
2025-04-10 19:30:29.742724+00:00,47.443523506539414,358.75,-2,-0.625,23,-19.6875,-42.5,-65.875,-0.028888889,-0.001111111,0.018888889,-0.62,0.09,9.4,-0.27,-0.01,-0.39,-0.34,0.1,9.79,1.4225,0,0,2.2,330,65.36,1020.37,-44.49,1,0,0
2025-04-10 19:30:31.002408+00:00,47.63106204421699,358.6875,-2.0625,-0.5625,23,-28.6875,-11.75,-81.1875,-0.01,-0.02,-0.015555556,-0.28,0.29,9.43,0.17,-0.16,-0.38,-0.35,0.1,9.79,1.49625,1.25,0,2.1,330,65.36,1020.37,-44.49,1,0,0
2025-04-10 19:30:32.269703+00:00,47.34545643363519,358.6875,-1.9375,-0.5,23,-12.25,0.6875,-54.0625,0.016666667,0.001111111,0.028888889,-0.42,0.4,9.39,-0.03,0.12,-0.36,-0.33,0.1,9.8,1.45375,0,0,2.1,330,65.36,1020.37,-44.49,1,0,0
2025-04-10 19:30:33.527693+00:00,47.69381742346971,358.6875,-1.875,-0.5625,23,-7.25,-13.5625,-40.25,-0.002222222,-0.016666667,0.017777778,-0.49,0.26,9.38,-0.1,0.3,-0.31,-0.32,0.1,9.8,1.54125,-1.25,0,2.1,330,65.36,1020.37,-44.49,1,0,0
2025-04-10 19:30:34.780193+00:00,47.90605884723502,358.5625,-1.8125,-0.5625,23,-11.75,-34.6875,-46.25,-0.004444444,-0.004444444,-0.004444444,-0.67,0.14,9.43,-0.35,0.04,-0.36,-0.31,0.1,9.8,1.57125,0,0,2.2,330,65.36,1020.37,-44.49,1,0,0
2025-04-10 19:30:36.084780+00:00,45.99205815442737,358.625,-1.8125,-0.5625,23,-24.25,-38.0625,-72.5625,0.004444444,0.008888889,0.011111111,-0.52,0.24,9.51,-0.2,0.15,-0.28,-0.31,0.09,9.8,1.55125,0,0,2.2,330,65.36,1020.37,-44.49,1,0,0
