,rpm_value,orientation_heading,orientation_roll,orientation_pitch,temperature_temp_c,magnetometer_mx,magnetometer_my,magnetometer_mz,gyroscope_gx,gyroscope_gy,gyroscope_gz,accelerometer_ax,accelerometer_ay,accelerometer_az,linear_acceleration_lx,linear_acceleration_ly,linear_acceleration_lz,gravity_grx,gravity_gry,gravity_grz,voltage_value,current_value,power_value,weatherstation_speed,weatherstation_direction,weatherstation_humidity,weatherstation_pressure,weatherstation_altitude,low_fan,med_fan,high_fan
2025-04-10 19:30:37.399370+00:00,45.64044882688029,358.625,-1.75,-0.5,23,-22.5,2.0625,-69.5625,-0.016666667,0.011111111,0.007777778,-0.7,0,9.39,-0.39,-0.08,-0.41,-0.3,0.08,9.8,1.465,0,0,2.3,330,65.36,1020.37,-44.49,1,0,0
2025-04-10 19:30:38.707091+00:00,45.88187676894231,358.5,-1.8125,-0.5625,23,-8.25,-7.1875,-43.1875,-0.016666667,-0.008888889,0.014444444,-0.47,-0.06,9.44,-0.15,-0.16,-0.35,-0.31,0.09,9.8,1.5125,-1.25,0,2.3,330,65.36,1020.37,-44.49,1,0,0
2025-04-10 19:30:40.029563+00:00,45.369037497593254,358.4375,-1.8125,-0.5625,23,-13.875,-34.5625,-44,0.002222222,-0.003333333,-0.03,-0.6,0,9.54,0.11,0.11,-0.39,-0.31,0.1,9.8,1.4375,0,0,2.2,330,65.36,1020.37,-44.49,1,0,0
2025-04-10 19:30:41.305948+00:00,47.00724838683467,358.5625,-1.8125,-0.5625,23,-26,-36,-73.1875,0.007777778,-0.014444444,-0.015555556,-0.28,-0.22,9.48,0.03,-0.32,-0.31,-0.31,0.1,9.8,1.55125,0,0,2.2,330,65.36,1020.37,-44.49,1,0,0
2025-04-10 19:30:42.609617+00:00,46.02467712455499,358.4375,-1.9375,-0.5625,23,-22.875,2.25,-68.875,-0.012222222,-0.02,-0.008888889,-0.51,0.13,9.36,-0.13,-0.01,-0.41,-0.33,0.1,9.8,1.49375,0,0,2.3,330,65.36,1020.37,-44.49,1,0,0
2025-04-10 19:30:43.918174+00:00,45.85126420723182,358.5,-1.875,-0.5625,23,-9.25,-11.1875,-39.0625,-0.011111111,-0.006666667,-0.005555556,-0.46,-0.22,9.42,-0.06,0.03,-0.4,-0.32,0.09,9.8,1.54125,0,0,2.3,330,65.36,1020.37,-44.49,1,0,0
2025-04-10 19:30:45.196674+00:00,46.93033446535576,358.4375,-1.8125,-0.5,23,-14.0625,-33.75,-44,-0.015555556,-0.002222222,-0.058888889,-0.1,-0.07,9.4,0.2,-0.16,-0.39,-0.32,0.09,9.8,1.49,0,0,2.3,330,65.36,1020.37,-44.49,1,0,0
2025-04-10 19:30:46.501169+00:00,45.994848891809916,358.4375,-1.8125,-0.5625,23,-29.0625,-35.0625,-70.875,-0.005555556,-0.006666667,-0.035555556,0.03,0.1,9.45,0.29,0.13,-0.41,-0.31,0.09,9.8,1.34,0,0,2.3,330,65.36,1020.37,-44.49,1,0,0
2025-04-10 19:30:47.834463+00:00,45.00094415738245,358.4375,-1.9375,-0.625,23,-17.75,5.5625,-58.6875,-0.013333333,-0.016666667,0.002222222,-0.41,0.11,9.41,-0.07,0,-0.38,-0.33,0.1,9.8,1.44,-2.5,0,2.3,330,65.36,1020.37,-44.49,1,0,0
2025-04-10 19:30:49.174094+00:00,44.789119830509925,358.375,-1.9375,-0.5625,23,-9.375,-14.0625,-39.75,-0.004444444,-0.023333333,0.044444444,-0.33,0,9.54,0,-0.1,-0.25,-0.32,0.1,9.8,1.45125,0,0,2.3,330,65.36,1020.37,-44.49,1,0,0
2025-04-10 19:30:50.529999+00:00,44.25035685737627,358.3125,-1.875,-0.5,23,-18.375,-40.5,-57.1875,0.006666667,-0.023333333,0.044444444,-0.22,0.1,9.44,0.34,0,-0.34,-0.32,0.09,9.8,1.49625,-1.25,0,2.4,330,65.36,1020.37,-44.49,1,0,0
2025-04-10 19:30:51.912740+00:00,43.39161856214213,358.3125,-1.875,-0.375,23,-26.5,-2,-78.1875,0.012222222,-0.012222222,0.026666667,-0.48,0.09,9.42,-0.05,0.34,-0.32,-0.32,0.07,9.8,1.42125,-1.25,0,2.3,330,65.36,1020.37,-44.49,1,0,0
2025-04-10 19:30:53.306956+00:00,43.036187862499396,358.375,-1.9375,-0.5,23,-8.375,-11.0625,-41.1875,-0.007777778,-0.006666667,0.006666667,-0.59,0.2,9.42,-0.15,-0.17,-0.32,-0.33,0.1,9.8,1.365,-1.25,0,2.3,330,65.34,1020.35,-44.18,1,0,0
2025-04-10 19:30:54.724254+00:00,42.33427217631744,358.25,-1.9375,-0.625,23,-21.375,-40.1875,-63.5,-0.006666667,0.032222222,-0.008888889,-0.47,0.11,9.4,-0.42,-0.11,-0.4,-0.34,0.1,9.79,1.4625,0,0,2.4,330,65.34,1020.35,-44.18,1,0,0
2025-04-10 19:30:56.110534+00:00,43.279533638524455,358.25,-2.1875,-0.625,23,-22.5625,0.6875,-71.375,0.015555556,0,-0.003333333,-0.29,0.22,9.44,0.07,0.1,-0.35,-0.37,0.11,9.79,1.34375,0,0,2.4,330,65.34,1020.35,-44.18,1,0,0
2025-04-10 19:30:57.485761+00:00,43.63060641003036,358.25,-2.125,-0.6875,23,-7.75,-10.1875,-41.0625,-0.016666667,0.016666667,0.01,-0.48,0.2,9.37,-0.12,0.08,-0.42,-0.37,0.12,9.79,1.37375,-2.5,0,2.4,330,65.34,1020.35,-44.18,1,0,0
2025-04-10 19:30:58.878114+00:00,43.093935367206875,358.1875,-1.9375,-0.5625,23,-15.75,-40.875,-55.6875,-0.017777778,0.007777778,0.003333333,-0.48,0.03,9.42,-0.14,-0.06,-0.37,-0.34,0.09,9.8,1.45625,0,0,2.3,330,65.34,1020.35,-44.18,1,0,0
2025-04-10 19:31:00.203957+00:00,45.25214861998502,358.1875,-1.9375,-0.5625,23,-26.25,-4.0625,-78.5,-0.023333333,-0.005555556,-0.017777778,-0.22,-0.21,9.49,0.11,-0.31,-0.3,-0.33,0.09,9.8,1.42125,0,0,2.3,330,65.34,1020.35,-44.18,1,0,0
2025-04-10 19:31:01.487191+00:00,46.757956117148765,358.125,-1.875,-0.5,23,-10.1875,0.5,-48.6875,0.002222222,0.012222222,0.035555556,-0.62,0.35,9.41,-0.29,0.26,-0.38,-0.33,0.09,9.8,1.4725,-2.5,0,2.2,330,65.34,1020.35,-44.18,1,0,0
