,rpm_value,orientation_heading,orientation_roll,orientation_pitch,temperature_temp_c,magnetometer_mx,magnetometer_my,magnetometer_mz,gyroscope_gx,gyroscope_gy,gyroscope_gz,accelerometer_ax,accelerometer_ay,accelerometer_az,linear_acceleration_lx,linear_acceleration_ly,linear_acceleration_lz,gravity_grx,gravity_gry,gravity_grz,voltage_value,current_value,power_value,weatherstation_speed,weatherstation_direction,weatherstation_humidity,weatherstation_pressure,weatherstation_altitude,low_fan,med_fan,high_fan
2025-04-10 19:11:23.571225+00:00,0,2,-4.0625,-0.5,23,-11.6875,-18.75,-44.5,0.018888889,-0.001111111,0.001111111,-0.42,0.37,9.45,-0.12,0.32,-0.33,-0.69,0.09,9.78,0.17375,0,0,5.4,180,64.96,1020.47,-44.97,0,0,1
2025-04-10 19:11:33.590385+00:00,0,3,-4,-0.375,23,-11.875,-19.5,-42.75,-0.003333333,0.015555556,0.006666667,-0.3,-0.12,9.48,0.38,-0.19,-0.3,-0.69,0.07,9.78,0.10625,0,0,5.1,180,64.96,1020.47,-44.97,0,0,1
2025-04-10 19:11:43.593945+00:00,0,4,-4.0625,-0.375,23,-11.75,-20.5,-43,-0.007777778,0.015555556,0.011111111,-0.36,0.75,9.43,0.21,0.04,-0.3,-0.69,0.08,9.78,0.1525,0,0,5,180,64.96,1020.47,-44.97,0,0,1
2025-04-10 19:11:53.612176+00:00,0,4.875,-4,-0.4375,23,-13,-20.25,-42.6875,0.008888889,-0.001111111,0.005555556,-0.88,0.24,9.3,0.45,-0.3,-0.31,-0.68,0.08,9.78,0.1125,0,0,5.2,180,64.93,1020.44,-45.34,0,0,1
2025-04-10 19:12:03.629730+00:00,0,5.875,-4.125,-0.4375,23,-11.6875,-19.375,-42.25,0.001111111,-0.025555556,0.021111111,-0.85,-0.23,9.29,-0.15,-0.31,-0.48,-0.7,0.08,9.78,0.11625,-1.25,0,5.4,180,64.93,1020.44,-45.34,0,0,1
2025-04-10 19:12:13.644713+00:00,0,6.5625,-3.9375,-0.3125,23,-12.5,-20,-42.1875,-0.001111111,0.014444444,0.034444444,-0.68,-0.13,9.47,-0.11,-0.1,-0.43,-0.68,0.05,9.78,0.18375,-1.25,0,5.3,180,64.93,1020.44,-45.34,0,0,1
