timestamp,rpm_value,orientation_heading,orientation_roll,orientation_pitch,temperature_temp_c,magnetometer_mx,magnetometer_my,magnetometer_mz,gyroscope_gx,gyroscope_gy,gyroscope_gz,accelerometer_ax,accelerometer_ay,accelerometer_az,linear_acceleration_lx,linear_acceleration_ly,linear_acceleration_lz,gravity_grx,gravity_gry,gravity_grz,voltage_value,current_value,power_value,weatherstation_speed,weatherstation_direction,weatherstation_humidity,weatherstation_pressure,weatherstation_altitude,low_fan,med_fan,high_fan
2025-04-10 18:53:52.073946+00:00,0,341.0625,-2.3125,-1.5,23,-13.0625,-16.5,-42.375,-0.004444444,-0.002222222,0,0.06,0.27,9.44,-0.08,-0.46,-0.42,-0.08,-0.46,-0.42,0.175,-1.25,0,3.7,60,65.3,1020.49,-45.45,1,0,0
2025-04-10 18:54:02.078595+00:00,0,340.875,-2.375,-1.5,23,-11.25,-17.5,-43.5625,-0.003333333,-0.002222222,0.018888889,-0.37,0.34,9.45,0.02,0.07,-0.34,0.02,0.07,-0.34,0.16125,0,0,3.6,60,65.3,1020.49,-45.45,1,0,0
2025-04-10 18:54:12.097447+00:00,0,340.6875,-2.3125,-1.4375,23,-12,-17.5625,-43.5,0.005555556,0.022222222,0.034444444,-0.52,0.29,9.39,-0.13,0.22,-0.35,-0.13,0.22,-0.35,0.15875,0,0,3.7,60,65.3,1020.49,-45.45,1,0,0
2025-04-10 18:54:22.112162+00:00,0,340.5625,-2.3125,-1.5,23,-10.6875,-16.5,-42.375,0.001111111,0.005555556,0.006666667,-0.33,0.47,9.49,0.05,0.21,-0.3,0.05,0.21,-0.3,0.1575,0,0,3.6,60,65.3,1020.49,-45.45,1,0,0
2025-04-10 18:54:32.129231+00:00,0,340.3125,-2.3125,-1.5,23,-12.1875,-16.1875,-43.1875,-0.004444444,0.005555556,-0.026666667,-0.18,0.23,9.39,0.21,-0.02,-0.4,0.21,-0.02,-0.4,0.1775,-2.5,0,3.6,60,65.27,1020.51,-45.35,1,0,0
2025-04-10 18:54:42.144356+00:00,0,340.25,-2.375,-1.5,23,-11.75,-16.875,-42.0625,0.01,0.006666667,0.023333333,-0.39,0.3,9.44,0.02,0.04,-0.35,0.02,0.04,-0.35,0.05875,0,0,3.7,60,65.27,1020.51,-45.35,1,0,0
