,rpm_value,orientation_heading,orientation_roll,orientation_pitch,temperature_temp_c,magnetometer_mx,magnetometer_my,magnetometer_mz,gyroscope_gx,gyroscope_gy,gyroscope_gz,accelerometer_ax,accelerometer_ay,accelerometer_az,linear_acceleration_lx,linear_acceleration_ly,linear_acceleration_lz,gravity_grx,gravity_gry,gravity_grz,voltage_value,current_value,power_value,weatherstation_speed,weatherstation_direction,weatherstation_humidity,weatherstation_pressure,weatherstation_altitude,low_fan,med_fan,high_fan
2025-04-10 18:39:11.182578+00:00,36.89298657455914,357.1875,-1.75,-0.875,23,-29.375,-6.6875,-75.5,-0.007777778,0.002222222,-0.034444444,-0.59,0.17,9.28,-0.28,0.02,-0.51,-0.31,0.14,9.8,1.30125,-1.25,0,4.3,45,65.35,1020.52,-46.02,0,1,0
2025-04-10 18:39:12.787200+00:00,37.39187541937259,357.0625,-1.6875,-0.75,23,-12.25,-39,-44.5,-0.002222222,-0.002222222,-0.008888889,-0.38,0.27,9.3,-0.04,0.12,-0.49,-0.33,0.15,9.79,1.1975,0,0,4.3,45,65.35,1020.52,-46.02,0,1,0
2025-04-10 18:39:14.402796+00:00,37.137376789552704,357.1875,-1.8125,-0.8125,23,-8.5,-14.1875,-35.375,-0.016666667,-0.024444444,0.027777777777777776,-0.48,0.4,9.36,-0.11,0.2,-0.38,-0.31,0.16,9.8,1.27125,1.25,0,4.3,45,65.35,1020.52,-46.02,0,1,0
2025-04-10 18:39:16.012952+00:00,37.26620019668328,357.1875,-1.9375,-0.875,24,-24.1875,4.5,-65.875,-0.015555556,-0.02,0.013333333333333334,-0.66,0.45,9.39,-0.35,0.28,-0.4,-0.3,0.16,9.8,1.42375,0,0,4.3,45,65.35,1020.52,-46.02,0,1,0
2025-04-10 18:39:17.576538+00:00,38.37418338401183,357.125,-1.8125,-0.9375,23,-9,-13.6875,-33.75,-0.012222222,-0.034444444,0.004444444,-0.32,0.22,9.38,-0.03,0.06,-0.42,-0.28,0.16,9.8,1.2437500000000001,0,0,4.3,45,65.35,1020.52,-46.02,0,1,0
2025-04-10 18:39:19.172634+00:00,37.58761855245582,357.1875,-1.8125,-0.9375,23,-22,6.75,-65.5625,-0.013333333,-0.026666667,-0.003333333,-0.03,0.19,9.49,0.24,0.04,-0.31,-0.28,0.14,9.8,1.295,-1.25,0,4.3,45,65.35,1020.52,-46.02,0,1,0
2025-04-10 18:39:20.743188+00:00,38.20424521570688,357.125,-1.6875,-0.9375,23,-6.875,-16.375,-34,-0.001111111,-0.017777778,-0.021111111,-0.22,-0.11,9.5,0.09,-0.27,-0.29,-0.31,0.15,9.8,1.2,-1.25,0,4.1,45,65.35,1020.52,-46.02,0,1,0
2025-04-10 18:39:22.321006+00:00,38.02897723761053,357.1875,-1.6875,-0.8125,23,-15.875,10.5,-57,-0.015555556,-0.017777778,-0.008888889,-0.42,0.38,9.39,-0.1,0.21,-0.4,-0.31,0.17,9.79,1.295,-2.5,0,4.1,45,65.35,1020.52,-46.02,0,1,0
2025-04-10 18:39:23.938782+00:00,37.08605274078545,357.125,-1.8125,-0.9375,23,-12.5625,-33.25,-53.875,-0.006666667,-0.02,0.007777778,-0.4,0.25,9.56,-0.43,0.34,-0.33,-0.32,0.17,9.79,1.29,0,0,4.1,45,65.35,1020.52,-46.02,0,1,0
2025-04-10 18:39:25.505438+00:00,38.29841592954966,357.0625,-1.875,-1,23,-13.25,14.0625,-53,-0.003333333,-0.002222222,0.058888888888888886,-0.76,0.52,9.46,0.04,-0.03,-0.37,-0.34,0.19,9.79,1.345,1.25,0,4.2,45,65.35,1020.52,-46.02,0,1,0
2025-04-10 18:39:27.100984+00:00,37.606530664943584,357.1875,-1.8125,-1,23,-7.6875,-11.25,-33.25,-0.006666667,-0.004444444,-0.042222222,-0.08,0.22,9.47,0.27,0.02,-0.33,-0.34,0.17,9.79,1.4775,0,0,4.2,45,65.35,1020.52,-46.02,0,1,0
2025-04-10 18:39:28.686221+00:00,37.84651436218041,356.9375,-1.9375,-1.125,23,-18.25,-27.6875,-63.5,0.002222222,-0.016666667,0.001111111,-0.05,0.19,9.46,-0.12,0.05,-0.39,-0.32,0.17,9.79,1.33,-1.25,0,3.9,45,65.35,1020.52,-46.02,0,1,0
2025-04-10 18:39:30.316154+00:00,36.810777152233655,356.9375,-1.875,-1,24,-4.75,-14.5,-35.1875,-0.002222222,0.002222222,-0.064444444,-0.45,0.22,9.39,-0.24,0.05,-0.34,-0.33,0.17,9.79,1.34,-1.25,0,3.9,45,65.35,1020.52,-46.02,0,1,0
2025-04-10 18:39:31.943009+00:00,36.88415662,356.8125,-1.9375,-1,23,-17.5,-24.875,-66.0625,-0.007777778,-0.001111111,0.01,-0.51,0.26,9.46,0.02,-0.12,-0.33,-0.33,0.16,9.79,1.455,-2.5,0,4,45,65.35,1020.52,-46.02,0,1,0
2025-04-10 18:39:33.456913+00:00,39.629945746624834,356.8125,-1.9375,-1,23,-2.875,-4.875,-33.0625,-0.001111111,-0.018888889,0.002222222,-0.31,0.04,9.46,-0.22,-0.22,-0.32,-0.34,0.17,9.79,1.5025,0,0,3.9,45,65.35,1020.52,-46.02,0,1,0
2025-04-10 18:39:34.938401+00:00,40.49922898687491,356.875,-1.9375,-0.875,23,-6.6875,-25,-43.1875,-0.006666667,-0.021111111,0.11555555555555555,-0.17,0.96,9.45,0.23,0,-0.41,-0.29,0.15,9.8,1.375,0,0,3.9,45,65.31,1020.57,-46.03,0,1,0
2025-04-10 18:39:36.426850+00:00,40.310672744117866,356.875,-2,-0.9375,23,-2.75,3.1875,-31.875,-0.006666667,-0.018888889,0.046666667,-0.07,0.15,9.38,-0.01,-0.21,-0.35,-0.31,0.16,9.8,1.3025,-1.25,0,4,45,65.31,1020.57,-46.03,0,1,0
2025-04-10 18:39:37.903779+00:00,40.62477289,356.9375,-1.75,-0.875,23,-5.875,-20.6875,-39.25,-0.008888889,-0.012222222,0.037777778,-0.35,-0.14,9.35,-0.05,-0.28,-0.44,-0.29,0.16,9.8,1.4225,1.25,0,4,45,65.31,1020.57,-46.03,0,1,0
2025-04-10 18:39:39.468803+00:00,38.338078527646616,356.8125,-1.8125,-0.9375,23,-20.1875,18.6875,-61.75,-0.011111111,-0.035555556,0.084444444,-0.47,0.36,9.44,-0.14,0.2,-0.35,-0.3,0.14,9.8,1.26375,-1.25,0,4,45,65.31,1020.57,-46.03,0,1,0
2025-04-10 18:39:41.131336+00:00,36.08967384,356.6875,-1.8125,-0.8125,23,-3.875,-0.5625,-31,0.006666667,-0.026666667,0.007777778,-0.31,0.04,9.43,0,-0.37,-0.5,-0.33,0.16,9.79,1.2750000000000001,1.25,0,4,45,65.31,1020.57,-46.03,0,1,0
2025-04-10 18:39:42.785913+00:00,36.26288774550497,356.625,-1.9375,-0.9375,23,-7.1875,21,-43.0625,-0.007777778,-0.028888889,-0.032222222,-0.64,0.22,9.37,-0.31,0.06,-0.42,-0.31,0.16,9.8,1.24875,2.5,0,3.9,45,65.31,1020.57,-46.03,0,1,0
2025-04-10 18:39:44.419558+00:00,36.72735737,356.625,-1.875,-0.875,23,-21.1875,-12.1875,-69.75,0.005555556,0.012222222222222223,0.057777777777777775,-0.55,0.18,9.53,-0.24,0.02,-0.26,-0.32,0.15,9.79,1.21875,1.25,0,4,45,65.31,1020.57,-46.03,0,1,0
2025-04-10 18:39:46.058331+00:00,36.61399506494716,356.5625,-1.875,-0.875,23,-3.1875,12.25,-33.5625,0,0.013333333333333334,0.052222222222222225,0.05,-0.33,9.44,0.36,-0.48,-0.35,-0.3,0.15,9.8,1.37125,1.25,0,3.9,45,65.31,1020.57,-46.03,0,1,0
