,rpm_value,orientation_heading,orientation_roll,orientation_pitch,temperature_temp_c,magnetometer_mx,magnetometer_my,magnetometer_mz,gyroscope_gx,gyroscope_gy,gyroscope_gz,accelerometer_ax,accelerometer_ay,accelerometer_az,linear_acceleration_lx,linear_acceleration_ly,linear_acceleration_lz,gravity_grx,gravity_gry,gravity_grz,voltage_value,current_value,power_value,weatherstation_speed,weatherstation_direction,weatherstation_humidity,weatherstation_pressure,weatherstation_altitude,low_fan,med_fan,high_fan
2025-04-10 18:38:47.812251+00:00,38.847676555866805,357.8125,-2.1875,-1,24,-9.1875,-10.375,-41.375,-0.007777778,-0.016666667,0.033333333,-0.12,0.48,9.48,0.2,0.31,-0.31,-0.33,0.17,9.79,1.2825,1.25,0,4.1,45,65.35,1020.62,-47.06,0,1,0
2025-04-10 18:38:49.316322+00:00,39.889887543207344,357.875,-1.9375,-1,24,-15.75,-32.25,-60.1875,-0.005555556,-0.035555556,0.066666667,-0.23,0.3,9.46,0.08,0.11,-0.33,-0.32,0.18,9.79,1.4212500000000001,0,0,4.1,45,65.35,1020.62,-47.06,0,1,0
2025-04-10 18:38:50.877816+00:00,38.424654490987336,357.875,-1.9375,-1.0625,23,-13.1875,10.25,-53.25,0.001111111,-0.017777778,0.044444444444444446,-0.42,0,9.35,-0.29,0,-0.38,-0.35,0.16,9.79,1.2175,0,0,4.1,45,65.35,1020.62,-47.06,0,1,0
2025-04-10 18:38:52.546254+00:00,35.960912275537446,357.8125,-2.0625,-0.9375,24,-30,-5.5,-82.75,0.005555556,0.021111111111111112,-0.028888889,-0.22,0.31,9.4,-0.06,0.29,-0.46,-0.3,0.15,9.8,1.21,0,0,4.1,45,65.35,1020.52,-46.02,0,1,0
2025-04-10 18:38:54.265021+00:00,34.91119750573106,357.6875,-2,-0.9375,23,-7.1875,-5.875,-41,0.005555556,0.025555555555555557,0.016666666666666666,-0.68,0.49,9.41,-0.39,0.11,-0.3,-0.31,0.17,9.8,1.08625,0,0,4,45,65.35,1020.52,-46.02,0,1,0
2025-04-10 18:38:56.001018+00:00,34.562206019711006,357.625,-1.75,-0.875,24,-14.6875,13.75,-58.5,-0.008888889,0.018888889,0.02,-0.52,0.43,9.4,-0.18,0.25,-0.39,-0.33,0.17,9.79,1.22125,-1.25,0,4,45,65.35,1020.52,-46.02,0,1,0
2025-04-10 18:38:57.738912+00:00,34.524491968808384,357.5,-1.8125,-1,23,-27.875,-13.5,-82.25,-0.002222222,0.007777778,-0.016666667,-0.15,-0.03,9.45,0.17,-0.2,-0.34,-0.33,0.16,9.79,1.2225,1.25,0,4,45,65.35,1020.52,-46.02,0,1,0
2025-04-10 18:38:59.462454+00:00,34.812543393213375,357.4375,-1.875,-1,24,-7.5,2.25,-42,-0.006666667,0,-0.077777778,-0.64,0.43,9.27,-0.4,0.28,-0.35,-0.32,0.15,9.8,1.1475,0,0,4,45,65.35,1020.52,-46.02,0,1,0
2025-04-10 18:39:01.136844+00:00,35.83362748742945,357.375,-1.875,-0.9375,23,-18.375,16.1875,-69.375,0.007777778,0.028888888888888888,0.06,-0.49,0.46,9.49,-0.14,0.27,-0.3,-0.34,0.18,9.79,1.25375,-1.25,0,4.1,45,65.35,1020.52,-46.02,0,1,0
2025-04-10 18:39:02.807986+00:00,35.90338460888777,357.1875,-1.8125,-0.875,23,-18.6875,-25.5625,-69.875,-0.002222222,-0.017777778,0.043333333333333335,-0.38,0.03,9.47,-0.05,-0.14,-0.32,-0.32,0.17,9.79,1.29375,1.25,0,4.1,45,65.35,1020.52,-46.02,0,1,0
2025-04-10 18:39:04.503302+00:00,35.390127342629484,357.5,-2,-1.0625,23,-13.75,-6.6875,-48.375,-0.01,-0.007777778,0.013333333333333334,-0.28,0.22,9.44,0.05,0.05,-0.35,-0.33,0.17,9.79,1.29875,1.25,0,4.1,45,65.35,1020.52,-46.02,0,1,0
2025-04-10 18:39:06.193751+00:00,35.49385404513728,357.375,-1.875,-1,23,-31.0625,-18.5,-80.1875,0.01,0.001111111,-0.007777778,-0.17,-0.09,9.52,0.14,-0.26,-0.27,-0.32,0.16,9.79,1.27125,-1.25,0,4.1,45,65.35,1020.52,-46.02,0,1,0
2025-04-10 18:39:07.892050+00:00,35.32831869662496,357.375,-1.9375,-0.9375,24,-11,-13.75,-37.1875,0.002222222,0.023333333333333334,-0.047777778,-0.21,0.61,9.54,0.25,-0.26,-0.23,-0.3,0.15,9.8,1.215,2.5,0,4.1,45,65.35,1020.52,-46.02,0,1,0
2025-04-10 18:39:09.556214+00:00,36.05440089261269,357.1875,-1.8125,-0.9375,23,-13.1875,-36.0625,-40.5625,0.008888889,0.01,0.034444444444444444,0.24,0.13,9.44,0.18,-0.34,-0.43,-0.29,0.13,9.8,1.41875,0,0,4.1,45,65.35,1020.52,-46.02,0,1,0
