,rpm_value,orientation_heading,orientation_roll,orientation_pitch,temperature_temp_c,magnetometer_mx,magnetometer_my,magnetometer_mz,gyroscope_gx,gyroscope_gy,gyroscope_gz,accelerometer_ax,accelerometer_ay,accelerometer_az,linear_acceleration_lx,linear_acceleration_ly,linear_acceleration_lz,gravity_grx,gravity_gry,gravity_grz,voltage_value,current_value,power_value,weatherstation_speed,weatherstation_direction,weatherstation_humidity,weatherstation_pressure,weatherstation_altitude
2025-04-10 19:40:17.096697+00:00,58.00827786634261,4,-2.5,-0.9375,23,-27.1875,6.0625,-60.75,0.008888889,0.017777778,0.048888889,-0.49,0,9.5,-0.06,-0.17,-0.29,-0.43,0.15,9.79,1.77875,1.25,0,3.3,315,66.03,1020.21,-43.29
2025-04-10 19:40:18.136630+00:00,57.69410858471231,4.0625,-2.375,-0.875,23,-30.1875,5.75,-63.75,0.022222222,0.008888889,-0.008888889,-0.04,0.59,9.35,0.36,0.43,-0.44,-0.4,0.16,9.79,1.8775,1.25,0,3.3,315,66.03,1020.21,-43.29
2025-04-10 19:40:19.162880+00:00,58.46934067144257,4.125,-2.3125,-0.875,23,-33.375,3.75,-68.375,-0.014444444,0.004444444,0.004444444,-0.2,0.35,9.36,0.19,0.2,-0.43,-0.4,0.15,9.79,1.86125,0,0,3.2,315,66.03,1020.21,-43.29
2025-04-10 19:40:20.187109+00:00,58.582992143874094,4.1875,-2.1875,-0.9375,23,-35.0625,1.6875,-72.5,0.003333333,0.008888889,-0.011111111,-0.26,0.48,9.41,0.04,0.33,-0.46,-0.37,0.16,9.79,1.80375,2.5,0,3.2,315,66.03,1020.21,-43.29
2025-04-10 19:40:21.202879+00:00,59.06517892537048,4.25,-2.3125,-0.875,23,-33.875,4.375,-68.5625,-0.013333333,-0.01,-0.013333333,-0.26,-0.17,9.48,0.13,-0.32,-0.31,-0.39,0.15,9.79,1.86,2.5,0,3.2,315,66.03,1020.21,-43.29
2025-04-10 19:40:22.227853+00:00,58.54443729738972,4.25,-2.375,-0.8125,23,-36.1875,-0.25,-72,0.007777778,-0.008888889,-0.014444444,0.14,-0.07,9.27,0.55,-0.22,-0.52,-0.41,0.14,9.79,1.79625,0,0,3.2,315,66.03,1020.21,-43.29
2025-04-10 19:40:23.283664+00:00,56.82749687871108,4.3125,-2.5625,-0.875,23,-35.5625,0.1875,-72.0625,-0.011111111,-0.025555556,0.004444444,-0.58,0.25,9.38,-0.14,0.09,-0.41,-0.43,0.15,9.79,1.81625,0,0,3.2,315,66.02,1020.19,-43.16
2025-04-10 19:40:24.339718+00:00,56.815796193184084,4.25,-2.5625,-0.875,23,-30.375,7.25,-63.75,-0.02,0.028888889,-0.033333333,-0.65,0.03,9.46,-0.2,-0.11,-0.33,-0.44,0.15,9.79,1.7125,1.25,0,3.2,315,66.02,1020.19,-43.16
2025-04-10 19:40:25.397824+00:00,56.70171099950139,4.375,-2.4375,-1,23,-30.6875,8.375,-62,-0.005555556,0.011111111,0.008888889,-0.39,0.08,9.49,0.03,-0.09,-0.3,-0.42,0.17,9.79,1.81375,1.25,0,3.1,315,66.02,1020.19,-43.16
2025-04-10 19:40:26.465283+00:00,56.20894524961181,4.4375,-2.375,-0.9375,23,-28.1875,8,-59.5625,-0.02,-0.003333333,0.007777778,-0.02,-0.14,9.46,-0.15,-0.3,-0.35,-0.4,0.16,9.79,1.7575,1.25,0,3.1,315,66.02,1020.19,-43.16
2025-04-10 19:40:27.534568+00:00,56.11443089254143,4.5,-2.4375,-1,23,-26.1875,10.0625,-56.875,-0.015555556,0.037777778,-0.018888889,-0.74,-0.11,9.29,-0.05,0.15,-0.34,-0.43,0.16,9.79,1.7775,2.5,0,3,315,66.02,1020.19,-43.16
2025-04-10 19:40:28.598052+00:00,56.416380278564276,4.5625,-2.4375,-1,23,-26.25,7.875,-55.25,-0.017777778,0.03,0.013333333,0.04,0.28,9.5,0.46,0.11,-0.29,-0.42,0.17,9.79,1.77625,-1.25,0,3,315,66.02,1020.19,-43.16
2025-04-10 19:40:29.656923+00:00,56.66556634213848,4.5625,-2.375,-1.0625,23,-25.0625,8.25,-51.375,0.008888889,0.016666667,-0.006666667,-0.15,-0.11,9.38,0.26,-0.29,-0.41,-0.42,0.18,9.79,1.79125,1.25,0,3,315,66.02,1020.19,-43.16
2025-04-10 19:40:30.711148+00:00,56.90674428554243,4.625,-2.4375,-1.125,23,-23.75,8.5625,-50.75,0.01,0.013333333,-0.011111111,-0.74,0.31,9.54,-0.07,0.62,-0.47,-0.42,0.2,9.79,1.79875,1.25,0,3,315,66.02,1020.19,-43.16
2025-04-10 19:40:31.742008+00:00,58.20457318236643,4.6875,-2.375,-0.9375,23,-26.25,9.0625,-53.5625,0.015555556,0.024444444,0.025555556,0.2,0.22,9.46,0.6,0.06,-0.33,-0.4,0.16,9.79,1.79875,0,0,3,315,66.02,1020.19,-43.16
2025-04-10 19:40:32.808637+00:00,56.253071297008276,4.6875,-2.5,-0.9375,23,-21.5625,6.75,-45.0625,-0.002222222,-0.018888889,-0.012222222,-0.35,-0.13,9.4,0.16,0,-0.36,-0.42,0.16,9.79,1.725,0,0,3,315,66.02,1020.19,-43.16
2025-04-10 19:40:33.878024+00:00,56.10528587454944,4.8125,-2.375,-1,23,-21.25,4.6875,-41.0625,-0.003333333,0.02,0.02,-0.35,0.25,9.37,0.05,0.08,-0.42,-0.41,0.17,9.79,1.78125,0,0,3,315,66.02,1020.19,-43.16
2025-04-10 19:40:34.935673+00:00,56.729498756680684,4.8125,-2.375,-0.875,23,-22.1875,5.5,-42.0625,-0.018888889,-0.001111111,-0.007777778,0.11,0.02,9.48,0.26,0,-0.3,-0.4,0.15,9.79,1.6975,-1.25,0,3.2,315,66.02,1020.19,-43.16
2025-04-10 19:40:36.005527+00:00,56.08248010825247,4.875,-2.375,-0.8125,23,-21.6875,3.75,-39.375,-0.001111111,0.007777778,0.046666667,0,0.16,9.49,0.06,0.54,-0.36,-0.4,0.14,9.79,1.69125,0,0,3.2,315,66.02,1020.19,-43.16
2025-04-10 19:40:37.068867+00:00,56.42832189705963,4.8125,-2.25,-0.8125,23,-21.375,1.375,-38.6875,-0.012222222,0.012222222,-0.005555556,-0.51,0.21,9.3,-0.11,0.06,-0.49,-0.39,0.14,9.79,1.76125,0,0,3.2,315,66.02,1020.19,-43.16
2025-04-10 19:40:38.126533+00:00,56.73346335124743,4.875,-2.3125,-0.875,23,-22.25,0.6875,-37.875,0.007777778,-0.01,0.032222222,-0.31,-0.08,9.43,0.08,-0.23,-0.35,-0.39,0.14,9.79,1.68,0,0,3.2,315,66.02,1020.19,-43.16
2025-04-10 19:40:39.182435+00:00,56.82439162183223,4.9375,-2.375,-0.875,23,-20.6875,1.875,-37.6875,0.025555556,-0.022222222,0.005555556,-0.35,0.34,9.5,0.04,0.19,-0.29,-0.4,0.15,9.79,1.72875,1.25,0,3.2,315,66.02,1020.19,-43.16
