,rpm_value,orientation_heading,orientation_roll,orientation_pitch,temperature_temp_c,magnetometer_mx,magnetometer_my,magnetometer_mz,gyroscope_gx,gyroscope_gy,gyroscope_gz,accelerometer_ax,accelerometer_ay,accelerometer_az,linear_acceleration_lx,linear_acceleration_ly,linear_acceleration_lz,gravity_grx,gravity_gry,gravity_grz,voltage_value,current_value,power_value,weatherstation_speed,weatherstation_direction,weatherstation_humidity,weatherstation_pressure,weatherstation_altitude
2025-04-10 19:40:40.228911+00:00,57.33543514609748,5.0625,-2.375,-0.9375,23,-22.5625,-3.5,-35.1875,-0.005555556,-0.014444444,-0.011111111,-0.65,-0.25,9.33,-0.33,-0.17,-0.34,-0.4,0.15,9.79,1.7525,0,0,3.2,315,66.02,1020.19,-43.16
2025-04-10 19:40:41.260580+00:00,58.15995462909423,5.0625,-2.25,-0.875,23,-21.5,-1.1875,-36,0.015555556,0.001111111,0.062222222,-0.4,-0.02,9.37,0,-0.18,-0.42,-0.39,0.15,9.79,1.8,2.5,0,3.2,315,66.02,1020.19,-43.16
2025-04-10 19:40:42.287694+00:00,58.415296994861755,5.125,-2.375,-0.9375,23,-21.75,2.0625,-35.875,-0.001111111,-0.027777778,0.014444444,-0.23,0.1,9.45,0.16,-0.06,-0.33,-0.39,0.16,9.79,1.79625,1.25,0,3.2,315,66.02,1020.19,-43.16
2025-04-10 19:40:43.335301+00:00,57.272828443169985,5.125,-2.3125,-0.9375,23,-11.5,-6.875,-47.75,-0.014444444,-0.002222222,0.011111111,-1.06,0.08,9.37,-0.66,-0.08,-0.42,-0.39,0.16,9.79,1.74,0,0,3.2,315,66.02,1020.19,-43.16
2025-04-10 19:40:44.373268+00:00,57.80301084910796,5.1875,-2.375,-1,23,-9.5,-9.75,-40.375,-0.011111111,0.016666667,-0.035555556,-0.51,0.15,9.41,-0.54,-0.02,-0.36,-0.41,0.17,9.79,1.8325,0,0,3.2,315,66.02,1020.19,-43.16
2025-04-10 19:40:45.403684+00:00,58.22959595559933,5.1875,-2.4375,-1,23,-8.25,-9.0625,-41.1875,0.017777778,-0.033333333,0.001111111,-0.74,0.22,9.48,-0.31,0.05,-0.31,-0.42,0.16,9.79,1.8225,-1.25,0,3.2,315,66.02,1020.19,-43.16
2025-04-10 19:40:46.459831+00:00,56.80412596853337,5.25,-2.375,-1,23,-10,-9.0625,-40.375,-0.021111111,-0.005555556,-0.017777778,-0.81,0.08,9.33,0.29,-0.6,-0.27,-0.41,0.17,9.79,1.835,-1.25,0,3.3,315,66.02,1020.19,-43.16
2025-04-10 19:40:47.509971+00:00,57.14232776120216,5.3125,-2.5,-1.125,23,-10.25,-8.5625,-39.5625,0.003333333,-0.038888889,-0.014444444,-0.39,0,9.49,0.22,-0.22,-0.4,-0.42,0.19,9.79,1.77375,2.5,0,3.3,315,66.02,1020.19,-43.16
2025-04-10 19:40:48.545300+00:00,57.947449497682406,5.375,-2.4375,-1,23,-10.375,-6.75,-40.5625,-0.016666667,-0.036666667,0.004444444,-0.53,0.02,9.48,0,-0.3,-0.32,-0.41,0.17,9.79,1.8675,1.25,0,3.3,315,66.02,1020.19,-43.16
2025-04-10 19:40:49.604791+00:00,56.63504974786807,5.375,-2.25,-0.9375,23,-10.1875,-7.1875,-40.6875,0.01,0.025555556,-0.014444444,0,0.19,9.42,0.38,0.03,-0.37,-0.39,0.16,9.79,1.805,-2.5,0,3,315,66.02,1020.19,-43.16
2025-04-10 19:40:50.662092+00:00,56.74289108021489,5.5,-2.4375,-0.9375,23,-9.5625,-7,-40.875,0.002222222,-0.022222222,0.003333333,-0.08,-0.08,9.39,0.32,-0.24,-0.39,-0.4,0.16,9.79,1.70375,-1.25,0,3,315,66.02,1020.19,-43.16
2025-04-10 19:40:51.731424+00:00,56.11015200414708,5.5,-2.4375,-0.9375,23,-9.6875,-7.875,-39.875,0.016666667,-0.018888889,0.031111111,-0.36,0.44,9.39,0.04,0.28,-0.4,-0.4,0.16,9.79,1.77375,2.5,0,3,315,66.02,1020.19,-43.16
2025-04-10 19:40:52.810201+00:00,55.616506412098076,5.625,-2.375,-0.875,23,-10.6875,-9.25,-39.1875,0.033333333,-0.003333333,0.055555556,-0.68,0.73,9.32,0.11,0.52,-0.33,-0.4,0.16,9.79,1.63625,0,0,3.1,315,66.02,1020.19,-43.2
2025-04-10 19:40:53.887178+00:00,55.71549167615891,5.625,-2.5,-0.9375,23,-10.6875,-11.0625,-39,-0.014444444,-0.02,-0.006666667,-0.01,0.06,9.46,0.09,-0.29,-0.42,-0.42,0.15,9.79,1.76375,2.5,0,3.1,315,65.96,1020.26,-43.2
2025-04-10 19:40:54.964664+00:00,55.68074086923276,5.6875,-2.375,-0.8125,23,-11.6875,-14.1875,-38.75,-0.002222222,0.027777778,0.023333333,-0.67,-0.01,9.4,-0.39,-0.07,-0.43,-0.42,0.14,9.79,1.7725,2.5,0,3.1,315,65.96,1020.26,-43.2
2025-04-10 19:40:56.012860+00:00,57.24431067277435,5.6875,-2.375,-0.8125,23,-11.5625,-12.75,-39,0.006666667,0.018888889,-0.024444444,-0.7,-0.11,9.42,-0.29,-0.26,-0.37,-0.41,0.14,9.79,1.8225,0,0,3.1,315,65.96,1020.26,-43.2
2025-04-10 19:40:57.086517+00:00,55.884859418594424,5.75,-2.5625,-0.875,23,-13.75,-14.5625,-38.0625,0.004444444,0.016666667,-0.032222222,-0.29,0.19,9.47,0.15,0.03,-0.32,-0.44,0.15,9.79,1.77125,0,0,3.1,315,65.96,1020.26,-43.2
2025-04-10 19:40:58.151748+00:00,56.32740764,5.625,-2.375,-0.875,23,-12,-14.75,-37.1875,0.013333333,-0.006666667,-0.036666667,-0.49,0.15,9.4,-0.07,0,-0.38,-0.41,0.15,9.79,1.8425,0,0,3.2,315,65.96,1020.26,-43.2
2025-04-10 19:40:59.209138+00:00,56.738835621488036,5.75,-2.4375,-0.75,23,-14.375,-18.0625,-37.1875,0.008888889,0.018888889,-0.065555556,-0.68,0.01,9.38,0.28,0.13,-0.4,-0.42,0.13,9.79,1.79375,-2.5,0,3.2,315,65.96,1020.26,-43.2
2025-04-10 19:41:00.258474+00:00,57.18059045518713,5.8125,-2.4375,-0.875,23,-14.75,-17.75,-36.875,-0.004444444,0.036666667,-0.037777778,-0.41,-0.22,9.46,0.01,-0.37,-0.33,-0.43,0.15,9.79,1.8075,-1.25,0,3.2,315,65.96,1020.26,-43.2
2025-04-10 19:41:01.318278+00:00,56.621122260720874,5.875,-2.4375,-0.875,23,-14.875,-17.0625,-36.75,-0.01,0.021111111,-0.028888889,-0.28,-0.43,9.45,0.05,-0.12,-0.34,-0.42,0.15,9.79,1.81875,0,0,3.2,315,65.96,1020.26,-43.2
2025-04-10 19:41:02.358559+00:00,57.66983456529391,5.9375,-2.4375,-0.875,23,-15.375,-18.0625,-35.875,0.001111111,0.052222222,0.02,-0.7,-0.08,9.43,-0.27,-0.24,-0.36,-0.43,0.15,9.79,1.84625,0,0,3.2,315,65.96,1020.26,-43.2
2025-04-10 19:41:03.404741+00:00,57.352382558518485,6,-2.4375,-0.9375,23,-15.0625,-15.375,-37.0625,-0.017777778,0.017777778,0.102222222,-0.86,0.57,9.46,-0.44,0.41,-0.32,-0.41,0.15,9.79,1.7975,1.25,0,3.2,315,65.96,1020.26,-43.2
2025-04-10 19:41:04.466995+00:00,56.48283171158587,6.0625,-2.25,-0.8125,23,-15.25,-17.5,-37.5625,0.017777778,0.011111111,0.042222222,-0.26,0.55,9.35,0.12,0.4,-0.44,-0.39,0.14,9.79,1.74875,-1.25,0,3.2,315,65.96,1020.26,-43.2
2025-04-10 19:41:05.515625+00:00,57.22110315218496,6.0625,-2.3125,-0.8125,23,-15.0625,-16.375,-37.1875,-0.003333333,0.032222222,-0.023333333,-0.21,0.1,9.35,0.19,-0.04,-0.44,-0.4,0.14,9.79,1.7875,-1.25,0,3.2,315,65.96,1020.26,-43.2
2025-04-10 19:41:06.550393+00:00,57.984086176299954,6.0625,-2.25,-0.9375,23,-15.375,-15.875,-37.875,-0.003333333,0.021111111,-0.006666667,-0.08,0.28,9.42,0.3,0.12,-0.36,-0.39,0.16,9.79,1.83625,0,0,3.2,315,65.96,1020.26,-43.2
2025-04-10 19:41:07.617859+00:00,56.20348457,6.125,-2.375,-0.8125,23,-14.375,-15.25,-37.875,0.003333333,0.02,0.038888889,-0.49,0.34,9.37,-0.08,0.19,-0.42,-0.41,0.15,9.79,1.75625,-1.25,0,3.3,315,65.96,1020.26,-43.2
2025-04-10 19:41:08.680134+00:00,56.48283171158587,6.1875,-2.4375,-1,23,-17,-15.1875,-35.25,-0.017777778,0.025555556,-0.028888889,-0.27,0.26,9.59,0.15,0.09,-0.2,-0.43,0.16,9.79,1.74,1.25,0,3.3,315,65.96,1020.26,-43.2
2025-04-10 19:41:09.744413+00:00,56.37735230244602,6.25,-2.4375,-0.875,23,-17,-16.875,-36.875,-0.012222222,-0.006666667,0.013333333,0.11,-0.03,9.34,0.53,-0.19,-0.44,-0.41,0.15,9.79,1.78625,1.25,0,3.3,315,65.96,1020.26,-43.2
2025-04-10 19:41:10.833300+00:00,55.10187217616257,6.1875,-2.375,-0.75,23,-18.5,-16.5,-35.5,0.02,0.017777778,0.007777778,0.21,0.04,9.52,0.08,0.5,-0.43,-0.41,0.13,9.79,1.7925,-1.25,0,3.2,315,65.96,1020.26,-43.2
2025-04-10 19:41:11.913610+00:00,55.53708327862196,6.3125,-2.375,-0.75,23,-18.875,-17.875,-36.25,-0.01,-0.013333333,0.031111111,-0.45,-0.26,9.49,0.25,-0.01,-0.32,-0.39,0.12,9.79,1.76125,0,0,3.2,315,65.96,1020.26,-43.2
2025-04-10 19:41:12.976587+00:00,56.44535756901517,6.4375,-2.3125,-0.75,23,-19.0625,-19.75,-37,0.012222222,-0.003333333,-0.035555556,-0.45,0.09,9.46,0.11,-0.09,-0.18,-0.4,0.14,9.79,1.78375,0,0,3.1,315,65.96,1020.26,-43.2
2025-04-10 19:41:14.037005+00:00,56.58340084221404,6.4375,-2.3125,-0.75,23,-20,-21.0625,-36.5625,0.003333333,-0.01,-0.018888889,-0.53,0.27,9.41,-0.14,0.14,-0.37,-0.39,0.13,9.79,1.70375,1.25,0,3.1,315,65.96,1020.26,-43.2
2025-04-10 19:41:15.092841+00:00,56.8277022,6.4375,-2.375,-0.8125,23,-19.6875,-21.1875,-38.25,0.002222222,-0.007777778,0.026666667,-0.46,0.39,9.35,-0.22,0.08,-0.34,-0.39,0.14,9.79,1.795,1.25,0,3.1,315,65.96,1020.26,-43.2
