timestamp,rpm_value,orientation_heading,orientation_roll,orientation_pitch,temperature_temp_c,magnetometer_mx,magnetometer_my,magnetometer_mz,gyroscope_gx,gyroscope_gy,gyroscope_gz,accelerometer_ax,accelerometer_ay,accelerometer_az,linear_acceleration_lx,linear_acceleration_ly,linear_acceleration_lz,gravity_grx,gravity_gry,gravity_grz,voltage_value,current_value,power_value,weatherstation_speed,weatherstation_direction,weatherstation_humidity,weatherstation_pressure,weatherstation_altitude
2025-05-05 22:11:54.790904+00:00,0,42.1875,-3.375,1.6875,23,-9.5625,-17.75,-45.6875,0.004444444,0.045555556,-0.005555556,-0.6,-0.56,9.34,-0.36,-0.08,-0.18,-0.6,-0.29,9.78,0.00125,1.25,0,5.6,180,65.86,1005.16,81.88
2025-05-05 22:12:04.795836+00:00,0,42.0625,-3.375,1.6875,22,-9.5625,-17.75,-45.5,-0.003333333,0.027777778,0.007777778,-0.83,-0.52,9.43,-0.24,-0.23,-0.35,-0.59,-0.29,9.78,0,0,0,5.6,180,65.81,1005.19,82.07
2025-05-05 22:12:14.799851+00:00,0,41.9375,-3.5625,1.75,23,-10.6875,-18.75,-46.5625,0.002222222,-0.012222222,-0.02,-0.44,-0.1,9.52,0.38,-0.28,-0.34,-0.6,-0.3,9.78,0,1.25,0,5.5,180,65.81,1005.19,82.07
2025-05-05 22:12:24.819375+00:00,0,41.8125,-3.5,1.6875,22,-10.375,-17.6875,-44.5625,0.011111111,-0.006666667,0.028888889,-0.14,-0.18,9.58,0.45,0.1,-0.2,-0.59,-0.28,9.78,0.00125,-1.25,0,5.5,180,65.81,1005.19,82.07
2025-05-05 22:12:34.835467+00:00,0,41.75,-3.625,1.6875,22,-9.6875,-17.5625,-44.875,0.005555556,-0.017777778,0.021111111,-0.8,-0.46,9.39,-0.17,-0.18,-0.38,-0.62,-0.28,9.78,0,0,0,5.6,180,65.61,1005.15,82.33
2025-05-05 22:12:44.854363+00:00,0,41.5625,-3.5,1.8125,22,-10,-17.6875,-44.75,0.002222222,-0.011111111,-0.011111111,-0.59,-0.39,9.42,0.01,-0.08,-0.35,-0.6,-0.31,9.78,0,1.25,0,5.5,180,65.61,1005.15,82.33
