timestamp,rpm_value,orientation_heading,orientation_roll,orientation_pitch,temperature_temp_c,magnetometer_mx,magnetometer_my,magnetometer_mz,gyroscope_gx,gyroscope_gy,gyroscope_gz,accelerometer_ax,accelerometer_ay,accelerometer_az,linear_acceleration_lx,linear_acceleration_ly,linear_acceleration_lz,gravity_grx,gravity_gry,gravity_grz,voltage_value,current_value,power_value,weatherstation_speed,weatherstation_direction,weatherstation_humidity,weatherstation_pressure,weatherstation_altitude
2025-05-05 21:20:52.956537+00:00,46.74017067729332,355.4375,-1.3125,2.375,22,-41.75,-7.0625,-82.5625,0.004444444,-0.006666667,0.014444444,-0.37,0,9.36,0.07,-0.33,-0.65,-0.22,-0.41,9.79,1.12,22.5,30,4,0,64.13,1005.61,77.97
2025-05-05 21:20:54.206848+00:00,47.98964761896953,355.3125,-1.1875,2.5,22,-24.0625,10.1875,-57.75,0.013333333,-0.004444444,-0.054444444,-0.11,-0.38,9.53,-0.12,0.07,-0.16,-0.21,-0.43,9.79,1.12,22.5,30,4,0,64.13,1005.61,77.97
2025-05-05 21:20:55.514056+00:00,45.89667940691724,355.25,-1.375,2.4375,22,-20.25,-7.875,-39.25,-0.032222222,0.012222222,-0.018888889,-0.55,-0.34,9.49,-0.53,0.31,-0.32,-0.24,-0.42,9.79,0.98625,17.5,10,4,0,64.13,1005.61,77.97
2025-05-05 21:20:56.772097+00:00,47.693031056783454,355.3125,-1.3125,2.375,22,-25.6875,-32.5,-45.5,-0.012222222,0.025555556,-0.016666667,-0.42,-0.53,9.23,-0.24,-0.13,-0.37,-0.23,-0.42,9.79,1.07,20,30,4,0,64.13,1005.61,77.97
2025-05-05 21:20:58.028617+00:00,47.751147346696136,355.25,-1.3125,2.4375,22,-39.5,-32.375,-76,0.005555556,-0.016666667,-0.053333333,-0.43,-0.73,9.38,-0.07,-0.03,-0.35,-0.22,-0.42,9.79,0.97875,17.5,10,4,0,64.13,1005.61,77.97
2025-05-05 21:20:59.317382+00:00,46.55577019203696,355.3125,-1.1875,2.4375,22,-33.5625,8.75,-72.375,-0.02,0.002222222,0.057777778,-0.41,-0.54,9.45,0,0.1,-0.16,-0.2,-0.42,9.79,1.08375,15,10,3.9,0,64.13,1005.55,79.1
2025-05-05 21:21:00.554553+00:00,48.49897830751142,355.1875,-1.3125,2.3125,22,-18.5,3.75,-45.5,-0.016666667,-0.035555556,-0.024444444,0.07,-0.49,9.33,0.29,-0.09,-0.45,-0.21,-0.4,9.79,1.07,20,30,3.9,0,64.32,1005.55,79.1
2025-05-05 21:21:01.837848+00:00,46.754272864348124,355.1875,-1.375,2.125,22,-22,-12.5625,-37.5625,0.016666667,0.01,-0.012222222,-0.45,-0.57,9.44,-0.02,0.14,-0.29,-0.24,-0.36,9.79,1.0475,22.5,30,3.9,0,64.32,1005.55,79.1
2025-05-05 21:21:03.098507+00:00,47.59530806763703,355.1875,-1.5,2.1875,22,-27.375,-37,-49.375,-0.006666667,-0.03,-0.018888889,-0.36,-0.52,9.3,0.24,-0.03,-0.37,-0.26,-0.37,9.79,0.67375,16.25,10,3.9,0,64.32,1005.55,79.1
2025-05-05 21:21:04.424812+00:00,45.23657152348154,355.1875,-1.4375,2.0625,23,-43.375,-15,-84.0625,0.02,0.022222222,-0.016666667,-0.56,0.2,9.51,0,0.03,-0.57,-0.26,-0.34,9.79,0.91375,17.5,30,3.8,0,64.32,1005.55,79.1
2025-05-05 21:21:05.773281+00:00,44.494857135784876,355,-1.4375,2.125,22,-22.0625,6.75,-50.375,-0.002222222,-0.01,0.023333333,-0.49,-0.53,9.41,-0.24,-0.16,-0.37,-0.25,-0.36,9.79,1.07875,20,30,3.8,0,64.32,1005.55,79.1
2025-05-05 21:21:07.036440+00:00,47.50032464885074,355.1875,-1.4375,2.125,22,-21.5,-10.875,-39.25,-0.02,-0.021111111,0.052222222,-0.49,0.12,9.59,-0.24,0.5,-0.2,-0.24,-0.37,9.79,1.015,21.25,10,3.8,0,64.32,1005.55,79.1
2025-05-05 21:21:08.288654+00:00,47.91445935448494,355.1875,-1.4375,2.1875,22,-27,-31.0625,-43.5,-0.003333333,0.018888889,-0.02,-0.52,-0.47,9.17,-0.26,-0.1,-0.61,-0.26,-0.37,9.79,0.96375,18.75,10,3.9,0,64.32,1005.55,79.1
