timestamp,rpm_value,orientation_heading,orientation_roll,orientation_pitch,temperature_temp_c,magnetometer_mx,magnetometer_my,magnetometer_mz,gyroscope_gx,gyroscope_gy,gyroscope_gz,accelerometer_ax,accelerometer_ay,accelerometer_az,linear_acceleration_lx,linear_acceleration_ly,linear_acceleration_lz,gravity_grx,gravity_gry,gravity_grz,voltage_value,current_value,power_value,weatherstation_speed,weatherstation_direction,weatherstation_humidity,weatherstation_pressure,weatherstation_altitude
2025-05-05 22:00:07.918133+00:00,16.012622865734876,43.125,-2.3125,2.0625,22,-36.0625,-39.5625,-76.6875,-0.002222222,-0.002222222,-0.018888889,-0.44,-0.07,9.46,-0.11,-0.05,-0.53,-0.4,-0.35,9.79,0.355,6.25,0,2.1,315,65.99,1005.1,82.65
2025-05-05 22:00:12.271465+00:00,13.782556012220699,43.3125,-2.3125,2,23,-40.875,-23.75,-84.1875,0.005555556,0.005555556,-0.006666667,-0.32,-0.46,9.41,0.07,-0.11,-0.37,-0.39,-0.34,9.79,0.085,1.25,0,2.1,315,65.99,1005.1,82.65
2025-05-05 22:00:16.593416+00:00,13.882551337968788,43.5625,-2.3125,2.1875,22,-40.5,-22.0625,-85.25,0.003333333,-0.007777778,-0.016666667,-0.21,-0.65,9.47,0.18,-0.27,-0.31,-0.39,-0.37,9.79,0.15,2.5,0,2.3,315,65.99,1005.1,82.65
2025-05-05 22:00:20.650729+00:00,14.788265300725822,43.75,-2.3125,2.125,22,-42.375,-29.1875,-81.875,-0.01,-0.013333333,-0.026666667,-0.49,-0.47,9.4,-0.09,-0.1,-0.38,-0.39,-0.37,9.79,0.16375,2.5,0,1.9,315,65.99,1005.1,82.65
2025-05-05 22:00:24.776048+00:00,14.544126353429249,43.8125,-2.1875,2.125,22,-22.5,0.5625,-60.0625,0.033333333,0.004444444,0.006666667,-0.08,-0.24,9.35,0.3,0.11,-0.44,-0.38,-0.36,9.79,0.17625,2.5,0,2.3,315,65.99,1005.1,82.65
2025-05-05 22:00:29.212676+00:00,13.523846465490655,43.9375,-2.375,2.0625,22,-29.375,-21,-80.1875,-0.013333333,-0.007777778,-0.042222222,-0.39,-0.22,9.47,0.01,0.12,-0.32,-0.4,-0.35,9.79,0.18875,3.75,0,2.3,315,65.99,1005.1,82.65
2025-05-05 22:00:33.618183+00:00,13.619694196057102,44.1875,-2.375,2.1875,22,-27,-12.1875,-77.75,-0.003333333,-0.007777778,0.012222222,-0.44,-0.58,9.39,-0.03,-0.21,-0.39,-0.4,-0.37,9.79,0.17875,2.5,0,2.1,315,66.04,1005.09,82.72
2025-05-05 22:00:37.665581+00:00,14.824014694762237,44.375,-2.375,2.0625,22,-29.6875,-17.75,-81.5625,0.011111111,0.011111111,-0.006666667,-0.22,0.05,9.5,0.18,0.41,-0.28,-0.4,-0.35,9.79,0.20375,3.75,0,2.3,315,66.04,1005.09,82.72
2025-05-05 22:00:41.992119+00:00,13.86776454546687,44.375,-2.25,2.25,23,-26.25,-10.1875,-74.1875,-0.013333333,0.013333333,-0.003333333,-0.7,-0.2,9.4,-0.11,0,-0.45,-0.39,-0.38,9.79,0.15625,3.75,0,2.2,315,66.04,1005.09,82.72
2025-05-05 22:00:46.133299+00:00,14.488620544254564,44.6875,-2.3125,2.1875,22,-28.25,-9.6875,-74.75,0.013333333,0.007777778,-0.008888889,-0.24,-0.4,9.27,0.15,-0.03,-0.51,-0.39,-0.37,9.79,0.18,3.75,0,2.1,315,66.04,1005.09,82.72
2025-05-05 22:00:49.947187+00:00,15.7324443,44.9375,-2.3125,2.0625,23,-33.0625,-33.1875,-79.1875,-0.005555556,-0.003333333,-0.017777778,-0.5,-0.14,9.44,-0.09,0.21,-0.34,-0.4,-0.35,9.79,0.1975,3.75,0,2.1,315,66.04,1005.09,82.72
2025-05-05 22:00:53.890566+00:00,15.215064990656026,44.9375,-2.25,2.0625,23,-14.6875,-4.375,-58.375,-0.026666667,0.003333333,0.014444444,-0.54,-0.55,9.36,-0.15,-0.18,-0.43,-0.38,-0.36,9.79,0.26,5,0,2.1,315,66.04,1005.09,82.72
2025-05-05 22:00:57.470718+00:00,16.758921960787603,45.1875,-2.375,2.0625,22,-33.5,-23.1875,-79.375,0.005555556,-0.008888889,0.038888889,-0.28,-0.05,9.53,0.12,0.38,-0.4,-0.41,-0.35,9.79,0.21125,3.75,0,2.3,315,66.04,1005.09,82.72
2025-05-05 22:01:01.117139+00:00,16.454485402083392,45.25,-2.3125,2.0625,22,-19.25,-4.1875,-62.0625,-0.003333333,-0.01,-0.042222222,-0.36,-0.37,9.55,0.03,-0.01,-0.23,-0.39,-0.36,9.79,0.30375,6.25,0,2.4,315,65.99,1005.06,82.89
2025-05-05 22:01:04.749011+00:00,16.52044315745518,45.5,-2.375,2,22,-34.5,-29.1875,-77.6875,-0.006666667,0.003333333,-0.018888889,-0.59,-0.7,9.25,-0.19,-0.35,-0.54,-0.4,-0.35,9.79,0.18875,2.5,0,2.3,315,65.99,1005.06,82.89
