timestamp,rpm_value,orientation_heading,orientation_roll,orientation_pitch,temperature_temp_c,magnetometer_mx,magnetometer_my,magnetometer_mz,gyroscope_gx,gyroscope_gy,gyroscope_gz,accelerometer_ax,accelerometer_ay,accelerometer_az,linear_acceleration_lx,linear_acceleration_ly,linear_acceleration_lz,gravity_grx,gravity_gry,gravity_grz,voltage_value,current_value,power_value,weatherstation_speed,weatherstation_direction,weatherstation_humidity,weatherstation_pressure,weatherstation_altitude
2025-05-05 21:52:18.232815+00:00,48.59201498975479,35.5,-2.3125,2.125,23,-11.6875,-16.6875,-47.0625,-0.026666667,0.01,-0.02,-0.66,-0.48,9.61,-0.26,-0.13,,-0.39,-0.36,9.79,0.7375,13.75,10,2.9,330,66.14,1005.09,82.57
2025-05-05 21:52:19.478479+00:00,48.16742767370713,35.5625,-2.25,2.0625,23,-18.875,4.5625,-73.25,-0.008888889,-0.001111111,-0.066666667,-0.37,-0.56,9.64,0.01,-0.21,-0.14,-0.38,-0.36,9.79,0.5275,13.75,10,2.9,330,66.14,1005.09,82.57
2025-05-05 21:52:20.735834+00:00,47.71647048852368,35.75,-2.25,2.25,23,-27.875,-43.25,-72.1875,0.004444444,0.006666667,-0.044444444,-0.13,-0.58,9.27,0.68,-0.3,-0.38,-0.39,-0.38,9.79,0.77625,15,10,2.7,330,66.14,1005.09,82.57
2025-05-05 21:52:21.953576+00:00,49.27115536048311,35.75,-2.25,2.1875,23,-12.875,1.6875,-59.1875,0.011111111,0.02,0.021111111,-0.63,0.05,9.45,-0.24,0.43,-0.33,-0.39,-0.37,9.79,0.74625,12.5,10,2.7,330,66.14,1005.09,82.57
2025-05-05 21:52:23.215464+00:00,47.54666846027523,35.75,-2.375,2.125,23,-36.375,-35.0625,-87.25,-0.007777778,-0.008888889,0.014444444,-0.25,-0.15,9.29,0.14,0.2,-0.49,-0.4,-0.36,9.79,0.85125,16.25,10,2.9,330,66.14,1005.09,82.57
2025-05-05 21:52:24.477968+00:00,47.53051325040838,35.875,-2.3125,2.0625,23,-12.6875,-6.875,-52,0.021111111,0.004444444,-0.071111111,-0.27,-0.45,9.24,0.12,-0.1,-0.55,-0.4,-0.35,9.79,0.64375,15,10,2.9,330,66.14,1005.09,82.57
2025-05-05 21:52:25.771305+00:00,46.389795721992556,35.9375,-2.3125,2.0625,23,-29.0625,-0.75,-85,0.006666667,0.017777778,0.04,-0.75,0.02,9.44,-0.34,0.38,-0.34,-0.4,-0.35,9.79,0.66875,15,10,2.8,330,66.14,1005.09,82.57
2025-05-05 21:52:27.010862+00:00,48.401847,36,-2.375,2.0625,23,-26.0625,-43.0625,-62,-0.014444444,0.012222222,-0.003333333,-0.42,-0.29,9.44,-0.26,0.04,-0.3,-0.41,-0.36,9.79,0.64375,15,0,2.8,330,66.14,1005.09,82.57
2025-05-05 21:52:28.229686+00:00,49.23194421566583,36.125,-2.3125,2,22,-12.75,0.5625,-61,-0.005555556,-0.003333333,-0.025555556,-0.64,-0.09,9.43,0.21,0.22,-0.17,-0.39,-0.34,9.79,0.62125,13.75,10,2.9,330,66.14,1005.09,82.57
2025-05-05 21:52:29.510816+00:00,46.83061902040587,36.1875,-2.25,2.125,22,-28,-43.25,-71.0625,-0.01,0.013333333,0.014444444,-0.54,-0.71,9.31,-0.15,-0.34,-0.47,-0.39,-0.36,9.79,0.745,15,10,2.9,330,66.05,1005.11,82.67
