,rpm_value,orientation_heading,orientation_roll,orientation_pitch,temperature_temp_c,magnetometer_mx,magnetometer_my,magnetometer_mz,gyroscope_gx,gyroscope_gy,gyroscope_gz,accelerometer_ax,accelerometer_ay,accelerometer_az,linear_acceleration_lx,linear_acceleration_ly,linear_acceleration_lz,gravity_grx,gravity_gry,gravity_grz,voltage_value,current_value,power_value,servo_value,weatherstation_speed,weatherstation_direction,weatherstation_humidity,weatherstation_pressure,weatherstation_altitude
2025-05-01 22:05:15.154784+00:00,47.54919286163837,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-01 22:05:16.435296+00:00,46.85900231298815,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-01 22:05:17.698445+00:00,47.49913224673071,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-01 22:05:18.942559+00:00,48.22754761607722,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-01 22:05:20.163936+00:00,49.12242101094204,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-01 22:05:21.421169+00:00,47.725510588401285,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-01 22:05:22.673386+00:00,47.91419479847662,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-01 22:05:23.972505+00:00,46.18596781715177,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-01 22:05:25.256102+00:00,46.74311371940228,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-01 22:05:26.479389+00:00,49.04700874690116,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-01 22:05:27.704153+00:00,48.99050357045661,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-01 22:05:28.927649+00:00,49.042181911013714,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-01 22:05:30.151836+00:00,49.00837292271381,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-01 22:05:31.388144+00:00,48.536646330738115,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-01 22:05:32.635504+00:00,48.097095424264985,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-01 22:05:33.845458+00:00,49.59002911459129,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-01 22:05:35.066190+00:00,49.1500704757489,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-01 22:05:36.301225+00:00,48.58186524316392,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-01 22:05:37.522126+00:00,49.143447888267886,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-01 22:05:38.741689+00:00,49.19762310830434,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-01 22:05:39.978311+00:00,48.519334413262065,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-01 22:05:41.199398+00:00,49.13755624567388,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-01 22:05:42.413735+00:00,49.40964427398965,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-01 22:05:43.650057+00:00,48.53071209859097,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-01 22:05:44.865664+00:00,49.35671468614747,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-01 22:05:46.102833+00:00,48.49911850703537,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-01 22:05:47.376525+00:00,47.10712744096406,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-01 22:05:48.676194+00:00,46.16581137815615,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-01 22:05:49.973057+00:00,46.26328267916393,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-01 22:05:51.276485+00:00,46.03248124052606,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-01 22:05:52.617235+00:00,44.752155155167436,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-01 22:05:53.922458+00:00,45.968426122947314,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-01 22:05:55.232759+00:00,45.79281110069467,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-01 22:05:56.523697+00:00,46.47744112619288,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-01 22:05:57.773820+00:00,47.995962863994016,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-01 22:05:59.019336+00:00,48.17149370766708,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-01 22:06:00.310511+00:00,46.469528325264605,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-01 22:06:01.628935+00:00,45.509679057408135,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-01 22:06:02.990416+00:00,44.069326231571694,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-01 22:06:04.337748+00:00,44.532934446446234,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-01 22:06:05.620665+00:00,46.76943525595601,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-01 22:06:06.888297+00:00,47.331485023973414,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-01 22:06:08.156918+00:00,47.294845942060306,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-01 22:06:09.423522+00:00,47.371916949668446,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-01 22:06:10.672430+00:00,48.04069303851777,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-01 22:06:11.900375+00:00,48.862413850414654,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-01 22:06:13.111858+00:00,49.52429306952204,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-01 22:06:14.352745+00:00,48.35396131156474,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-01 22:05:15.166000+00:00,,355.875,-0.75,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-01 22:05:16.216000+00:00,,355.875,-0.6875,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-01 22:05:17.262000+00:00,,355.75,-0.75,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-01 22:05:18.307000+00:00,,355.75,-0.75,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-01 22:05:19.355000+00:00,,355.75,-0.75,-0.0625,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-01 22:05:20.410000+00:00,,355.75,-0.6875,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-01 22:05:21.464000+00:00,,355.6875,-0.6875,-0.0625,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-01 22:05:22.519000+00:00,,355.6875,-0.6875,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-01 22:05:23.583000+00:00,,355.625,-0.6875,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-01 22:05:24.643000+00:00,,355.625,-0.75,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-01 22:05:25.702000+00:00,,355.6875,-0.625,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-01 22:05:26.786000+00:00,,355.5625,-0.625,-0.0625,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-01 22:05:27.870000+00:00,,355.5,-0.6875,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-01 22:05:28.927000+00:00,,355.625,-0.75,-0.125,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-01 22:05:29.979000+00:00,,355.5,-0.75,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
