,rpm_value,orientation_heading,orientation_roll,orientation_pitch,temperature_temp_c,magnetometer_mx,magnetometer_my,magnetometer_mz,gyroscope_gx,gyroscope_gy,gyroscope_gz,accelerometer_ax,accelerometer_ay,accelerometer_az,linear_acceleration_lx,linear_acceleration_ly,linear_acceleration_lz,gravity_grx,gravity_gry,gravity_grz,voltage_value,current_value,power_value,servo_value,weatherstation_speed,weatherstation_direction,weatherstation_humidity,weatherstation_pressure,weatherstation_altitude
2025-05-05 21:47:18.418862+00:00,35.17462198827597,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-05 21:47:20.112212+00:00,35.432555884174185,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-05 21:47:21.872232+00:00,34.09065989851842,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-05 21:47:23.606097+00:00,34.60531703977948,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-05 21:47:25.293055+00:00,35.56688708981938,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-05 21:47:26.944249+00:00,36.336825058174554,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-05 21:47:28.597967+00:00,36.28221608239289,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-05 21:47:30.231814+00:00,36.72260363125263,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-05 21:47:31.894888+00:00,36.07832747697958,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-05 21:47:33.535750+00:00,36.56573217992919,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-05 21:47:35.229613+00:00,35.422601089401105,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-05 21:47:36.938702+00:00,35.10648012457963,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-05 21:47:38.628319+00:00,35.51335831487753,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-05 21:47:40.285080+00:00,36.212741776710324,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-05 21:47:41.901834+00:00,37.11105671250896,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-05 21:47:43.495193+00:00,37.655863461152585,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-05 21:47:45.151668+00:00,36.22219158026065,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-05 21:47:46.802923+00:00,36.33551868716482,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-05 21:47:48.459936+00:00,36.20943316574758,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-05 21:47:50.152626+00:00,35.447094144765614,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-05 21:47:51.866514+00:00,35.00871259240176,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-05 21:47:53.526099+00:00,36.153273944205246,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-05 21:47:55.232217+00:00,35.16681155412375,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-05 21:47:56.993559+00:00,34.06526563945848,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-05 21:47:58.735742+00:00,34.439065992204014,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-05 21:48:00.526513+00:00,33.50555855858255,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-05 21:48:02.170935+00:00,36.48726894811075,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-05 21:48:03.826979+00:00,36.23029012220286,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-05 21:48:05.455085+00:00,36.852305511058766,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-05 21:48:07.157932+00:00,35.23591327194612,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-05 21:48:08.782705+00:00,36.92801818151936,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-05 21:48:10.479715+00:00,35.35555722270785,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-05 21:48:12.216240+00:00,34.55229775210784,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-05 21:48:14.001729+00:00,33.60407193506248,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-05 21:48:15.779135+00:00,33.75712779910734,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-05 21:47:18.061000+00:00,,351.8125,-2.1875,2.0625,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-05 21:47:19.112000+00:00,,351.75,-2.0625,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-05 21:47:20.156000+00:00,,351.75,-2.125,2.0625,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-05 21:47:21.198000+00:00,,351.6875,-2.1875,2.0625,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-05 21:47:22.247000+00:00,,351.6875,-2.0625,2.0625,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-05 21:47:23.286000+00:00,,351.5625,-2.0625,1.9375,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-05 21:47:24.321000+00:00,,351.625,-2.0,2.0625,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-05 21:47:25.369000+00:00,,351.5,-2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-05 21:47:26.402000+00:00,,351.625,-2.0,1.9375,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-05 21:47:27.447000+00:00,,351.375,-2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-05 21:47:28.483000+00:00,,351.3125,-2.125,1.9375,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-05 21:47:29.530000+00:00,,351.4375,-2.125,1.9375,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-05 21:47:30.581000+00:00,,351.375,-2.1875,2.0625,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-05 21:47:31.631000+00:00,,351.375,-2.25,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-05 21:47:32.676000+00:00,,351.25,-2.25,1.9375,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-05 21:47:33.723000+00:00,,351.3125,-2.1875,2.0625,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-05 21:47:34.774000+00:00,,351.25,-2.125,2.0625,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-05 21:47:35.825000+00:00,,351.375,-2.0625,2.0625,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-05 21:47:36.875000+00:00,,351.25,-2.125,2.1875,,,,,,,,,,,,,,,,,,,,,,,,,
