Unnamed: 0,rpm_value,rpm_blade_1,rpm_blade_2,rpm_blade_3,orientation_heading,orientation_roll,orientation_pitch,temperature_value,magnetometer_mx,magnetometer_my,magnetometer_mz,gyroscope_gx,gyroscope_gy,gyroscope_gz,accelerometer_ax,accelerometer_ay,accelerometer_az,linear_acceleration_lx,linear_acceleration_ly,linear_acceleration_lz,gravity_grx,gravity_gry,gravity_grz,voltage_value,current_value,power_value,servo_value,speed_value,direction_value,north,northeast,east,southeast,south,southwest,west,northwest,pressure_value,humidity_value,altitude_value,alignment_0,alignment_1,alignment_2,fan_mode_no_fan,fan_mode_low_fan,fan_mode_high_fan
2024-11-25 19:53:33.151000+00:00,58.55,60,60,60,360,-1.938,-0.125,23,-94,-8.688,-31.25,0.069,0.084,-0.012,-1.08,0.37,9.59,-0.58,0.55,-0.4,-0.34,0.01,9.8,1.94625,11.25,30,0,5.6,1,1,0,0,0,0,0,0,0,1015.78,44.55,-6.35,1,0,0,0,0,1
2024-11-25 19:53:33.201000+00:00,58.55,60,60,60,360,-1.938,-0.125,23,-94,-8.688,-31.25,0.069,0.084,-0.012,-1.08,0.37,9.59,-0.58,0.55,-0.4,-0.34,0.01,9.8,1.94625,11.25,30,0,5.6,1,1,0,0,0,0,0,0,0,1015.78,44.55,-6.35,1,0,0,0,0,1
2024-11-25 19:53:33.251000+00:00,58.55,60,60,60,360,-1.938,-0.125,23,-94,-8.688,-31.25,0.069,0.084,-0.012,-1.08,0.37,9.59,-0.58,0.55,-0.4,-0.34,0.01,9.8,1.94625,11.25,30,0,5.6,1,1,0,0,0,0,0,0,0,1015.78,44.55,-6.35,1,0,0,0,0,1
2024-11-25 19:53:33.302000+00:00,58.55,60,60,60,360,-1.938,-0.125,23,-94,-8.688,-31.25,0.069,0.084,-0.012,-1.08,0.37,9.59,-0.58,0.55,-0.4,-0.34,0.01,9.8,1.94625,11.25,30,0,5.6,1,1,0,0,0,0,0,0,0,1015.78,44.55,-6.35,1,0,0,0,0,1
2024-11-25 19:53:33.352000+00:00,58.55,60,60,60,360,-1.938,-0.125,23,-94,-8.688,-31.25,0.069,0.084,-0.012,-1.08,0.37,9.59,-0.58,0.55,-0.4,-0.34,0.01,9.8,1.94625,11.25,30,0,5.6,1,1,0,0,0,0,0,0,0,1015.78,44.55,-6.35,1,0,0,0,0,1
2024-11-25 19:53:33.402000+00:00,58.55,60,60,60,360,-1.938,-0.125,23,-94,-8.688,-31.25,0.069,0.084,-0.012,-1.08,0.37,9.59,-0.58,0.55,-0.4,-0.34,0.01,9.8,1.94625,11.25,30,0,5.6,1,1,0,0,0,0,0,0,0,1015.78,44.55,-6.35,1,0,0,0,0,1
2024-11-25 19:53:33.602000+00:00,58.55,60,60,60,360,-1.938,-0.125,21.2,-94,-8.688,-31.25,0.069,0.084,-0.012,-1.08,0.37,9.59,-0.58,0.55,-0.4,-0.34,0.01,9.8,1.94625,11.25,30,0,5.6,1,1,0,0,0,0,0,0,0,1015.78,44.55,-6.35,1,0,0,0,0,1
2024-11-25 19:53:33.818000+00:00,58.55,60,60,60,360,-1.938,-0.125,21.2,-94,-8.688,-31.25,0.069,0.084,-0.012,-1.08,0.37,9.59,-0.58,0.55,-0.4,-0.34,0.01,9.8,1.94625,11.25,30,0,5.6,1,1,0,0,0,0,0,0,0,1015.78,44.55,-6.35,1,0,0,0,0,1
2024-11-25 19:53:33.951000+00:00,58.55,60,60,60,360,-1.938,-0.125,21.2,-94,-8.688,-31.25,0.069,0.084,-0.012,-1.08,0.37,9.59,-0.58,0.55,-0.4,-0.34,0.01,9.8,1.94625,11.25,30,0,5.6,1,1,0,0,0,0,0,0,0,1015.78,44.55,-6.35,1,0,0,0,0,1
2024-11-25 19:53:34.042000+00:00,58.55,60,60,60,360,-1.938,-0.125,21.2,-94,-8.688,-31.25,0.069,0.084,-0.012,-1.08,0.37,9.59,-0.58,0.55,-0.4,-0.34,0.01,9.8,1.94625,11.25,30,0,5.6,1,1,0,0,0,0,0,0,0,1015.78,44.55,-6.35,1,0,0,0,0,1
2024-11-25 19:53:34.045000+00:00,58.55,60,60,60,360,-1.938,-0.125,21.2,-94,-8.688,-31.25,0.069,0.084,-0.012,-1.08,0.37,9.59,-0.58,0.55,-0.4,-0.34,0.01,9.8,1.94625,11.25,30,0,5.6,1,1,0,0,0,0,0,0,0,1015.78,44.55,-6.35,1,0,0,0,0,1
2024-11-25 19:53:34.113000+00:00,58.55,60,60,60,360,-2,0,21.2,-94,-8.688,-31.25,0.069,0.084,-0.012,-1.08,0.37,9.59,-0.58,0.55,-0.4,-0.34,0.01,9.8,1.94625,11.25,30,0,5.6,1,1,0,0,0,0,0,0,0,1015.78,44.55,-6.35,1,0,0,0,0,1
2024-11-25 19:53:34.173000+00:00,58.55,60,60,60,360,-2,0,23,-94,-8.688,-31.25,0.069,0.084,-0.012,-1.08,0.37,9.59,-0.58,0.55,-0.4,-0.34,0.01,9.8,1.94625,11.25,30,0,5.6,1,1,0,0,0,0,0,0,0,1015.78,44.55,-6.35,1,0,0,0,0,1
2024-11-25 19:53:34.222000+00:00,58.55,60,60,60,360,-2,0,23,-131.688,-19.5,-14.25,0.069,0.084,-0.012,-1.08,0.37,9.59,-0.58,0.55,-0.4,-0.34,0.01,9.8,1.94625,11.25,30,0,5.6,1,1,0,0,0,0,0,0,0,1015.78,44.55,-6.35,1,0,0,0,0,1
2024-11-25 19:53:34.273000+00:00,58.55,60,60,60,360,-2,0,23,-131.688,-19.5,-14.25,0.037,0.001,-0.054,-1.08,0.37,9.59,-0.58,0.55,-0.4,-0.34,0.01,9.8,1.94625,11.25,30,0,5.6,1,1,0,0,0,0,0,0,0,1015.78,44.55,-6.35,1,0,0,0,0,1
