,rpm_value,rpm_blade_1,rpm_blade_2,rpm_blade_3,orientation_heading,orientation_roll,orientation_pitch,temperature_value,magnetometer_mx,magnetometer_my,magnetometer_mz,gyroscope_gx,gyroscope_gy,gyroscope_gz,accelerometer_ax,accelerometer_ay,accelerometer_az,linear_acceleration_lx,linear_acceleration_ly,linear_acceleration_lz,gravity_grx,gravity_gry,gravity_grz,voltage_value,current_value,power_value,servo_value,speed_value,direction_value,pressure_value,humidity_value,altitude_value,alignment_0,alignment_1,alignment_2
2024-11-27 23:02:29.855000+00:00,36.72859889,15,15,15,315,-2,1,22,-95,-17.75,-11.062,-0.003,0.006,0.014,-0.12,-0.43,9.45,0.27,0.32,-0.4,-0.35,-0.15,9.79,1.1325,0,0,45,4.8,1,1016.33,44.3,-11.18,0,1,0
2024-11-27 23:02:30.865000+00:00,36.72859889,15,15,15,315,-2,1,22,-95,-17.75,-11.062,-0.003,0.006,0.014,-0.22,0.09,9.49,0.27,0.32,-0.4,-0.35,-0.15,9.79,1.1325,0,0,45,4.8,1,1016.33,44.3,-11.18,0,1,0
2024-11-27 23:02:31.915000+00:00,36.72859889,15,15,15,315,-2,1,22,-95,-17.75,-11.062,-0.003,0.006,0.014,-0.28,-0.18,9.49,0.27,0.32,-0.4,-0.35,-0.15,9.79,1.1325,0,0,45,4.8,1,1016.33,44.3,-11.18,0,1,0
2024-11-27 23:02:32.914000+00:00,36.72859889,15,15,15,315,-2,1,22,-95,-17.75,-11.062,-0.003,0.006,0.014,-0.61,0.1,9.38,0.27,0.32,-0.4,-0.35,-0.15,9.79,1.1325,0,0,45,4.8,1,1016.33,44.3,-11.18,0,1,0
2024-11-27 23:02:33.917000+00:00,36.72859889,15,15,15,315,-2,1,22,-95,-17.75,-11.062,-0.003,0.006,0.014,-0.11,-0.14,9.41,0.27,0.32,-0.4,-0.35,-0.15,9.79,1.1325,0,0,45,4.8,1,1016.33,44.3,-11.18,0,1,0
2024-11-27 23:02:34.914000+00:00,36.72859889,15,15,15,315,-2,1,22,-95,-17.75,-11.062,-0.003,0.006,0.014,-0.6,-0.05,9.44,0.27,0.32,-0.4,-0.35,-0.15,9.79,1.1325,0,0,45,4.8,1,1016.33,44.3,-11.18,0,1,0
2024-11-27 23:02:35.920000+00:00,36.72859889,15,15,15,315,-2,1,22,-95,-17.75,-11.062,-0.003,0.006,0.014,-0.52,0.12,9.45,0.27,0.32,-0.4,-0.35,-0.15,9.79,1.1325,0,0,45,4.8,1,1016.33,44.3,-11.18,0,1,0
2024-11-27 23:02:36.924000+00:00,36.72859889,15,15,15,315,-2,1,22,-95,-17.75,-11.062,-0.003,0.006,0.014,-0.41,0.04,9.38,0.27,0.32,-0.4,-0.35,-0.15,9.79,1.1325,0,0,45,4.8,1,1016.33,44.3,-11.18,0,1,0
2024-11-27 23:02:37.935000+00:00,36.72859889,15,15,15,315,-2,1,22,-95,-17.75,-11.062,-0.003,0.006,0.014,-0.5,0.12,9.47,0.27,0.32,-0.4,-0.35,-0.15,9.79,1.1325,0,0,45,4.8,1,1016.33,44.3,-11.18,0,1,0
2024-11-27 23:02:38.944000+00:00,36.72859889,15,15,15,315,-2,1,22,-95,-17.75,-11.062,-0.003,0.006,0.014,-0.61,-0.12,9.31,0.27,0.32,-0.4,-0.35,-0.15,9.79,1.1325,0,0,45,4.8,1,1016.33,44.3,-11.18,0,1,0
2024-11-27 23:02:39.951000+00:00,36.72859889,15,15,15,315,-2,1,22,-95,-17.75,-11.062,-0.003,0.006,0.014,-0.45,-0.03,9.4,0.27,0.32,-0.4,-0.35,-0.15,9.79,1.1325,0,0,45,4.8,1,1016.33,44.3,-11.18,0,1,0
2024-11-27 23:02:40.961000+00:00,36.72859889,15,15,15,315,-2,1,21.06,-95,-17.75,-11.062,-0.003,0.006,0.014,-0.31,0.08,9.42,0.27,0.32,-0.4,-0.35,-0.15,9.79,1.1325,0,0,45,4.8,1,1016.33,44.3,-11.18,0,1,0
2024-11-27 23:02:41.972000+00:00,36.72859889,15,15,15,315,-2,1,21.06,-95,-17.75,-11.062,-0.003,0.006,0.014,-0.24,0.3,9.45,0.27,0.32,-0.4,-0.35,-0.15,9.79,1.1325,1.25,0,45,4.8,1,1016.33,44.3,-11.18,0,1,0
2024-11-27 23:02:43.035000+00:00,36.72859889,15,15,15,315,-2,1,21.06,-95,-17.75,-11.062,-0.003,0.006,0.014,-0.5,0.19,9.46,0.27,0.32,-0.4,-0.35,-0.15,9.79,1.1325,1.25,0,45,4.8,1,1016.33,44.3,-11.18,0,1,0
2024-11-27 23:02:44.033000+00:00,36.72859889,15,15,15,315,-2,1,21.06,-95,-17.75,-11.062,-0.003,0.006,0.014,-0.47,0.01,9.44,0.27,0.32,-0.4,-0.35,-0.15,9.79,1.1325,1.25,0,45,4.8,1,1016.33,44.3,-11.18,0,1,0
2024-11-27 23:02:45.033000+00:00,36.72859889,15,15,15,315,-2,1,21.06,-95,-17.75,-11.062,-0.003,0.006,0.014,-0.29,-0.05,9.38,0.27,0.32,-0.4,-0.35,-0.15,9.79,1.1325,1.25,0,45,4.8,1,1016.33,44.3,-11.18,0,1,0
2024-11-27 23:02:46.033000+00:00,36.72859889,15,15,15,315,-2,1,22,-95,-17.75,-11.062,-0.003,0.006,0.014,-0.92,0.23,9.44,0.27,0.32,-0.4,-0.35,-0.15,9.79,1.1325,1.25,0,45,4.8,1,1016.33,44.3,-11.18,0,1,0
2024-11-27 23:02:47.039000+00:00,36.72859889,15,15,15,315,-2,1,22,-95,-17.75,-11.062,-0.003,0.006,0.014,-0.33,-0.37,9.43,0.27,0.32,-0.4,-0.35,-0.15,9.79,1.1325,1.25,0,45,4.8,1,1016.33,44.3,-11.18,0,1,0
2024-11-27 23:02:48.034000+00:00,36.72859889,15,15,15,315,-2,1,22,-95,-17.75,-11.062,-0.003,0.006,0.014,-0.42,-0.26,9.43,0.27,0.32,-0.4,-0.35,-0.15,9.79,1.1325,1.25,0,45,4.8,1,1016.33,44.3,-11.18,0,1,0
2024-11-27 23:01:49.520000+00:00,36.72859889,15,15,15,315,-2,1,22,-95,-17.75,-11.062,-0.003,0.006,0.014,-0.3,-0.09,9.42,0.27,0.32,-0.4,-0.35,-0.15,9.79,1.1325,1.25,0,45,4.8,1,1016.33,44.3,-11.18,0,1,0
2024-11-27 23:01:50.541000+00:00,36.72859889,15,15,15,315,-2,1,22,-95,-17.75,-11.062,-0.003,0.006,0.014,-0.62,-0.48,9.47,0.27,0.32,-0.4,-0.35,-0.15,9.79,1.1325,1.25,0,45,4.8,1,1016.33,44.3,-11.18,0,1,0
2024-11-27 23:01:51.545000+00:00,36.72859889,15,15,15,315,-2,1,22,-95,-17.75,-11.062,-0.003,0.006,0.014,-0.58,-0.01,9.44,0.27,0.32,-0.4,-0.35,-0.15,9.79,1.1325,1.25,0,45,4.8,1,1016.33,44.3,-11.18,0,1,0
2024-11-27 23:01:52.558000+00:00,36.72859889,15,15,15,315,-2,1,22,-95,-17.75,-11.062,-0.003,0.006,0.014,-0.33,-0.05,9.4,0.27,0.32,-0.4,-0.35,-0.15,9.79,1.1325,1.25,0,45,4.8,1,1016.33,44.3,-11.18,0,1,0
2024-11-27 23:01:53.571000+00:00,36.72859889,15,15,15,315,-2,1,22,-95,-17.75,-11.062,-0.003,0.006,0.014,-0.39,0.03,9.42,0.27,0.32,-0.4,-0.35,-0.15,9.79,1.1325,1.25,0,45,4.8,1,1016.33,44.3,-11.18,0,1,0
2024-11-27 23:01:54.573000+00:00,36.72859889,15,15,15,315,-2,1,22,-95,-17.75,-11.062,-0.003,0.006,0.014,-0.2,-0.58,9.41,0.27,0.32,-0.4,-0.35,-0.15,9.79,1.1325,1.25,0,45,4.8,1,1016.33,44.3,-11.18,0,1,0
2024-11-27 23:01:55.580000+00:00,36.72859889,15,15,15,315,-2,1,22,-95,-17.75,-11.062,-0.003,0.006,0.014,-0.45,-0.02,9.43,0.27,0.32,-0.4,-0.35,-0.15,9.79,1.1325,1.25,0,45,4.8,1,1016.33,44.3,-11.18,0,1,0
2024-11-27 23:01:56.592000+00:00,36.72859889,15,15,15,315,-2,1,22,-95,-17.75,-11.062,-0.003,0.006,0.014,-0.4,-0.08,9.43,0.27,0.32,-0.4,-0.35,-0.15,9.79,1.1325,1.25,0,45,4.8,1,1016.33,44.3,-11.18,0,1,0
2024-11-27 23:01:57.600000+00:00,36.72859889,15,15,15,315,-2,1,21.06,-95,-17.75,-11.062,-0.003,0.006,0.014,-0.47,0.2,9.36,0.27,0.32,-0.4,-0.35,-0.15,9.79,1.1325,1.25,0,45,4.8,1,1016.33,44.3,-11.18,0,1,0
2024-11-27 23:01:58.745000+00:00,36.72859889,15,15,15,315,-2,1,21.06,-95,-17.75,-11.062,-0.003,0.006,0.014,-0.32,-0.01,9.38,0.27,0.32,-0.4,-0.35,-0.15,9.79,1.1325,1.25,0,45,4.8,1,1016.33,44.3,-11.18,0,1,0
2024-11-27 23:01:59.619000+00:00,36.72859889,15,15,15,315,-2,1,21.06,-95,-17.75,-11.062,-0.003,0.006,0.014,-0.33,-0.62,9.43,0.27,0.32,-0.4,-0.35,-0.15,9.79,1.1325,1.25,0,45,4.8,1,1016.33,44.3,-11.18,0,1,0
2024-11-27 23:02:00.628000+00:00,36.72859889,15,15,15,315,-2,1,21.06,-95,-17.75,-11.062,-0.003,0.006,0.014,-0.61,-0.29,9.45,0.27,0.32,-0.4,-0.35,-0.15,9.79,1.1325,1.25,0,45,4.8,1,1016.33,44.3,-11.18,0,1,0
2024-11-27 23:02:01.641000+00:00,36.72859889,15,15,15,315,-2,1,21.06,-95,-17.75,-11.062,-0.003,0.006,0.014,-0.27,-0.49,9.42,0.27,0.32,-0.4,-0.35,-0.15,9.79,1.1325,1.25,0,45,4.8,1,1016.33,44.3,-11.18,0,1,0
2024-11-27 23:02:02.645000+00:00,36.72859889,15,15,15,315,-2,1,22,-95,-17.75,-11.062,-0.003,0.006,0.014,-0.44,0.38,9.45,0.27,0.32,-0.4,-0.35,-0.15,9.79,1.1325,1.25,0,45,4.8,1,1016.33,44.3,-11.18,0,1,0
2024-11-27 23:02:03.658000+00:00,36.72859889,15,15,15,315,-2,1,22,-95,-17.75,-11.062,-0.003,0.006,0.014,-0.31,0.14,9.39,0.27,0.32,-0.4,-0.35,-0.15,9.79,1.1325,1.25,0,45,4.8,1,1016.33,44.3,-11.18,0,1,0
2024-11-27 23:02:04.671000+00:00,36.72859889,15,15,15,315,-2,1,22,-95,-17.75,-11.062,-0.003,0.006,0.014,-0.48,-0.03,9.49,0.27,0.32,-0.4,-0.35,-0.15,9.79,1.1325,1.25,0,45,4.8,1,1016.33,44.3,-11.18,0,1,0
2024-11-27 23:02:05.680000+00:00,36.72859889,15,15,15,315,-2,1,22,-95,-17.75,-11.062,-0.003,0.006,0.014,-0.56,-0.19,9.45,0.27,0.32,-0.4,-0.35,-0.15,9.79,1.1325,1.25,0,45,4.8,1,1016.33,44.3,-11.18,0,1,0
2024-11-27 23:02:06.692000+00:00,36.72859889,15,15,15,315,-2,1,22,-95,-17.75,-11.062,-0.003,0.006,0.014,-0.33,0.06,9.44,0.27,0.32,-0.4,-0.35,-0.15,9.79,1.1325,1.25,0,45,4.8,1,1016.33,44.3,-11.18,0,1,0
2024-11-27 23:02:07.698000+00:00,36.72859889,15,15,15,315,-2,1,22,-95,-17.75,-11.062,-0.003,0.006,0.014,-0.46,0.14,9.4,0.27,0.32,-0.4,-0.35,-0.15,9.79,1.1325,1.25,0,45,4.8,1,1016.33,44.3,-11.18,0,1,0
2024-11-27 23:02:08.711000+00:00,36.72859889,15,15,15,315,-2,1,22,-95,-17.75,-11.062,-0.003,0.006,0.014,-0.81,-0.14,9.48,0.27,0.32,-0.4,-0.35,-0.15,9.79,1.1325,1.25,0,45,4.8,1,1016.33,44.3,-11.18,0,1,0
2024-11-27 23:02:09.745000+00:00,36.72859889,15,15,15,315,-2,1,22,-95,-17.75,-11.062,-0.003,0.006,0.014,-0.61,0.15,9.42,0.27,0.32,-0.4,-0.35,-0.15,9.79,1.1325,1.25,0,45,4.8,1,1016.33,44.3,-11.18,0,1,0
2024-11-27 23:02:10.731000+00:00,36.72859889,15,15,15,315,-2,1,22,-95,-17.75,-11.062,-0.003,0.006,0.014,-0.61,0.15,9.42,0.27,0.32,-0.4,-0.35,-0.15,9.79,1.1325,1.25,0,45,4.8,1,1016.33,44.3,-11.18,0,1,0
2024-11-27 23:02:11.740000+00:00,36.72859889,15,15,15,315,-2,1,22,-95,-17.75,-11.062,-0.003,0.006,0.014,-0.61,0.15,9.42,-0.33,0.05,-0.38,-0.35,-0.15,9.79,1.1325,1.25,0,45,4.8,1,1016.33,44.3,-11.18,0,1,0
2024-11-27 23:02:12.749000+00:00,36.72859889,15,15,15,315,-2,1,22,-95,-17.75,-11.062,-0.003,0.006,0.014,-0.61,0.15,9.42,0.1,0.09,-0.36,-0.35,-0.15,9.79,1.1325,1.25,0,45,4.8,1,1016.33,44.3,-11.18,0,1,0
2024-11-27 23:02:13.757000+00:00,36.72859889,15,15,15,315,-2,1,22,-95,-17.75,-11.062,-0.003,0.006,0.014,-0.61,0.15,9.42,-0.09,-0.23,-0.37,-0.35,-0.15,9.79,1.1325,1.25,0,45,4.8,1,1016.33,44.3,-11.18,0,1,0
2024-11-27 23:02:14.766000+00:00,36.72859889,15,15,15,315,-2,1,21.06,-95,-17.75,-11.062,-0.003,0.006,0.014,-0.61,0.15,9.42,0.06,0.58,-0.37,-0.35,-0.15,9.79,1.1325,1.25,0,45,4.8,1,1016.33,44.3,-11.18,0,1,0
2024-11-27 23:02:15.777000+00:00,36.72859889,15,15,15,315,-2,1,21.06,-95,-17.75,-11.062,-0.003,0.006,0.014,-0.61,0.15,9.42,0.08,0.55,-0.38,-0.35,-0.15,9.79,1.1325,1.25,0,45,4.8,1,1016.33,44.3,-11.18,0,1,0
2024-11-27 23:02:16.791000+00:00,36.72859889,15,15,15,315,-2,1,21.06,-95,-17.75,-11.062,-0.003,0.006,0.014,-0.61,0.15,9.42,-0.29,-0.2,-0.4,-0.35,-0.15,9.79,1.1325,0,0,45,4.8,1,1016.33,44.3,-11.18,0,1,0
2024-11-27 23:02:17.796000+00:00,36.72859889,15,15,15,315,-2,1,21.06,-95,-17.75,-11.062,-0.003,0.006,0.014,-0.61,0.15,9.42,-0.23,0.22,-0.44,-0.35,-0.15,9.79,1.1325,0,0,45,4.8,1,1016.33,44.3,-11.18,0,1,0
2024-11-27 23:02:18.806000+00:00,36.72859889,15,15,15,315,-2,1,21.06,-95,-17.75,-11.062,-0.003,0.006,0.014,-0.61,0.15,9.42,0.03,-0.2,-0.33,-0.35,-0.15,9.79,1.1325,0,0,45,4.8,1,1016.33,44.3,-11.18,0,1,0
2024-11-27 23:02:19.806000+00:00,36.72859889,15,15,15,315,-2,1,22,-95,-17.75,-11.062,-0.003,0.006,0.014,-0.61,0.15,9.42,-0.12,-0.01,-0.35,-0.35,-0.15,9.79,1.1325,0,0,45,4.8,1,1016.33,44.3,-11.18,0,1,0
2024-11-27 23:02:20.826000+00:00,36.72859889,15,15,15,315,-2,1,22,-95,-17.75,-11.062,-0.003,0.006,0.014,-0.61,0.15,9.42,-0.55,-0.29,-0.4,-0.35,-0.15,9.79,1.1325,0,0,45,4.8,1,1016.33,44.3,-11.18,0,1,0
2024-11-27 23:02:21.836000+00:00,36.72859889,15,15,15,315,-2,1,22,-95,-17.75,-11.062,-0.003,0.006,0.014,-0.61,0.15,9.42,0.01,-0.08,-0.41,-0.35,-0.15,9.79,1.1325,0,0,45,4.8,1,1016.33,44.3,-11.18,0,1,0
2024-11-27 23:02:22.845000+00:00,36.72859889,15,15,15,315,-2,1,22,-95,-17.75,-11.062,-0.003,0.006,0.014,-0.61,0.15,9.42,-0.22,-0.01,-0.37,-0.35,-0.15,9.79,1.1325,0,0,45,4.8,1,1016.33,44.3,-11.18,0,1,0
2024-11-27 23:02:23.847000+00:00,36.72859889,15,15,15,315,-2,1,22,-95,-17.75,-11.062,-0.003,0.006,0.014,-0.61,0.15,9.42,0.01,0.24,-0.33,-0.35,-0.15,9.79,1.1325,0,0,45,4.8,1,1016.33,44.3,-11.18,0,1,0
2024-11-27 23:02:24.860000+00:00,36.72859889,15,15,15,315,-2,1,22,-95,-17.75,-11.062,-0.003,0.006,0.014,-0.61,0.15,9.42,-0.18,0.32,-0.36,-0.35,-0.15,9.79,1.1325,0,0,45,4.8,1,1016.33,44.3,-11.18,0,1,0
2024-11-27 23:02:25.869000+00:00,36.72859889,15,15,15,315,-2,1,22,-95,-17.75,-11.062,-0.003,0.006,0.014,-0.61,0.15,9.42,-0.05,0.2,-0.31,-0.35,-0.15,9.79,1.1325,0,0,45,4.8,1,1016.33,44.3,-11.18,0,1,0
2024-11-27 23:02:26.877000+00:00,36.72859889,15,15,15,315,-2,1,22,-95,-17.75,-11.062,-0.003,0.006,0.014,-0.61,0.15,9.42,-0.25,0.35,-0.36,-0.35,-0.15,9.79,1.1325,0,0,45,4.8,1,1016.33,44.3,-11.18,0,1,0
2024-11-27 23:02:27.894000+00:00,36.72859889,15,15,15,315,-2,1,22,-95,-17.75,-11.062,-0.003,0.006,0.014,-0.61,0.15,9.42,-0.16,-0.02,-0.39,-0.35,-0.15,9.79,1.1325,0,0,45,4.8,1,1016.33,44.3,-11.18,0,1,0
2024-11-27 23:02:28.898000+00:00,36.72859889,15,15,15,315,-2,1,22,-95,-17.75,-11.062,-0.003,0.006,0.014,-0.61,0.15,9.42,-0.1,0.03,-0.35,-0.35,-0.15,9.79,1.1325,0,0,45,4.8,1,1016.33,44.3,-11.18,0,1,0
2024-11-27 23:02:29.909000+00:00,36.72859889,15,15,15,315,-2,1,22,-95,-17.75,-11.062,-0.003,0.006,0.014,-0.61,0.15,9.42,0.19,-0.29,-0.34,-0.35,-0.15,9.79,1.1325,0,0,45,4.8,1,1016.33,44.3,-11.18,0,1,0
2024-11-27 23:02:30.914000+00:00,36.72859889,15,15,15,315,-2,1,22,-95,-17.75,-11.062,-0.003,0.006,0.014,-0.61,0.15,9.42,0.1,0.23,-0.3,-0.35,-0.15,9.79,1.1325,0,0,45,4.8,1,1016.33,44.3,-11.18,0,1,0
2024-11-27 23:02:31.964000+00:00,36.72859889,15,15,15,315,-2,1,21.06,-95,-17.75,-11.062,-0.003,0.006,0.014,-0.61,0.15,9.42,0.02,-0.03,-0.3,-0.35,-0.15,9.79,1.1325,0,0,45,4.8,1,1016.33,44.3,-11.18,0,1,0
2024-11-27 23:02:32.963000+00:00,36.72859889,15,15,15,315,-2,1,21.06,-95,-17.75,-11.062,-0.003,0.006,0.014,-0.61,0.15,9.42,-0.31,0.27,-0.41,-0.35,-0.15,9.79,1.1325,0,0,45,4.8,1,1016.33,44.3,-11.18,0,1,0
2024-11-27 23:02:33.966000+00:00,36.72859889,15,15,15,315,-2,1,21.06,-95,-17.75,-11.062,-0.003,0.006,0.014,-0.61,0.15,9.42,0.23,0,-0.38,-0.35,-0.15,9.79,1.1325,1.25,0,45,4.8,1,1016.33,44.3,-11.18,0,1,0
2024-11-27 23:02:34.964000+00:00,36.72859889,15,15,15,315,-2,1,21.06,-95,-17.75,-11.062,-0.003,0.006,0.014,-0.61,0.15,9.42,-0.24,0.1,-0.35,-0.35,-0.15,9.79,1.1325,1.25,0,45,4.8,1,1016.33,44.3,-11.18,0,1,0
2024-11-27 23:02:35.975000+00:00,36.72859889,15,15,15,315,-2,1,21.06,-95,-17.75,-11.062,-0.003,0.006,0.014,-0.61,0.15,9.42,-0.2,0.29,-0.34,-0.35,-0.15,9.79,1.1325,1.25,0,45,4.8,1,1016.33,44.3,-11.18,0,1,0
2024-11-27 23:02:36.974000+00:00,36.72859889,15,15,15,315,-2,1,22,-95,-17.75,-11.062,-0.003,0.006,0.014,-0.61,0.15,9.42,-0.1,0.2,-0.41,-0.35,-0.15,9.79,1.1325,1.25,0,45,4.8,1,1016.33,44.3,-11.18,0,1,0
2024-11-27 23:02:38.033000+00:00,36.72859889,15,15,15,315,-2,1,22,-95,-17.75,-11.062,-0.003,0.006,0.014,-0.61,0.15,9.42,-0.17,0.27,-0.32,-0.35,-0.15,9.79,1.1325,1.25,0,45,4.8,1,1016.33,44.3,-11.18,0,1,0
2024-11-27 23:02:38.993000+00:00,36.72859889,15,15,15,315,-2,1,22,-95,-17.75,-11.062,-0.003,0.006,0.014,-0.61,0.15,9.42,-0.27,0.03,-0.48,-0.35,-0.15,9.79,1.1325,1.25,0,45,4.8,1,1016.33,44.3,-11.18,0,1,0
2024-11-27 23:02:40.004000+00:00,36.72859889,15,15,15,315,-2,1,22,-95,-17.75,-11.062,-0.003,0.006,0.014,-0.61,0.15,9.42,-0.13,0.12,-0.39,-0.35,-0.15,9.79,1.1325,1.25,0,45,4.8,1,1016.33,44.3,-11.18,0,1,0
2024-11-27 23:02:41.013000+00:00,36.72859889,15,15,15,315,-2,1,22,-95,-17.75,-11.062,-0.003,0.006,0.014,-0.61,0.15,9.42,0.01,0.24,-0.37,-0.35,-0.15,9.79,1.1325,1.25,0,45,4.8,1,1016.33,44.3,-11.18,0,1,0
2024-11-27 23:02:42.025000+00:00,36.72859889,15,15,15,315,-2,1,22,-95,-17.75,-11.062,-0.003,0.006,0.014,-0.61,0.15,9.42,0.07,0.45,-0.34,-0.35,-0.15,9.79,1.1325,1.25,0,45,4.8,1,1016.33,44.3,-11.18,0,1,0
2024-11-27 23:02:43.083000+00:00,36.72859889,15,15,15,315,-2,1,22,-95,-17.75,-11.062,-0.003,0.006,0.014,-0.61,0.15,9.42,-0.17,0.34,-0.33,-0.35,-0.15,9.79,1.1325,1.25,0,45,4.8,1,1016.33,44.3,-11.18,0,1,0
2024-11-27 23:02:44.084000+00:00,36.72859889,15,15,15,315,-2,1,22,-95,-17.75,-11.062,-0.003,0.006,0.014,-0.61,0.15,9.42,-0.14,0.15,-0.35,-0.35,-0.15,9.79,1.1325,1.25,0,45,4.8,1,1016.33,44.3,-11.18,0,1,0
2024-11-27 23:02:45.084000+00:00,36.72859889,15,15,15,315,-2,1,22,-95,-17.75,-11.062,-0.003,0.006,0.014,-0.61,0.15,9.42,0.02,0.1,-0.41,-0.35,-0.15,9.79,1.1325,1.25,0,45,4.8,1,1016.33,44.3,-11.18,0,1,0
2024-11-27 23:02:46.083000+00:00,36.72859889,15,15,15,315,-2,1,22,-95,-17.75,-11.062,-0.003,0.006,0.014,-0.61,0.15,9.42,-0.6,0.38,-0.35,-0.35,-0.15,9.79,1.1325,1.25,0,45,4.8,1,1016.33,44.3,-11.18,0,1,0
2024-11-27 23:02:47.083000+00:00,36.72859889,15,15,15,315,-2,1,22,-95,-17.75,-11.062,-0.003,0.006,0.014,-0.61,0.15,9.42,-0.01,-0.23,-0.36,-0.35,-0.15,9.79,1.1325,1.25,0,45,4.8,1,1016.33,44.3,-11.18,0,1,0
2024-11-27 23:02:48.083000+00:00,36.72859889,15,15,15,315,-2,1,22,-95,-17.75,-11.062,-0.003,0.006,0.014,-0.61,0.15,9.42,-0.08,-0.16,-0.36,-0.35,-0.15,9.79,1.1325,1.25,0,45,4.8,1,1016.33,44.3,-11.18,0,1,0
2024-11-27 23:01:49.566000+00:00,36.72859889,15,15,15,315,-2,1,22,-95,-17.75,-11.062,-0.003,0.006,0.014,-0.61,0.15,9.42,0.02,0.01,-0.37,-0.35,-0.15,9.79,1.1325,1.25,0,45,4.8,1,1016.33,44.3,-11.18,0,1,0
2024-11-27 23:01:50.586000+00:00,36.72859889,15,15,15,315,-2,1,21.06,-95,-17.75,-11.062,-0.003,0.006,0.014,-0.61,0.15,9.42,-0.28,-0.35,-0.32,-0.35,-0.15,9.79,1.1325,1.25,0,45,4.8,1,1016.33,44.3,-11.18,0,1,0
2024-11-27 23:01:51.595000+00:00,36.72859889,15,15,15,315,-2,1,21.06,-95,-17.75,-11.062,-0.003,0.006,0.014,-0.61,0.15,9.42,-0.26,0.12,-0.35,-0.35,-0.15,9.79,1.1325,-1.25,0,45,4.8,1,1016.33,44.3,-11.18,0,1,0
2024-11-27 23:01:52.606000+00:00,36.72859889,15,15,15,315,-2,1,21.06,-95,-17.75,-11.062,-0.003,0.006,0.014,-0.61,0.15,9.42,-0.02,0.08,-0.39,-0.35,-0.15,9.79,1.1325,-1.25,0,45,4.8,1,1016.33,44.3,-11.18,0,1,0
2024-11-27 23:01:53.615000+00:00,36.72859889,15,15,15,315,-2,1,21.06,-95,-17.75,-11.062,-0.003,0.006,0.014,-0.61,0.15,9.42,-0.05,0.17,-0.37,-0.35,-0.15,9.79,1.1325,-1.25,0,45,4.8,1,1016.33,44.3,-11.18,0,1,0
2024-11-27 23:01:54.627000+00:00,36.72859889,15,15,15,315,-2,1,21.06,-95,-17.75,-11.062,-0.003,0.006,0.014,-0.61,0.15,9.42,0.12,-0.44,-0.38,-0.35,-0.15,9.79,1.1325,-1.25,0,45,4.8,1,1016.33,44.3,-11.18,0,1,0
2024-11-27 23:01:55.625000+00:00,36.72859889,15,15,15,315,-2,1,21.06,-95,-17.75,-11.062,-0.003,0.006,0.014,-0.61,0.15,9.42,-0.13,0.11,-0.36,-0.35,-0.15,9.79,1.1325,-1.25,0,45,4.8,1,1016.33,44.3,-11.18,0,1,0
2024-11-27 23:01:56.646000+00:00,36.72859889,15,15,15,315,-2,1,22,-95,-17.75,-11.062,-0.003,0.006,0.014,-0.61,0.15,9.42,-0.08,0.08,-0.36,-0.35,-0.15,9.79,1.1325,-1.25,0,45,4.8,1,1016.33,44.3,-11.18,0,1,0
2024-11-27 23:01:57.645000+00:00,36.72859889,15,15,15,315,-2,1,22,-95,-17.75,-11.062,-0.003,0.006,0.014,-0.61,0.15,9.42,-0.13,0.35,-0.43,-0.35,-0.15,9.79,1.1325,-1.25,0,45,4.8,1,1016.33,44.3,-11.18,0,1,0
2024-11-27 23:01:58.795000+00:00,36.72859889,15,15,15,315,-2,1,22,-95,-17.75,-11.062,-0.003,0.006,0.014,-0.61,0.15,9.42,0.01,0.14,-0.41,-0.35,-0.15,9.79,1.1325,-1.25,0,45,4.8,1,1016.33,44.3,-11.18,0,1,0
2024-11-27 23:01:59.666000+00:00,36.72859889,15,15,15,315,-2,1,22,-95,-17.75,-11.062,-0.003,0.006,0.014,-0.61,0.15,9.42,0.02,-0.46,-0.36,-0.35,-0.15,9.79,1.1325,-1.25,0,45,4.8,1,1016.33,44.3,-11.18,0,1,0
2024-11-27 23:02:00.677000+00:00,36.72859889,15,15,15,315,-2,1,22,-95,-17.75,-11.062,-0.003,0.006,0.014,-0.61,0.15,9.42,-0.26,-0.12,-0.34,-0.35,-0.15,9.79,1.1325,-1.25,0,45,4.8,1,1016.33,44.3,-11.18,0,1,0
2024-11-27 23:02:01.703000+00:00,36.72859889,15,15,15,315,-2,1,22,-95,-17.75,-11.062,-0.003,0.006,0.014,-0.61,0.15,9.42,0.06,-0.33,-0.37,-0.35,-0.15,9.79,1.1325,-1.25,0,45,4.8,1,1016.33,44.3,-11.18,0,1,0
2024-11-27 23:02:02.695000+00:00,36.72859889,15,15,15,315,-2,1,22,-95,-17.75,-11.062,-0.003,0.006,0.014,-0.61,0.15,9.42,-0.22,0.76,-0.37,-0.35,-0.15,9.79,1.1325,-1.25,0,45,4.8,1,1016.33,44.3,-11.18,0,1,0
2024-11-27 23:02:03.706000+00:00,36.72859889,15,15,15,315,-2,1,22,-95,-17.75,-11.062,-0.003,0.006,0.014,-0.61,0.15,9.42,0.01,0.32,-0.39,-0.35,-0.15,9.79,1.1325,-1.25,0,45,4.8,1,1016.33,44.3,-11.18,0,1,0
