,rpm_value,orientation_heading,orientation_roll,orientation_pitch,temperature_temp_c,magnetometer_mx,magnetometer_my,magnetometer_mz,gyroscope_gx,gyroscope_gy,gyroscope_gz,accelerometer_ax,accelerometer_ay,accelerometer_az,linear_acceleration_lx,linear_acceleration_ly,linear_acceleration_lz,gravity_grx,gravity_gry,gravity_grz,voltage_value,current_value,power_value,weatherstation_speed,weatherstation_direction,weatherstation_humidity,weatherstation_pressure,weatherstation_altitude
2025-04-10 19:35:15.087090+00:00,64.12960764,353.5625,-1.5625,-0.375,23,-29.875,14.25,-72.5,-0.01,0.026666667,-0.001111111,-0.59,-0.05,9.47,-0.3,-0.13,-0.33,-0.28,0.07,9.8,1.885,3.75,0,2.8,1,65.93,1020.25,-43.68
2025-04-10 19:35:16.014681+00:00,64.68595246528561,353.625,-1.5625,-0.3125,23,-35.5,-12.5,-78.1875,-0.008888889,-0.033333333,0.043333333,-0.28,0.16,9.39,-0.18,-0.15,-0.41,-0.26,0.06,9.8,1.96,3.75,0,2.7,1,65.93,1020.25,-43.68
2025-04-10 19:35:16.943430+00:00,64.60347242883903,353.5,-1.375,-0.3125,23,-23.25,-26.0625,-56.5625,-0.007777778,0.01,0.04,0.22,0.29,9.56,0.23,0,-0.47,-0.24,0.05,9.8,1.9025,3.75,10,2.7,1,65.93,1020.25,-43.68
2025-04-10 19:35:17.873406+00:00,64.51885355302268,353.5625,-1.875,-0.375,23,-17.6875,-19.875,-43.5625,-0.032222222,0.012222222,0.04,-0.65,-0.13,9.61,-0.27,0.1,-0.39,-0.33,0.06,9.8,1.93125,2.5,0,2.7,1,65.93,1020.25,-43.68
2025-04-10 19:35:18.821372+00:00,63.29512192054729,353.4375,-1.6875,-0.3125,23,-17.5625,-16.375,-40.875,-0.005555556,-0.025555556,-0.081111111,-0.07,-0.28,9.51,0.21,-0.34,-0.28,-0.28,0.05,9.8,1.865,1.25,10,2.8,1,65.93,1020.25,-43.68
2025-04-10 19:35:19.754672+00:00,64.29282128305007,353.4375,-1.6875,-0.3125,23,-17.5625,-16.375,-40.875,-0.005555556,-0.025555556,-0.081111111,-0.07,-0.28,9.51,0.21,-0.34,-0.28,-0.28,0.05,9.8,1.88125,3.75,10,2.8,1,65.93,1020.25,-43.68
2025-04-10 19:35:20.693739+00:00,63.88953020328468,353.4375,-1.5625,-0.4375,23,-16.1875,-8.25,-38.25,-0.006666667,0.014444444,-0.021111111,-0.02,0.01,9.44,0.24,-0.06,-0.35,-0.27,0.07,9.8,1.8825,3.75,10,2.8,1,65.93,1020.25,-43.68
2025-04-10 19:35:21.619509+00:00,64.80637139208488,353.5,-1.75,-0.3125,23,-15.5,0.25,-38,0.016666667,-0.014444444,-0.006666667,-0.43,0.51,9.31,-0.18,0.4,-0.33,-0.29,0.06,9.8,1.9925,1.25,0,2.8,1,65.93,1020.25,-43.68
2025-04-10 19:35:22.553002+00:00,64.27403621,353.5,-1.5625,-0.125,23,-15.25,10.5625,-43.875,-0.01,-0.042222222,0.06,0.48,-0.22,9.5,0.35,-0.28,-0.37,-0.26,0.02,9.8,1.99,2.5,0,2.9,1,65.95,1020.3,-43.96
2025-04-10 19:35:23.482683+00:00,64.53713655292961,353.375,-1.625,-0.0625,23,-24.1875,21.1875,-61.0625,0.002222222,-0.018888889,-0.011111111,-0.59,-0.29,9.44,0.23,-0.02,-0.34,-0.28,0.01,9.8,1.99,2.5,0,2.9,1,65.95,1020.3,-43.96
2025-04-10 19:35:24.428464+00:00,63.43896232229668,353.4375,-1.5625,0,23,-35.1875,6.0625,-76.5625,-0.017777778,-0.062222222,0,-0.39,-0.08,9.29,-0.15,-0.59,-0.43,-0.25,0,9.8,1.96625,5,10,2.9,1,65.95,1020.3,-43.96
2025-04-10 19:35:25.373580+00:00,63.48546895090828,353.3125,-1.5,0,23,-32.5,-18,-71.25,-0.011111111,-0.067777778,-0.032222222,0.11,-0.6,9.47,0.36,-0.6,-0.33,-0.24,0,9.8,1.9325,0,10,2.8,1,65.95,1020.3,-43.96
2025-04-10 19:35:26.336435+00:00,62.31570606471806,353.3125,-1.4375,-0.1875,23,-23.75,-24,-56.0625,-0.01,0.03,0.054444444,-0.07,0.06,9.53,0.16,0.03,-0.26,-0.24,0.03,9.8,1.87125,3.75,10,2.8,1,65.95,1020.3,-43.96
2025-04-10 19:35:27.311981+00:00,61.50473313098821,353.25,-1.375,-0.25,23,-19.375,-19.875,-45.0625,-0.016666667,0.007777778,-0.02,-0.02,-0.21,9.36,0.21,-0.25,-0.43,-0.24,0.03,9.8,1.83,3.75,0,2.8,1,65.95,1020.3,-43.96
2025-04-10 19:35:28.266227+00:00,62.87540434194605,353.3125,-1.4375,-0.1875,23,-16.875,-12.875,-39.1875,-0.007777778,-0.021111111,-0.043333333,-0.81,0.37,9.33,-0.55,0.32,-0.46,-0.26,0.04,9.8,1.9475,3.75,10,2.8,1,65.95,1020.3,-43.96
2025-04-10 19:35:29.228093+00:00,62.37832473144613,353.25,-1.375,-0.1875,23,-17.0625,-6.5,-37,-0.04,-0.015555556,-0.054444444,-0.81,0.37,9.33,-0.55,0.32,-0.46,-0.26,0.04,9.8,1.96375,3.75,10,2.8,1,65.95,1020.3,-43.96
2025-04-10 19:35:30.195463+00:00,62.04522878814215,353.25,-1.375,-0.1875,23,-17.0625,-6.5,-37,-0.04,-0.015555556,-0.054444444,-0.35,-0.17,9.37,0.15,-0.26,-0.28,-0.24,0.04,9.8,1.9425,2.5,0,2.8,1,65.95,1020.3,-43.96
2025-04-10 19:35:31.187221+00:00,60.48033245910291,353.1875,-1.3125,-0.25,23,-16.5,-2.1875,-38,-0.007777778,0.022222222,-0.048888889,-0.22,-0.3,9.47,0.31,-0.09,-0.35,-0.23,0.04,9.8,1.885,1.25,0,2.8,1,65.95,1020.3,-43.96
2025-04-10 19:35:32.147393+00:00,62.486496257388765,353.1875,-1.375,-0.25,23,-16.375,2.5625,-37.1875,0.021111111,-0.005555556,-0.078888889,-0.38,-0.1,9.42,-0.01,-0.08,-0.4,-0.25,0.05,9.8,1.84625,2.5,0,2.8,1,65.95,1020.3,-43.96
2025-04-10 19:35:33.089940+00:00,63.66330411975241,353.1875,-1.625,-0.375,23,-14.375,6.5625,-38.1875,-0.024444444,-0.022222222,-0.025555556,-0.4,0.13,9.55,-0.13,0.06,-0.24,-0.27,0.06,9.8,1.94625,6.25,0,2.8,1,65.95,1020.3,-43.96
