,rpm_value,orientation_heading,orientation_roll,orientation_pitch,temperature_temp_c,magnetometer_mx,magnetometer_my,magnetometer_mz,gyroscope_gx,gyroscope_gy,gyroscope_gz,accelerometer_ax,accelerometer_ay,accelerometer_az,linear_acceleration_lx,linear_acceleration_ly,linear_acceleration_lz,gravity_grx,gravity_gry,gravity_grz,voltage_value,current_value,power_value,weatherstation_speed,weatherstation_direction,weatherstation_humidity,weatherstation_pressure,weatherstation_altitude
2025-04-10 19:34:33.566364+00:00,63.86042874028676,354.5,-1.5,-0.3125,23,-14.0625,16.1875,-51.5,-0.008888889,0.016666667,0.032222222,-0.07,0.28,9.43,0.07,0.04,-0.46,-0.28,0.04,9.8,1.87125,3.75,0,2.8,1,65.87,1020.36,-44.23
2025-04-10 19:34:34.521035+00:00,62.84827078638805,354.375,-1.5625,-0.25,23,-14.0625,16.1875,-51.5,-0.008888889,0.016666667,0.032222222,-0.07,0.28,9.43,0.07,0.04,-0.46,-0.28,0.04,9.8,1.87125,3.75,0,2.8,1,65.87,1020.36,-44.23
2025-04-10 19:34:35.465592+00:00,63.52352830408714,354.4375,-1.6875,-0.25,23,-25.5625,17.5625,-70,-0.026666667,-0.014444444,-0.002222222,-0.58,-0.04,9.44,-0.3,-0.08,-0.35,-0.28,0.04,9.8,1.87125,3.75,0,2.8,1,65.87,1020.36,-44.23
2025-04-10 19:34:36.429585+00:00,62.240741730030685,354.375,-1.6875,-0.3125,23,-32.0625,-0.5,-79.5625,0.008888889,-0.01,-0.043333333,-0.39,0.2,9.37,-0.09,0.14,-0.43,-0.29,0.05,9.8,1.88,3.75,10,2.8,1,65.87,1020.36,-44.23
2025-04-10 19:34:37.389120+00:00,62.52951885526897,354.4375,-1.6875,-0.375,23,-27.25,-20.375,-71.25,0,-0.023333333,0.027777778,-0.11,0.17,9.42,0.14,0.29,-0.31,-0.27,0.06,9.8,1.94625,2.5,10,2.8,1,65.87,1020.36,-44.23
2025-04-10 19:34:38.358319+00:00,61.90981021260704,354.375,-1.5,-0.3125,23,-23.1875,-22.6875,-64.375,-0.008888889,0.016666667,0.043333333,-0.44,-0.08,9.37,-0.17,-0.13,-0.43,-0.26,0.05,9.8,1.89375,2.5,0,2.8,1,65.87,1020.36,-44.23
2025-04-10 19:34:39.313965+00:00,62.78270063299556,354.25,-1.5,-0.25,23,-16.6875,-21.75,-49.25,0.026666667,0.018888889,0.008888889,-0.74,0,9.4,-0.47,-0.04,-0.39,-0.26,0.05,9.8,1.905,2.5,0,2.8,1,65.87,1020.36,-44.23
2025-04-10 19:34:40.265373+00:00,63.06536505418582,354.25,-1.6875,-0.5,23,-12.25,-15.25,-42.6875,0.005555556,-0.014444444,-0.015555556,-0.47,0.02,9.32,-0.04,0.21,-0.29,-0.29,0.08,9.8,1.96,3.75,0,2.8,1,65.87,1020.36,-44.23
2025-04-10 19:34:41.219054+00:00,62.91267262,354.25,-1.6875,-0.625,23,-12.25,-15.25,-42.6875,0.005555556,-0.014444444,-0.015555556,-0.47,0.02,9.32,-0.04,0.21,-0.29,-0.29,0.08,9.8,1.92,5,10,2.8,1,65.87,1020.36,-44.23
2025-04-10 19:34:42.161948+00:00,63.63479451299673,354.25,-1.6875,-0.625,23,-11.875,-25.375,-40.25,-0.036666667,-0.012222222,-0.035555556,-0.22,0.07,9.53,0.06,-0.03,-0.26,-0.29,0.1,9.8,1.86375,6.25,10,2.8,1,65.87,1020.36,-44.23
2025-04-10 19:34:43.109328+00:00,63.33156670094236,354.1875,-1.625,-0.4375,23,-12.6875,-18.5625,-40.0625,0.025555556,0,-0.005555556,-0.5,0.2,9.28,-0.22,0.11,-0.51,-0.27,0.08,9.8,1.87,3.75,0,2.7,1,65.87,1020.36,-44.23
2025-04-10 19:34:44.056055+00:00,63.37529841950983,354.1875,-1.5625,-0.375,23,-11.75,-10.375,-41.375,-0.01,-0.041111111,-0.015555556,-0.25,0.28,9.38,0,0.2,-0.41,-0.26,0.07,9.8,1.855,2.5,0,2.7,1,65.87,1020.36,-44.23
2025-04-10 19:34:44.991210+00:00,64.16153952058252,354.25,-1.5,-0.3125,23,-14.375,2.1875,-49.1875,0.006666667,0.027777778,0.045555556,-0.35,0.44,9.38,-0.08,0.37,-0.41,-0.27,0.06,9.8,1.8825,5,10,2.7,1,65.87,1020.36,-44.23
2025-04-10 19:34:45.943246+00:00,63.031451827413946,354.125,-1.6875,-0.3125,23,-24.6875,3.875,-69,0.006666667,0.008888889,-0.044444444,-0.14,-0.31,9.36,0.24,-0.27,-0.35,-0.28,0.05,9.8,1.83125,2.5,0,2.7,1,65.87,1020.36,-44.23
2025-04-10 19:34:46.898896+00:00,62.779897120676154,354.1875,-1.75,-0.3125,23,-34.1875,-10.875,-81.0625,-0.03,-0.041111111,-0.083333333,-0.7,-0.22,9.38,-0.4,-0.28,-0.42,-0.29,0.05,9.8,1.85875,2.5,0,2.7,1,65.87,1020.36,-44.23
2025-04-10 19:34:47.851629+00:00,62.98037449134346,354.125,-1.6875,-0.25,23,-30.25,-34.875,-71.1875,-0.003333333,-0.01,0.007777778,0.11,-0.38,9.39,0.39,-0.43,-0.4,-0.28,0.04,9.8,1.90625,5,10,2.7,1,65.87,1020.36,-44.23
2025-04-10 19:34:48.776127+00:00,64.89623131957453,354.0625,-1.75,-0.3125,23,-17.875,-36.25,-48.5625,-0.01,-0.001111111,-0.044444444,-0.5,0.16,9.52,-0.17,0.2,-0.48,-0.3,0.05,9.8,1.89375,5,10,2.7,1,65.87,1020.36,-44.23
2025-04-10 19:34:49.726085+00:00,63.159936352730355,354.125,-1.875,-0.1875,23,-15.875,-28.75,-41.75,-0.042222222,0.012222222,0.078888889,-1.5,0.55,9.55,-1.17,0.51,-0.24,-0.32,0.02,9.8,1.89375,5,10,2.7,1,65.87,1020.36,-44.23
2025-04-10 19:34:50.664370+00:00,63.946041624422755,354,-1.5625,-0.0625,23,-15.1875,-20.375,-39,-0.028888889,-0.034444444,0.023333333,-1.5,0.55,9.55,-1.17,0.51,-0.24,-0.32,0.02,9.8,1.99875,2.5,0,2.7,1,65.87,1020.36,-44.23
2025-04-10 19:34:51.597407+00:00,64.30138001343987,354,-1.5625,-0.0625,23,-15.1875,-20.375,-39,-0.028888889,-0.034444444,0.023333333,-0.21,-0.19,9.43,0.25,0.02,-0.37,-0.26,0,9.8,1.8975,3.75,10,2.7,1,65.87,1020.36,-44.23
2025-04-10 19:34:52.531477+00:00,64.23603987124113,354,-1.6875,0,23,-16.5625,-15.5625,-40,0.023333333,0.011111111,0.002222222,-0.72,-0.02,9.57,-0.43,-0.03,-0.23,-0.29,0.01,9.8,1.96875,5,10,2.6,1,65.93,1020.25,-43.68
2025-04-10 19:34:53.465795+00:00,64.22681006994407,354.0625,-1.8125,-0.25,23,-13.0625,-7.375,-40.75,-0.014444444,-0.032222222,0.015555556,-0.57,0.32,9.56,-0.26,0.27,-0.23,-0.3,0.04,9.8,1.91875,7.5,10,2.6,1,65.93,1020.25,-43.68
2025-04-10 19:34:54.397216+00:00,64.40807043936562,354,-1.6875,-0.1875,23,-16,5.375,-49.375,-0.034444444,0.01,0.001111111,-0.48,-0.17,9.5,0.18,-0.32,-0.33,-0.29,0.02,9.8,1.98,2.5,0,2.6,1,65.93,1020.25,-43.68
2025-04-10 19:34:55.339928+00:00,63.64720295319422,354,-1.6875,-0.25,23,-28.25,8.1875,-70.25,-0.034444444,0.017777778,-0.031111111,-0.73,-0.21,9.35,-0.43,-0.25,-0.45,-0.3,0.03,9.8,1.87125,2.5,10,2.8,1,65.93,1020.25,-43.68
2025-04-10 19:34:56.299581+00:00,62.524376627655116,353.9375,-1.6875,-0.3125,23,-36.25,-9.5625,-81.375,-0.03,-0.015555556,-0.068888889,-0.16,-0.53,9.38,0.12,-0.58,-0.41,-0.29,0.05,9.8,1.85625,2.5,10,2.8,1,65.93,1020.25,-43.68
2025-04-10 19:34:57.261048+00:00,62.40618362663155,353.9375,-1.625,-0.1875,23,-36.25,-17.0625,-79.1875,0.004444444,-0.002222222,0.011111111,-0.07,-0.02,9.43,-0.04,0.03,-0.37,-0.27,0.03,9.8,1.89,5,10,2.8,1,65.93,1020.25,-43.68
2025-04-10 19:34:58.213694+00:00,62.98157239302618,353.875,-1.5625,-0.375,23,-26.5625,-33.25,-64.1875,0.003333333,-0.014444444,0.027777778,-0.3,0.36,9.32,-0.02,0.29,-0.47,-0.28,0.08,9.8,1.9875,2.5,0,2.8,1,65.93,1020.25,-43.68
2025-04-10 19:34:59.161920+00:00,63.276024288749475,353.875,-1.8125,-0.5,23,-19,-31,-47.75,-0.023333333,-0.014444444,0.008888889,-0.83,0.13,9.36,-0.52,0.04,-0.43,-0.3,0.08,9.8,1.9775,1.25,0,2.6,1,65.93,1020.25,-43.68
2025-04-10 19:35:00.109715+00:00,63.30405401836147,353.875,-1.8125,-0.375,23,-17.5625,-27.5625,-42.75,-0.03,-0.045555556,-0.015555556,-0.57,-0.04,9.33,-0.26,-0.11,-0.46,-0.29,0.06,9.8,1.9125,3.75,10,2.6,1,65.93,1020.25,-43.68
2025-04-10 19:35:01.047128+00:00,64.00488318505747,353.8125,-1.5625,-0.3125,23,-17.1875,-19.75,-38.875,-0.026666667,0.001111111,0.005555556,-0.24,-0.43,9.38,-0.26,-0.11,-0.46,-0.29,0.06,9.8,1.9525,5,0,2.8,1,65.93,1020.25,-43.68
2025-04-10 19:35:01.990936+00:00,63.57207003,353.8125,-1.5625,-0.3125,23,-17.1875,-19.75,-38.875,-0.026666667,0.001111111,0.005555556,-0.24,-0.43,9.38,-0.08,-0.05,-0.37,-0.27,0.05,9.8,1.9525,5,0,2.8,1,65.93,1020.25,-43.68
2025-04-10 19:35:02.928992+00:00,63.962554473775576,353.8125,-1.375,-0.375,23,-15.1875,-11.375,-40,-0.013333333,0.036666667,0.007777778,-0.26,0.01,9.39,-0.35,0.28,-0.41,-0.24,0.06,9.8,1.9125,2.5,0,2.8,1,65.93,1020.25,-43.68
2025-04-10 19:35:03.868928+00:00,63.83362050969344,353.9375,-1.375,-0.25,23,-13.25,-7.1875,-38.75,0.014444444,-0.005555556,0.043333333,-0.14,-0.16,9.45,0.09,-0.21,-0.34,-0.24,0.04,9.8,1.98375,1.25,10,2.7,1,65.93,1020.25,-43.68
2025-04-10 19:35:04.804533+00:00,64.12923177912847,353.8125,-1.375,-0.3125,23,-13.6875,3,-43.6875,0.024444444,-0.002222222,0.024444444,-0.39,0.45,9.23,0.19,0.17,-0.33,-0.24,0.06,9.8,1.8775,1.25,0,2.7,1,65.93,1020.25,-43.68
2025-04-10 19:35:05.731846+00:00,64.70180169270722,353.75,-1.375,-0.25,23,-22.0625,13.75,-61.25,0.005555556,0.017777778,-0.048888889,0.12,0.41,9.44,0.37,0.36,-0.35,-0.24,0.04,9.8,2.02125,5,10,2.7,1,65.93,1020.25,-43.68
2025-04-10 19:35:06.669981+00:00,63.95797032792984,353.75,-1.375,-0.1875,23,-32.25,9.5,-74.1875,0.003333333,-0.032222222,0.004444444,-0.17,-0.26,9.5,0.18,-0.02,-0.33,-0.23,0.03,9.8,1.89625,3.75,10,2.7,1,65.93,1020.25,-43.68
2025-04-10 19:35:07.609797+00:00,63.84259187615983,353.75,-1.3125,-0.0625,23,-35.875,-15.5625,-80.25,0.008888889,-0.043333333,-0.005555556,-0.32,-0.24,9.41,-0.1,-0.26,-0.39,-0.21,0.02,9.8,1.905,3.75,10,2.7,1,65.93,1020.25,-43.68
2025-04-10 19:35:08.528348+00:00,65.32062904055145,353.625,-1.0625,-0.125,23,-22.875,-30.5,-56.1875,-0.001111111,-0.004444444,0.002222222,-0.64,0.33,9.43,-0.23,0.22,-0.38,-0.21,0.04,9.8,1.8725,3.75,10,2.7,1,65.93,1020.25,-43.68
2025-04-10 19:35:09.462229+00:00,64.24788019573197,353.75,-1.3125,-0.1875,23,-16.5,-21.75,-43.25,0,-0.018888889,-0.031111111,-0.56,-0.25,9.5,-0.33,-0.28,-0.29,-0.23,0.03,9.8,2.01,3.75,10,2.7,1,65.93,1020.25,-43.68
2025-04-10 19:35:10.393823+00:00,64.40690007826339,353.6875,-1.25,-0.1875,23,-17.5,-14.0625,-39.6875,0.024444444,0.008888889,0.1,0.03,-0.05,9.38,-0.33,-0.28,-0.29,-0.23,0.03,9.8,1.9875,1.25,0,2.9,1,65.93,1020.25,-43.68
2025-04-10 19:35:11.328701+00:00,64.17834390356298,353.6875,-1.25,-0.1875,23,-17.5,-14.0625,-39.6875,0.024444444,0.008888889,0.1,0.03,-0.05,9.38,0.22,0.34,-0.28,-0.21,0.04,9.8,1.8375,1.25,0,2.9,1,65.93,1020.25,-43.68
2025-04-10 19:35:12.265633+00:00,64.03804343,353.5625,-1.5625,-0.375,23,-15.6875,-6.6875,-39.75,0.014444444,0.008888889,-0.023333333,-0.53,0.37,9.49,-0.26,0.3,-0.3,-0.27,0.07,9.8,1.8375,2.5,0,2.9,1,65.93,1020.25,-43.68
2025-04-10 19:35:13.213962+00:00,63.27163346345098,353.625,-1.6875,-0.375,23,-15.0625,2.5625,-39.875,0.004444444,-0.018888889,0.034444444,-0.68,0.28,9.32,-0.22,0.25,-0.43,-0.29,0.07,9.8,2.02375,2.5,10,2.8,1,65.93,1020.25,-43.68
2025-04-10 19:35:14.151516+00:00,63.995312843297604,353.5625,-1.5625,-0.3125,23,-16.875,11.6875,-49.375,0.004444444,0.008888889,0.022222222,-0.32,-0.29,9.56,-0.05,-0.34,-0.23,-0.27,0.05,9.8,1.97125,3.75,10,2.8,1,65.93,1020.25,-43.68
