temperature_value,vibration_magnitude,temperature_warning,vibration_warning,shutdown_decision
22.0,9.428191767247842,False,True,True
22.0,9.428191767247842,False,True,True
22.0,9.428191767247842,False,True,True
22.0,9.428191767247842,False,True,True
22.0,9.428191767247842,False,True,True
22.0,9.428191767247842,False,True,True
22.0,9.428191767247842,False,True,True
22.0,9.428191767247842,False,True,True
22.0,9.428191767247842,False,True,True
22.0,9.428191767247842,False,True,True
22.0,9.428191767247842,False,True,True
22.0,9.407922193555812,False,True,True
22.0,9.407922193555812,False,True,True
22.0,9.407922193555812,False,True,True
22.0,9.407922193555812,False,True,True
22.0,9.407922193555812,False,True,True
22.0,9.407922193555812,False,True,True
22.0,9.407922193555812,False,True,True
22.0,9.407922193555812,False,True,True
22.0,9.407922193555812,False,True,True
22.0,9.407922193555812,False,True,True
22.0,9.407922193555812,False,True,True
22.0,9.407922193555812,False,True,True
22.0,9.391213979033807,False,True,True
22.0,9.391213979033807,False,True,True
22.0,9.391213979033807,False,True,True
22.0,9.391213979033807,False,True,True
22.0,9.391213979033807,False,True,True
22.0,9.391213979033807,False,True,True
22.0,9.391213979033807,False,True,True
22.0,9.391213979033807,False,True,True
22.0,9.391213979033807,False,True,True
22.0,9.391213979033807,False,True,True
22.0,9.452835553419936,False,True,True
22.0,9.452835553419936,False,True,True
22.0,9.452835553419936,False,True,True
22.0,9.452835553419936,False,True,True
22.0,9.452835553419936,False,True,True
22.0,9.452835553419936,False,True,True
22.0,9.452835553419936,False,True,True
22.0,9.452835553419936,False,True,True
22.0,9.452835553419936,False,True,True
22.0,9.452835553419936,False,True,True
22.0,9.452835553419936,False,True,True
22.0,9.482752764888474,False,True,True
22.0,9.482752764888474,False,True,True
22.0,9.482752764888474,False,True,True
22.0,9.482752764888474,False,True,True
22.0,9.482752764888474,False,True,True
22.0,9.482752764888474,False,True,True
22.0,9.482752764888474,False,True,True
22.0,9.482752764888474,False,True,True
22.0,9.482752764888474,False,True,True
22.0,9.482752764888474,False,True,True
22.0,9.482752764888474,False,True,True
22.0,9.482752764888474,False,True,True
22.0,9.43905715630539,False,True,True
22.0,9.43905715630539,False,True,True
22.0,9.43905715630539,False,True,True
22.0,9.43905715630539,False,True,True
22.0,9.43905715630539,False,True,True
22.0,9.43905715630539,False,True,True
22.0,9.43905715630539,False,True,True
22.0,9.43905715630539,False,True,True
22.0,9.43905715630539,False,True,True
22.0,9.43905715630539,False,True,True
22.0,9.43905715630539,False,True,True
22.0,9.485193724958915,False,True,True
22.0,9.485193724958915,False,True,True
22.0,9.485193724958915,False,True,True
22.0,9.485193724958915,False,True,True
22.0,9.485193724958915,False,True,True
22.0,9.485193724958915,False,True,True
22.0,9.485193724958915,False,True,True
22.0,9.485193724958915,False,True,True
22.0,9.485193724958915,False,True,True
22.0,9.485193724958915,False,True,True
22.0,9.485193724958915,False,True,True
22.0,9.485193724958915,False,True,True
22.0,9.485193724958915,False,True,True
22.0,9.595186293136784,False,True,True
22.0,9.595186293136784,False,True,True
22.0,9.595186293136784,False,True,True
22.0,9.595186293136784,False,True,True
22.0,9.595186293136784,False,True,True
22.0,9.595186293136784,False,True,True
22.0,9.595186293136784,False,True,True
22.0,9.595186293136784,False,True,True
22.0,9.595186293136784,False,True,True
22.0,9.595186293136784,False,True,True
22.0,9.595186293136784,False,True,True
22.0,9.392582179571281,False,True,True
22.0,9.392582179571281,False,True,True
22.0,9.392582179571281,False,True,True
22.0,9.392582179571281,False,True,True
22.0,9.392582179571281,False,True,True
22.0,9.392582179571281,False,True,True
22.0,9.392582179571281,False,True,True
22.0,9.392582179571281,False,True,True
22.0,9.392582179571281,False,True,True
22.0,9.392582179571281,False,True,True
22.0,9.392582179571281,False,True,True
22.0,9.473695160812385,False,True,True
22.0,9.473695160812385,False,True,True
22.0,9.473695160812385,False,True,True
22.0,9.473695160812385,False,True,True
22.0,9.473695160812385,False,True,True
22.0,9.473695160812385,False,True,True
22.0,9.473695160812385,False,True,True
22.0,9.473695160812385,False,True,True
22.0,9.473695160812385,False,True,True
22.0,9.473695160812385,False,True,True
22.0,9.473695160812385,False,True,True
22.0,9.417839454991787,False,True,True
22.0,9.417839454991787,False,True,True
22.0,9.417839454991787,False,True,True
22.0,9.417839454991787,False,True,True
22.0,9.417839454991787,False,True,True
22.0,9.417839454991787,False,True,True
22.0,9.417839454991787,False,True,True
