rpm_value,orientation_heading,orientation_roll,orientation_pitch,temperature_value,magnetometer_mx,magnetometer_my,magnetometer_mz,gyroscope_gx,gyroscope_gy,gyroscope_gz,accelerometer_ax,accelerometer_ay,accelerometer_az,linear_acceleration_lx,linear_acceleration_ly,linear_acceleration_lz,gravity_grx,gravity_gry,gravity_grz,voltage_value,current_value,power_value,servo_value
0.0,359.812,-1.375,-1.0,23.0,-24.062,-4.25,-56.688,0.0,-0.009,-0.007,-0.15,0.0,9.42,0.08,-0.17,-0.34,-0.25,0.21,9.8,0.1175,1.25,0.0,0.0
0.0,359.812,-1.312,-1.125,23.0,-24.062,-4.25,-56.688,0.0,-0.009,-0.007,-0.15,0.0,9.42,0.08,-0.17,-0.34,-0.25,0.21,9.8,0.1175,1.25,0.0,0.0
0.0,359.75,-1.312,-1.125,23.0,-24.062,-4.25,-56.688,0.0,-0.009,-0.007,-0.15,0.0,9.42,0.08,-0.17,-0.34,-0.25,0.21,9.8,0.1175,1.25,0.0,0.0
0.0,359.75,-1.438,-1.062,23.0,-24.062,-4.25,-56.688,0.0,-0.009,-0.007,-0.15,0.0,9.42,0.08,-0.17,-0.34,-0.25,0.21,9.8,0.1175,1.25,0.0,0.0
0.0,359.75,-1.562,-1.188,23.0,-24.062,-4.25,-56.688,0.0,-0.009,-0.007,-0.15,0.0,9.42,0.08,-0.17,-0.34,-0.25,0.21,9.8,0.1175,1.25,0.0,0.0
0.0,359.75,-1.562,-1.25,23.0,-24.062,-4.25,-56.688,0.0,-0.009,-0.007,-0.15,0.0,9.42,0.08,-0.17,-0.34,-0.25,0.21,9.8,0.1175,1.25,0.0,0.0
0.0,359.688,-1.625,-1.25,23.0,-24.062,-4.25,-56.688,0.0,-0.009,-0.007,-0.15,0.0,9.42,0.08,-0.17,-0.34,-0.25,0.21,9.8,0.1175,1.25,0.0,0.0
0.0,359.688,-1.625,-1.25,23.0,-24.062,-4.25,-56.688,0.0,-0.009,-0.007,-0.15,0.0,9.42,0.08,-0.17,-0.34,-0.25,0.21,9.8,0.1175,1.25,0.0,0.0
0.0,359.75,-1.562,-1.25,23.0,-24.062,-4.25,-56.688,0.0,-0.009,-0.007,-0.15,0.0,9.42,0.08,-0.17,-0.34,-0.25,0.21,9.8,0.1175,1.25,0.0,0.0
0.0,359.688,-1.625,-1.312,23.0,-24.062,-4.25,-56.688,0.0,-0.009,-0.007,-0.15,0.0,9.42,0.08,-0.17,-0.34,-0.25,0.21,9.8,0.1175,1.25,0.0,0.0
0.0,359.625,-1.625,-1.25,23.0,-24.062,-4.25,-56.688,0.0,-0.009,-0.007,-0.15,0.0,9.42,0.08,-0.17,-0.34,-0.25,0.21,9.8,0.1175,1.25,0.0,0.0
0.0,359.562,-1.562,-1.312,23.0,-24.062,-4.25,-56.688,0.0,-0.009,-0.007,-0.15,0.0,9.42,0.08,-0.17,-0.34,-0.25,0.21,9.8,0.1175,1.25,0.0,0.0
0.0,359.5,-1.438,-1.188,23.0,-24.062,-4.25,-56.688,0.0,-0.009,-0.007,-0.15,0.0,9.42,0.08,-0.17,-0.34,-0.25,0.21,9.8,0.1175,1.25,0.0,0.0
0.0,359.5,-1.375,-1.062,23.0,-24.062,-4.25,-56.688,0.0,-0.009,-0.007,-0.15,0.0,9.42,0.08,-0.17,-0.34,-0.25,0.21,9.8,0.1175,1.25,0.0,0.0
0.0,359.5,-1.562,-1.125,23.0,-24.062,-4.25,-56.688,0.0,-0.009,-0.007,-0.15,0.0,9.42,0.08,-0.17,-0.34,-0.25,0.21,9.8,0.1175,1.25,0.0,0.0
0.0,359.5,-1.562,-1.188,23.0,-24.062,-4.25,-56.688,0.0,-0.009,-0.007,-0.15,0.0,9.42,0.08,-0.17,-0.34,-0.25,0.21,9.8,0.1175,1.25,0.0,0.0
0.0,359.562,-1.5,-1.188,23.0,-24.062,-4.25,-56.688,0.0,-0.009,-0.007,-0.15,0.0,9.42,0.08,-0.17,-0.34,-0.25,0.21,9.8,0.1175,1.25,0.0,0.0
0.0,359.562,-1.5,-1.25,23.0,-24.062,-4.25,-56.688,0.0,-0.009,-0.007,-0.15,0.0,9.42,0.08,-0.17,-0.34,-0.25,0.21,9.8,0.1175,1.25,0.0,0.0
0.0,359.5,-1.562,-1.188,23.0,-24.062,-4.25,-56.688,0.0,-0.009,-0.007,-0.15,0.0,9.42,0.08,-0.17,-0.34,-0.25,0.21,9.8,0.1175,1.25,0.0,0.0
0.0,359.5,-1.562,-1.188,23.0,-24.062,-4.25,-56.688,0.0,-0.009,-0.007,-0.15,0.0,9.42,0.08,-0.17,-0.34,-0.25,0.21,9.8,0.1175,1.25,0.0,0.0
0.0,359.438,-1.5,-1.25,23.0,-24.062,-4.25,-56.688,0.0,-0.009,-0.007,-0.15,0.0,9.42,0.08,-0.17,-0.34,-0.25,0.21,9.8,0.1175,1.25,0.0,0.0
0.0,359.438,-1.438,-1.188,23.0,-24.062,-4.25,-56.688,0.0,-0.009,-0.007,-0.15,0.0,9.42,0.08,-0.17,-0.34,-0.25,0.21,9.8,0.1175,1.25,0.0,0.0
0.0,359.375,-1.25,-1.062,23.0,-24.062,-4.25,-56.688,0.0,-0.009,-0.007,-0.15,0.0,9.42,0.08,-0.17,-0.34,-0.25,0.21,9.8,0.1175,1.25,0.0,0.0
0.0,359.438,-1.188,-1.062,23.0,-24.062,-4.25,-56.688,0.0,-0.009,-0.007,-0.15,0.0,9.42,0.08,-0.17,-0.34,-0.25,0.21,9.8,0.1175,1.25,0.0,0.0
0.0,359.375,-1.125,-0.938,23.0,-24.062,-4.25,-56.688,0.0,-0.009,-0.007,-0.15,0.0,9.42,0.08,-0.17,-0.34,-0.25,0.21,9.8,0.1175,1.25,0.0,0.0
0.0,359.312,-1.312,-1.062,23.0,-24.062,-4.25,-56.688,0.0,-0.009,-0.007,-0.15,0.0,9.42,0.08,-0.17,-0.34,-0.25,0.21,9.8,0.1175,1.25,0.0,0.0
0.0,359.375,-1.25,-1.125,23.0,-24.062,-4.25,-56.688,0.0,-0.009,-0.007,-0.15,0.0,9.42,0.08,-0.17,-0.34,-0.25,0.21,9.8,0.1175,1.25,0.0,0.0
0.0,359.375,-1.375,-1.25,23.0,-24.062,-4.25,-56.688,0.0,-0.009,-0.007,-0.15,0.0,9.42,0.08,-0.17,-0.34,-0.25,0.21,9.8,0.1175,1.25,0.0,0.0
0.0,359.312,-1.312,-1.125,23.0,-24.062,-4.25,-56.688,0.0,-0.009,-0.007,-0.15,0.0,9.42,0.08,-0.17,-0.34,-0.25,0.21,9.8,0.1175,1.25,0.0,0.0
0.0,359.25,-1.438,-1.188,23.0,-24.062,-4.25,-56.688,0.0,-0.009,-0.007,-0.15,0.0,9.42,0.08,-0.17,-0.34,-0.25,0.21,9.8,0.1175,1.25,0.0,0.0
0.0,359.25,-1.375,-1.125,23.0,-24.062,-4.25,-56.688,0.0,-0.009,-0.007,-0.15,0.0,9.42,0.08,-0.17,-0.34,-0.25,0.21,9.8,0.1175,1.25,0.0,0.0
0.0,359.25,-1.5,-1.188,23.0,-24.062,-4.25,-56.688,0.0,-0.009,-0.007,-0.15,0.0,9.42,0.08,-0.17,-0.34,-0.25,0.21,9.8,0.1175,1.25,0.0,0.0
0.0,359.25,-1.625,-1.25,23.0,-24.062,-4.25,-56.688,0.0,-0.009,-0.007,-0.15,0.0,9.42,0.08,-0.17,-0.34,-0.25,0.21,9.8,0.1175,1.25,0.0,0.0
0.0,359.188,-1.688,-1.188,23.0,-24.062,-4.25,-56.688,0.0,-0.009,-0.007,-0.15,0.0,9.42,0.08,-0.17,-0.34,-0.25,0.21,9.8,0.1175,1.25,0.0,0.0
0.0,359.125,-1.625,-1.25,23.0,-24.062,-4.25,-56.688,0.0,-0.009,-0.007,-0.15,0.0,9.42,0.08,-0.17,-0.34,-0.25,0.21,9.8,0.1175,1.25,0.0,0.0
0.0,359.062,-1.625,-1.188,23.0,-24.062,-4.25,-56.688,0.0,-0.009,-0.007,-0.15,0.0,9.42,0.08,-0.17,-0.34,-0.25,0.21,9.8,0.1175,1.25,0.0,0.0
0.0,359.0,-1.5,-1.188,23.0,-24.062,-4.25,-56.688,0.0,-0.009,-0.007,-0.15,0.0,9.42,0.08,-0.17,-0.34,-0.25,0.21,9.8,0.1175,1.25,0.0,0.0
0.0,359.062,-1.562,-1.25,23.0,-24.062,-4.25,-56.688,0.0,-0.009,-0.007,-0.15,0.0,9.42,0.08,-0.17,-0.34,-0.25,0.21,9.8,0.1175,1.25,0.0,0.0
0.0,359.0,-1.562,-1.25,23.0,-24.062,-4.25,-56.688,0.0,-0.009,-0.007,-0.15,0.0,9.42,0.08,-0.17,-0.34,-0.25,0.21,9.8,0.1175,1.25,0.0,0.0
0.0,358.938,-1.625,-1.188,23.0,-24.062,-4.25,-56.688,0.0,-0.009,-0.007,-0.15,0.0,9.42,0.08,-0.17,-0.34,-0.25,0.21,9.8,0.1175,1.25,0.0,0.0
0.0,358.938,-1.562,-1.188,23.0,-24.062,-4.25,-56.688,0.0,-0.009,-0.007,-0.15,0.0,9.42,0.08,-0.17,-0.34,-0.25,0.21,9.8,0.1175,1.25,0.0,0.0
0.0,358.875,-1.625,-1.188,23.0,-24.062,-4.25,-56.688,0.0,-0.009,-0.007,-0.15,0.0,9.42,0.08,-0.17,-0.34,-0.25,0.21,9.8,0.1175,1.25,0.0,0.0
0.0,358.812,-1.5,-1.062,23.0,-24.062,-4.25,-56.688,0.0,-0.009,-0.007,-0.15,0.0,9.42,0.08,-0.17,-0.34,-0.25,0.21,9.8,0.1175,1.25,0.0,0.0
0.0,358.875,-1.5,-1.0,23.0,-24.062,-4.25,-56.688,0.0,-0.009,-0.007,-0.15,0.0,9.42,0.08,-0.17,-0.34,-0.25,0.21,9.8,0.1175,1.25,0.0,0.0
0.0,358.812,-1.562,-1.062,23.0,-24.062,-4.25,-56.688,0.0,-0.009,-0.007,-0.15,0.0,9.42,0.08,-0.17,-0.34,-0.25,0.21,9.8,0.1175,1.25,0.0,0.0
0.0,358.812,-1.562,-1.0,23.0,-24.062,-4.25,-56.688,0.0,-0.009,-0.007,-0.15,0.0,9.42,0.08,-0.17,-0.34,-0.25,0.21,9.8,0.1175,1.25,0.0,0.0
0.0,358.75,-1.5,-0.938,23.0,-24.062,-4.25,-56.688,0.0,-0.009,-0.007,-0.15,0.0,9.42,0.08,-0.17,-0.34,-0.25,0.21,9.8,0.1175,1.25,0.0,0.0
0.0,358.812,-1.438,-1.0,23.0,-24.062,-4.25,-56.688,0.0,-0.009,-0.007,-0.15,0.0,9.42,0.08,-0.17,-0.34,-0.25,0.21,9.8,0.1175,1.25,0.0,0.0
0.0,358.75,-1.5,-1.125,23.0,-24.062,-4.25,-56.688,0.0,-0.009,-0.007,-0.15,0.0,9.42,0.08,-0.17,-0.34,-0.25,0.21,9.8,0.1175,1.25,0.0,0.0
0.0,358.688,-1.562,-1.188,23.0,-24.062,-4.25,-56.688,0.0,-0.009,-0.007,-0.15,0.0,9.42,0.08,-0.17,-0.34,-0.25,0.21,9.8,0.1175,1.25,0.0,0.0
0.0,358.688,-1.5,-1.125,23.0,-24.062,-4.25,-56.688,0.0,-0.009,-0.007,-0.15,0.0,9.42,0.08,-0.17,-0.34,-0.25,0.21,9.8,0.1175,1.25,0.0,0.0
0.0,358.688,-1.312,-1.062,23.0,-24.062,-4.25,-56.688,0.0,-0.009,-0.007,-0.15,0.0,9.42,0.08,-0.17,-0.34,-0.25,0.21,9.8,0.1175,1.25,0.0,0.0
0.0,358.688,-1.438,-1.125,23.0,-24.062,-4.25,-56.688,0.0,-0.009,-0.007,-0.15,0.0,9.42,0.08,-0.17,-0.34,-0.25,0.21,9.8,0.1175,1.25,0.0,0.0
0.0,358.562,-1.438,-1.125,23.0,-24.062,-4.25,-56.688,0.0,-0.009,-0.007,-0.15,0.0,9.42,0.08,-0.17,-0.34,-0.25,0.21,9.8,0.1175,1.25,0.0,0.0
0.0,358.625,-1.438,-1.125,23.0,-24.062,-4.25,-56.688,0.0,-0.009,-0.007,-0.15,0.0,9.42,0.08,-0.17,-0.34,-0.25,0.21,9.8,0.1175,1.25,0.0,0.0
0.0,358.562,-1.562,-1.125,23.0,-24.062,-4.25,-56.688,0.0,-0.009,-0.007,-0.15,0.0,9.42,0.08,-0.17,-0.34,-0.25,0.21,9.8,0.1175,1.25,0.0,0.0
0.0,358.562,-1.562,-1.188,23.0,-24.062,-4.25,-56.688,0.0,-0.009,-0.007,-0.15,0.0,9.42,0.08,-0.17,-0.34,-0.25,0.21,9.8,0.1175,1.25,0.0,0.0
0.0,358.562,-1.562,-1.125,23.0,-24.062,-4.25,-56.688,0.0,-0.009,-0.007,-0.15,0.0,9.42,0.08,-0.17,-0.34,-0.25,0.21,9.8,0.1175,1.25,0.0,0.0
0.0,358.562,-1.562,-1.125,23.0,-24.062,-4.25,-56.688,0.0,-0.009,-0.007,-0.15,0.0,9.42,0.08,-0.17,-0.34,-0.25,0.21,9.8,0.1175,1.25,0.0,0.0
0.0,358.562,-1.562,-1.188,23.0,-24.062,-4.25,-56.688,0.0,-0.009,-0.007,-0.15,0.0,9.42,0.08,-0.17,-0.34,-0.25,0.21,9.8,0.1175,1.25,0.0,0.0
0.0,358.5,-1.5,-1.188,23.0,-24.062,-4.25,-56.688,0.0,-0.009,-0.007,-0.15,0.0,9.42,0.08,-0.17,-0.34,-0.25,0.21,9.8,0.1175,1.25,0.0,0.0
0.0,358.5,-1.5,-1.125,23.0,-24.062,-4.25,-56.688,0.0,-0.009,-0.007,-0.15,0.0,9.42,0.08,-0.17,-0.34,-0.25,0.21,9.8,0.1175,1.25,0.0,0.0
0.0,358.438,-1.562,-1.188,23.0,-24.062,-4.25,-56.688,0.0,-0.009,-0.007,-0.15,0.0,9.42,0.08,-0.17,-0.34,-0.25,0.21,9.8,0.1175,1.25,0.0,0.0
0.0,358.438,-1.562,-1.188,23.0,-24.062,-4.25,-56.688,0.0,-0.009,-0.007,-0.15,0.0,9.42,0.08,-0.17,-0.34,-0.25,0.21,9.8,0.1175,1.25,0.0,0.0
0.0,358.438,-1.562,-1.25,23.0,-24.062,-4.25,-56.688,0.0,-0.009,-0.007,-0.15,0.0,9.42,0.08,-0.17,-0.34,-0.25,0.21,9.8,0.1175,1.25,0.0,0.0
0.0,358.438,-1.625,-1.188,23.0,-24.062,-4.25,-56.688,0.0,-0.009,-0.007,-0.15,0.0,9.42,0.08,-0.17,-0.34,-0.25,0.21,9.8,0.1175,1.25,0.0,0.0
0.0,358.375,-1.625,-1.188,23.0,-24.062,-4.25,-56.688,0.0,-0.009,-0.007,-0.15,0.0,9.42,0.08,-0.17,-0.34,-0.25,0.21,9.8,0.1175,1.25,0.0,0.0
0.0,358.375,-1.625,-1.188,23.0,-24.062,-4.25,-56.688,0.0,-0.009,-0.007,-0.15,0.0,9.42,0.08,-0.17,-0.34,-0.25,0.21,9.8,0.1175,1.25,0.0,0.0
0.0,358.375,-1.688,-1.188,23.0,-24.062,-4.25,-56.688,0.0,-0.009,-0.007,-0.15,0.0,9.42,0.08,-0.17,-0.34,-0.25,0.21,9.8,0.1175,1.25,0.0,0.0
0.0,358.375,-1.562,-1.125,23.0,-24.062,-4.25,-56.688,0.0,-0.009,-0.007,-0.15,0.0,9.42,0.08,-0.17,-0.34,-0.25,0.21,9.8,0.1175,1.25,0.0,0.0
0.0,358.375,-1.562,-1.188,23.0,-24.062,-4.25,-56.688,0.0,-0.009,-0.007,-0.15,0.0,9.42,0.08,-0.17,-0.34,-0.25,0.21,9.8,0.1175,1.25,0.0,0.0
0.0,358.375,-1.625,-1.25,23.0,-24.062,-4.25,-56.688,0.0,-0.009,-0.007,-0.15,0.0,9.42,0.08,-0.17,-0.34,-0.25,0.21,9.8,0.1175,1.25,0.0,0.0
0.0,358.375,-1.438,-1.125,23.0,-24.062,-4.25,-56.688,0.0,-0.009,-0.007,-0.15,0.0,9.42,0.08,-0.17,-0.34,-0.25,0.21,9.8,0.1175,1.25,0.0,0.0
0.0,356.625,-1.5,-1.188,23.0,-24.062,-4.25,-56.688,0.0,-0.009,-0.007,-0.15,0.0,9.42,0.08,-0.17,-0.34,-0.25,0.21,9.8,0.1175,1.25,0.0,0.0
0.0,356.625,-1.5,-1.188,23.0,-24.062,-4.25,-56.688,0.0,-0.009,-0.007,-0.15,0.0,9.42,0.08,-0.17,-0.34,-0.25,0.21,9.8,0.1175,1.25,0.0,0.0
0.0,356.625,-1.5,-1.188,23.0,-24.062,-4.25,-56.688,0.0,-0.009,-0.007,-0.15,0.0,9.42,0.08,-0.17,-0.34,-0.25,0.21,9.8,0.1175,1.25,0.0,0.0
0.0,356.625,-1.5,-1.188,23.0,-24.062,-4.25,-56.688,0.0,-0.009,-0.007,-0.15,0.0,9.42,0.08,-0.17,-0.34,-0.25,0.21,9.8,0.1175,1.25,0.0,0.0
0.0,356.625,-1.5,-1.188,23.0,-24.062,-4.25,-56.688,0.0,-0.009,-0.007,-0.15,0.0,9.42,0.08,-0.17,-0.34,-0.25,0.21,9.8,0.1175,1.25,0.0,0.0
0.0,356.625,-1.5,-1.188,23.0,-24.062,-4.25,-56.688,0.0,-0.009,-0.007,-0.15,0.0,9.42,0.08,-0.17,-0.34,-0.25,0.21,9.8,0.1175,1.25,0.0,0.0
0.0,356.625,-1.5,-1.188,23.0,-24.062,-4.25,-56.688,0.0,-0.009,-0.007,-0.15,0.0,9.42,0.08,-0.17,-0.34,-0.25,0.21,9.8,0.1175,1.25,0.0,0.0
0.0,356.625,-1.438,-1.188,23.0,-24.062,-4.25,-56.688,0.0,-0.009,-0.007,-0.15,0.0,9.42,0.08,-0.17,-0.34,-0.25,0.21,9.8,0.1175,1.25,0.0,0.0
0.0,356.625,-1.438,-1.188,23.0,-24.062,-4.25,-56.688,0.0,-0.009,-0.007,-0.15,0.0,9.42,0.08,-0.17,-0.34,-0.25,0.21,9.8,0.1175,1.25,0.0,0.0
0.0,356.625,-1.438,-1.188,23.0,-24.375,-3.875,-55.75,0.0,-0.009,-0.007,-0.15,0.0,9.42,0.08,-0.17,-0.34,-0.25,0.21,9.8,0.1175,1.25,0.0,0.0
0.0,356.625,-1.438,-1.188,23.0,-24.375,-3.875,-55.75,-0.002,-0.01,0.01,-0.15,0.0,9.42,0.08,-0.17,-0.34,-0.25,0.21,9.8,0.1175,1.25,0.0,0.0
0.0,356.625,-1.438,-1.188,23.0,-24.375,-3.875,-55.75,-0.002,-0.01,0.01,-0.47,0.33,9.45,0.08,-0.17,-0.34,-0.25,0.21,9.8,0.1175,1.25,0.0,0.0
0.0,356.625,-1.438,-1.188,23.0,-24.375,-3.875,-55.75,-0.002,-0.01,0.01,-0.47,0.33,9.45,-0.22,0.13,-0.34,-0.25,0.21,9.8,0.1175,1.25,0.0,0.0
0.0,356.625,-1.438,-1.188,23.0,-24.375,-3.875,-55.75,-0.002,-0.01,0.01,-0.47,0.33,9.45,-0.22,0.13,-0.34,-0.25,0.2,9.8,0.1175,1.25,0.0,0.0
0.0,356.562,-1.438,-1.125,23.0,-24.375,-3.875,-55.75,-0.002,-0.01,0.01,-0.47,0.33,9.45,-0.22,0.13,-0.34,-0.25,0.2,9.8,0.1175,1.25,0.0,0.0
0.0,356.562,-1.438,-1.125,23.0,-24.375,-3.875,-55.75,-0.002,-0.01,0.01,-0.47,0.33,9.45,-0.22,0.13,-0.34,-0.25,0.2,9.8,0.1175,1.25,0.0,0.0
0.0,356.562,-1.438,-1.125,23.0,-24.5,-4.188,-55.0,-0.002,-0.01,0.01,-0.47,0.33,9.45,-0.22,0.13,-0.34,-0.25,0.2,9.8,0.1175,1.25,0.0,0.0
0.0,356.562,-1.438,-1.125,23.0,-24.5,-4.188,-55.0,-0.019,-0.002,0.018,-0.47,0.33,9.45,-0.22,0.13,-0.34,-0.25,0.2,9.8,0.1175,1.25,0.0,0.0
0.0,356.562,-1.438,-1.125,23.0,-24.5,-4.188,-55.0,-0.019,-0.002,0.018,-0.22,0.17,9.39,-0.22,0.13,-0.34,-0.25,0.2,9.8,0.1175,1.25,0.0,0.0
0.0,356.562,-1.438,-1.125,23.0,-24.5,-4.188,-55.0,-0.019,-0.002,0.018,-0.22,0.17,9.39,0.03,-0.02,-0.41,-0.25,0.2,9.8,0.1175,1.25,0.0,0.0
0.0,356.562,-1.438,-1.125,23.0,-24.5,-4.188,-55.0,-0.019,-0.002,0.018,-0.22,0.17,9.39,0.03,-0.02,-0.41,-0.25,0.19,9.8,0.1175,1.25,0.0,0.0
0.0,356.562,-1.375,-1.125,23.0,-24.5,-4.188,-55.0,-0.019,-0.002,0.018,-0.22,0.17,9.39,0.03,-0.02,-0.41,-0.25,0.19,9.8,0.1175,1.25,0.0,0.0
0.0,356.562,-1.375,-1.125,23.0,-24.5,-4.188,-55.0,-0.019,-0.002,0.018,-0.22,0.17,9.39,0.03,-0.02,-0.41,-0.25,0.19,9.8,0.1175,1.25,0.0,0.0
0.0,356.562,-1.375,-1.125,23.0,-25.562,-3.75,-55.75,-0.019,-0.002,0.018,-0.22,0.17,9.39,0.03,-0.02,-0.41,-0.25,0.19,9.8,0.1175,1.25,0.0,0.0
0.0,356.562,-1.375,-1.125,23.0,-25.562,-3.75,-55.75,-0.003,-0.007,0.019,-0.22,0.17,9.39,0.03,-0.02,-0.41,-0.25,0.19,9.8,0.1175,1.25,0.0,0.0
0.0,356.562,-1.375,-1.125,23.0,-25.562,-3.75,-55.75,-0.003,-0.007,0.019,0.0,0.16,9.4,0.03,-0.02,-0.41,-0.25,0.19,9.8,0.1175,1.25,0.0,0.0
0.0,356.562,-1.375,-1.125,23.0,-25.562,-3.75,-55.75,-0.003,-0.007,0.019,0.0,0.16,9.4,0.24,-0.03,-0.39,-0.25,0.19,9.8,0.1175,1.25,0.0,0.0
0.0,356.562,-1.375,-1.125,23.0,-25.562,-3.75,-55.75,-0.003,-0.007,0.019,0.0,0.16,9.4,0.24,-0.03,-0.39,-0.23,0.19,9.8,0.1175,1.25,0.0,0.0
0.0,356.562,-1.438,-1.188,23.0,-25.562,-3.75,-55.75,-0.003,-0.007,0.019,0.0,0.16,9.4,0.24,-0.03,-0.39,-0.23,0.19,9.8,0.1175,1.25,0.0,0.0
0.0,356.562,-1.438,-1.188,23.0,-25.562,-3.75,-55.75,-0.003,-0.007,0.019,0.0,0.16,9.4,0.24,-0.03,-0.39,-0.23,0.19,9.8,0.1175,1.25,0.0,0.0
0.0,356.562,-1.438,-1.188,23.0,-24.5,-4.188,-56.188,-0.003,-0.007,0.019,0.0,0.16,9.4,0.24,-0.03,-0.39,-0.23,0.19,9.8,0.1175,1.25,0.0,0.0
0.0,356.562,-1.438,-1.188,23.0,-24.5,-4.188,-56.188,-0.001,-0.01,-0.01,0.0,0.16,9.4,0.24,-0.03,-0.39,-0.23,0.19,9.8,0.1175,1.25,0.0,0.0
0.0,356.562,-1.438,-1.188,23.0,-24.5,-4.188,-56.188,-0.001,-0.01,-0.01,-0.44,0.19,9.41,0.24,-0.03,-0.39,-0.23,0.19,9.8,0.1175,1.25,0.0,0.0
0.0,356.562,-1.438,-1.188,23.0,-24.5,-4.188,-56.188,-0.001,-0.01,-0.01,-0.44,0.19,9.41,-0.19,-0.01,-0.38,-0.23,0.19,9.8,0.1175,1.25,0.0,0.0
0.0,356.562,-1.438,-1.188,23.0,-24.5,-4.188,-56.188,-0.001,-0.01,-0.01,-0.44,0.19,9.41,-0.19,-0.01,-0.38,-0.24,0.2,9.8,0.1175,1.25,0.0,0.0
0.0,356.562,-1.5,-1.25,23.0,-24.5,-4.188,-56.188,-0.001,-0.01,-0.01,-0.44,0.19,9.41,-0.19,-0.01,-0.38,-0.24,0.2,9.8,0.1175,1.25,0.0,0.0
0.0,356.562,-1.5,-1.25,23.0,-24.5,-4.188,-56.188,-0.001,-0.01,-0.01,-0.44,0.19,9.41,-0.19,-0.01,-0.38,-0.24,0.2,9.8,0.1175,1.25,0.0,0.0
0.0,356.562,-1.5,-1.25,23.0,-24.375,-4.5,-56.5,-0.001,-0.01,-0.01,-0.44,0.19,9.41,-0.19,-0.01,-0.38,-0.24,0.2,9.8,0.1175,1.25,0.0,0.0
0.0,356.562,-1.5,-1.25,23.0,-24.375,-4.5,-56.5,-0.003,-0.007,0.011,-0.44,0.19,9.41,-0.19,-0.01,-0.38,-0.24,0.2,9.8,0.1175,1.25,0.0,0.0
0.0,356.562,-1.5,-1.25,23.0,-24.375,-4.5,-56.5,-0.003,-0.007,0.011,-0.3,0.17,9.39,-0.19,-0.01,-0.38,-0.24,0.2,9.8,0.1175,1.25,0.0,0.0
0.0,356.562,-1.5,-1.25,23.0,-24.375,-4.5,-56.5,-0.003,-0.007,0.011,-0.3,0.17,9.39,-0.04,-0.04,-0.41,-0.24,0.2,9.8,0.1175,1.25,0.0,0.0
0.0,356.562,-1.5,-1.25,23.0,-24.375,-4.5,-56.5,-0.003,-0.007,0.011,-0.3,0.17,9.39,-0.04,-0.04,-0.41,-0.25,0.21,9.8,0.1175,1.25,0.0,0.0
0.0,356.562,-1.438,-1.188,23.0,-24.375,-4.5,-56.5,-0.003,-0.007,0.011,-0.3,0.17,9.39,-0.04,-0.04,-0.41,-0.25,0.21,9.8,0.1175,1.25,0.0,0.0
0.0,356.562,-1.438,-1.188,23.0,-24.375,-4.5,-56.5,-0.003,-0.007,0.011,-0.3,0.17,9.39,-0.04,-0.04,-0.41,-0.25,0.21,9.8,0.1175,1.25,0.0,0.0
0.0,356.562,-1.438,-1.188,23.0,-26.0,-3.75,-55.188,-0.003,-0.007,0.011,-0.3,0.17,9.39,-0.04,-0.04,-0.41,-0.25,0.21,9.8,0.1175,1.25,0.0,0.0
0.0,356.562,-1.438,-1.188,23.0,-26.0,-3.75,-55.188,0.008,0.002,-0.016,-0.3,0.17,9.39,-0.04,-0.04,-0.41,-0.25,0.21,9.8,0.1175,1.25,0.0,0.0
0.0,356.562,-1.438,-1.188,23.0,-26.0,-3.75,-55.188,0.008,0.002,-0.016,-0.09,0.1,9.42,-0.04,-0.04,-0.41,-0.25,0.21,9.8,0.1175,1.25,0.0,0.0
0.0,356.562,-1.438,-1.188,23.0,-26.0,-3.75,-55.188,0.008,0.002,-0.016,-0.09,0.1,9.42,0.15,-0.1,-0.37,-0.25,0.21,9.8,0.1175,1.25,0.0,0.0
0.0,356.562,-1.438,-1.188,23.0,-26.0,-3.75,-55.188,0.008,0.002,-0.016,-0.09,0.1,9.42,0.15,-0.1,-0.37,-0.24,0.2,9.8,0.1175,1.25,0.0,0.0
0.0,356.5,-1.312,-1.25,23.0,-26.0,-3.75,-55.188,0.008,0.002,-0.016,-0.09,0.1,9.42,0.15,-0.1,-0.37,-0.24,0.2,9.8,0.1175,1.25,0.0,0.0
0.0,356.5,-1.312,-1.25,23.0,-26.0,-3.75,-55.188,0.008,0.002,-0.016,-0.09,0.1,9.42,0.15,-0.1,-0.37,-0.24,0.2,9.8,0.1175,1.25,0.0,0.0
0.0,356.5,-1.312,-1.25,23.0,-24.5,-3.75,-54.25,0.008,0.002,-0.016,-0.09,0.1,9.42,0.15,-0.1,-0.37,-0.24,0.2,9.8,0.1175,1.25,0.0,0.0
0.0,356.5,-1.312,-1.25,23.0,-24.5,-3.75,-54.25,-0.016,0.006,0.026,-0.09,0.1,9.42,0.15,-0.1,-0.37,-0.24,0.2,9.8,0.1175,1.25,0.0,0.0
0.0,356.5,-1.312,-1.25,23.0,-24.5,-3.75,-54.25,-0.016,0.006,0.026,-0.25,0.42,9.43,0.15,-0.1,-0.37,-0.24,0.2,9.8,0.1175,1.25,0.0,0.0
